Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-cu6n,Question Key,Response
1,1.60E+12,6/8/2020 13:40,1.60E+12,1,6/8/2020 14:40,15519,23,questionnaire-8f8c,,6394919,BLIND,1823753,,complete,,5f2c0505a4ed3c03468fe75d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x969,,Debrief,3,LF,BEGIN QUESTIONNAIRE,
2,1.60E+12,6/8/2020 13:41,1.60E+12,1,6/8/2020 14:41,15519,23,questionnaire-8f8c,,6394919,BLIND,1823753,,complete,,5f2c0505a4ed3c03468fe75d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1903x969,,Debrief,3,LF,response-3,Colours and main body shapes
3,1.60E+12,6/8/2020 13:41,1.60E+12,1,6/8/2020 14:41,15519,23,questionnaire-8f8c,,6394919,BLIND,1823753,,complete,,5f2c0505a4ed3c03468fe75d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1903x969,,Debrief,3,LF,response-4,
4,1.60E+12,6/8/2020 13:41,1.60E+12,1,6/8/2020 14:41,15519,23,questionnaire-8f8c,,6394919,BLIND,1823753,,complete,,5f2c0505a4ed3c03468fe75d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1903x969,,Debrief,3,LF,response-5,
5,1.60E+12,6/8/2020 13:41,1.60E+12,1,6/8/2020 14:41,15519,23,questionnaire-8f8c,,6394919,BLIND,1823753,,complete,,5f2c0505a4ed3c03468fe75d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1903x969,,Debrief,3,LF,END QUESTIONNAIRE,54626
1,1.60E+12,6/8/2020 13:41,1.60E+12,1,6/8/2020 14:41,15519,23,questionnaire-8f8c,,6394944,BLIND,1823741,,complete,,5f2c050684c30a025d1ce7c7,computer,Desktop or Laptop,Windows 10,Firefox 79.0,2560x1440,1453x1326,,Debrief,3,FL,BEGIN QUESTIONNAIRE,
2,1.60E+12,6/8/2020 13:42,1.60E+12,1,6/8/2020 14:42,15519,23,questionnaire-8f8c,,6394944,BLIND,1823741,,complete,,5f2c050684c30a025d1ce7c7,computer,Desktop or Laptop,Windows 10,Firefox 79.0,2560x1440,1436x1326,,Debrief,3,FL,response-3,"Memory, I didn't notice the peripheries that much."
3,1.60E+12,6/8/2020 13:42,1.60E+12,1,6/8/2020 14:42,15519,23,questionnaire-8f8c,,6394944,BLIND,1823741,,complete,,5f2c050684c30a025d1ce7c7,computer,Desktop or Laptop,Windows 10,Firefox 79.0,2560x1440,1436x1326,,Debrief,3,FL,response-4,No.
4,1.60E+12,6/8/2020 13:42,1.60E+12,1,6/8/2020 14:42,15519,23,questionnaire-8f8c,,6394944,BLIND,1823741,,complete,,5f2c050684c30a025d1ce7c7,computer,Desktop or Laptop,Windows 10,Firefox 79.0,2560x1440,1436x1326,,Debrief,3,FL,response-5,Thank you.
5,1.60E+12,6/8/2020 13:42,1.60E+12,1,6/8/2020 14:42,15519,23,questionnaire-8f8c,,6394944,BLIND,1823741,,complete,,5f2c050684c30a025d1ce7c7,computer,Desktop or Laptop,Windows 10,Firefox 79.0,2560x1440,1436x1326,,Debrief,3,FL,END QUESTIONNAIRE,52936
1,1.60E+12,6/8/2020 13:42,1.60E+12,1,6/8/2020 14:42,15519,23,questionnaire-8f8c,,6394964,BLIND,1823744,,complete,,5f2c0503afb16302e5b92229,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 83.0.4103.97,1440x900,776x759,,Debrief,3,FL,BEGIN QUESTIONNAIRE,
2,1.60E+12,6/8/2020 13:45,1.60E+12,1,6/8/2020 14:44,15519,23,questionnaire-8f8c,,6394964,BLIND,1823744,,complete,,5f2c0503afb16302e5b92229,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 83.0.4103.97,1440x900,761x759,,Debrief,3,FL,response-3,"i used bim was blue
for wug i thought they were all the ones that were resting on an object at the bottom with only an ""arm"" attatched to that
tobs were more circular i thought
i couldnt fidn a pattern for the last"
3,1.60E+12,6/8/2020 13:45,1.60E+12,1,6/8/2020 14:44,15519,23,questionnaire-8f8c,,6394964,BLIND,1823744,,complete,,5f2c0503afb16302e5b92229,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 83.0.4103.97,1440x900,761x759,,Debrief,3,FL,response-4,
4,1.60E+12,6/8/2020 13:45,1.60E+12,1,6/8/2020 14:44,15519,23,questionnaire-8f8c,,6394964,BLIND,1823744,,complete,,5f2c0503afb16302e5b92229,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 83.0.4103.97,1440x900,761x759,,Debrief,3,FL,response-5,
5,1.60E+12,6/8/2020 13:45,1.60E+12,1,6/8/2020 14:44,15519,23,questionnaire-8f8c,,6394964,BLIND,1823744,,complete,,5f2c0503afb16302e5b92229,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 83.0.4103.97,1440x900,761x759,,Debrief,3,FL,END QUESTIONNAIRE,136343
1,1.60E+12,6/8/2020 13:45,1.60E+12,-4,6/8/2020 9:45,15519,23,questionnaire-8f8c,,6395018,BLIND,1823743,,complete,,5f2c0504ee14bf033abd8038,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.105,1920x1080,648x766,,Debrief,3,LF,BEGIN QUESTIONNAIRE,
2,1.60E+12,6/8/2020 13:45,1.60E+12,-4,6/8/2020 9:45,15519,23,questionnaire-8f8c,,6395018,BLIND,1823743,,complete,,5f2c0504ee14bf033abd8038,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.105,1920x1080,648x766,,Debrief,3,LF,response-3,"Using memory of what I saw in the first to phases and recalling all THOSE objects. Word didn't matter, memory of object did."
3,1.60E+12,6/8/2020 13:45,1.60E+12,-4,6/8/2020 9:45,15519,23,questionnaire-8f8c,,6395018,BLIND,1823743,,complete,,5f2c0504ee14bf033abd8038,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.105,1920x1080,648x766,,Debrief,3,LF,response-4,
4,1.60E+12,6/8/2020 13:45,1.60E+12,-4,6/8/2020 9:45,15519,23,questionnaire-8f8c,,6395018,BLIND,1823743,,complete,,5f2c0504ee14bf033abd8038,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.105,1920x1080,648x766,,Debrief,3,LF,response-5,
5,1.60E+12,6/8/2020 13:45,1.60E+12,-4,6/8/2020 9:45,15519,23,questionnaire-8f8c,,6395018,BLIND,1823743,,complete,,5f2c0504ee14bf033abd8038,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.105,1920x1080,648x766,,Debrief,3,LF,END QUESTIONNAIRE,33569
1,1.60E+12,6/8/2020 13:46,1.60E+12,1,6/8/2020 14:46,15519,23,questionnaire-8f8c,,6395035,BLIND,1823768,,complete,,5f2c050360b0630327ee5a4f,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x1080,,Debrief,3,LF,BEGIN QUESTIONNAIRE,
2,1.60E+12,6/8/2020 13:46,1.60E+12,1,6/8/2020 14:46,15519,23,questionnaire-8f8c,,6395035,BLIND,1823768,,complete,,5f2c050360b0630327ee5a4f,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1903x1080,,Debrief,3,LF,response-3,Tried to remember shapes and colour.
