Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-cu6n,Reaction Time,Stimulus,Key Press,Test Part,Correct Response,Trial Type,Trial Index,Correct,presentedImage,presentedLabel,learningType,response
11,1597392628107,14/08/2020 08:10:28,1597392624252,-4,14/08/2020 04:10:24,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,10,,/task/90393/14/asset/Slide3.JPG,This is a bim:,LF,
12,1597392629098,14/08/2020 08:10:29,1597392625253,-4,14/08/2020 04:10:25,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a dep:,,learningBlock1,,html-keyboard-response,11,,,,,
13,1597392629426,14/08/2020 08:10:29,1597392625583,-4,14/08/2020 04:10:25,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide4.JPG,,,,image-keyboard-response,12,,,,,
14,1597392630429,14/08/2020 08:10:30,1597392626585,-4,14/08/2020 04:10:26,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,13,,/task/90393/14/asset/Slide4.JPG,This is a dep:,LF,
15,1597392631429,14/08/2020 08:10:31,1597392627588,-4,14/08/2020 04:10:27,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a wug:,,learningBlock1,,html-keyboard-response,14,,,,,
16,1597392631774,14/08/2020 08:10:31,1597392627916,-4,14/08/2020 04:10:27,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide5.JPG,,,,image-keyboard-response,15,,,,,
17,1597392632758,14/08/2020 08:10:32,1597392628918,-4,14/08/2020 04:10:28,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,16,,/task/90393/14/asset/Slide5.JPG,This is a wug:,LF,
18,1597392633760,14/08/2020 08:10:33,1597392629919,-4,14/08/2020 04:10:29,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a dep:,,learningBlock1,,html-keyboard-response,17,,,,,
19,1597392634089,14/08/2020 08:10:34,1597392630248,-4,14/08/2020 04:10:30,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide6.JPG,,,,image-keyboard-response,18,,,,,
20,1597392635078,14/08/2020 08:10:35,1597392631250,-4,14/08/2020 04:10:31,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,19,,/task/90393/14/asset/Slide6.JPG,This is a dep:,LF,
21,1597392636094,14/08/2020 08:10:36,1597392632254,-4,14/08/2020 04:10:32,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a wug:,,learningBlock1,,html-keyboard-response,20,,,,,
22,1597392636422,14/08/2020 08:10:36,1597392632582,-4,14/08/2020 04:10:32,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide7.JPG,,,,image-keyboard-response,21,,,,,
23,1597392637430,14/08/2020 08:10:37,1597392633584,-4,14/08/2020 04:10:33,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,22,,/task/90393/14/asset/Slide7.JPG,This is a wug:,LF,
24,1597392638420,14/08/2020 08:10:38,1597392634587,-4,14/08/2020 04:10:34,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a bim:,,learningBlock1,,html-keyboard-response,23,,,,,
25,1597392638764,14/08/2020 08:10:38,1597392634915,-4,14/08/2020 04:10:34,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide8.JPG,,,,image-keyboard-response,24,,,,,
26,1597392639763,14/08/2020 08:10:39,1597392635918,-4,14/08/2020 04:10:35,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,25,,/task/90393/14/asset/Slide8.JPG,This is a bim:,LF,
27,1597392640785,14/08/2020 08:10:40,1597392636920,-4,14/08/2020 04:10:36,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a wug:,,learningBlock1,,html-keyboard-response,26,,,,,
28,1597392641082,14/08/2020 08:10:41,1597392637247,-4,14/08/2020 04:10:37,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide9.JPG,,,,image-keyboard-response,27,,,,,
29,1597392642083,14/08/2020 08:10:42,1597392638249,-4,14/08/2020 04:10:38,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,28,,/task/90393/14/asset/Slide9.JPG,This is a wug:,LF,
30,1597392643088,14/08/2020 08:10:43,1597392639251,-4,14/08/2020 04:10:39,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a dep:,,learningBlock1,,html-keyboard-response,29,,,,,
31,1597392643416,14/08/2020 08:10:43,1597392639580,-4,14/08/2020 04:10:39,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide10.JPG,,,,image-keyboard-response,30,,,,,
32,1597392644431,14/08/2020 08:10:44,1597392640582,-4,14/08/2020 04:10:40,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,31,,/task/90393/14/asset/Slide10.JPG,This is a dep:,LF,
33,1597392645482,14/08/2020 08:10:45,1597392641584,-4,14/08/2020 04:10:41,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a tob:,,learningBlock1,,html-keyboard-response,32,,,,,
34,1597392645747,14/08/2020 08:10:45,1597392641913,-4,14/08/2020 04:10:41,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide11.JPG,,,,image-keyboard-response,33,,,,,
35,1597392646747,14/08/2020 08:10:46,1597392642915,-4,14/08/2020 04:10:42,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,34,,/task/90393/14/asset/Slide11.JPG,This is a tob:,LF,
36,1597392647811,14/08/2020 08:10:47,1597392643917,-4,14/08/2020 04:10:43,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a dep:,,learningBlock1,,html-keyboard-response,35,,,,,
37,1597392648101,14/08/2020 08:10:48,1597392644245,-4,14/08/2020 04:10:44,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide12.JPG,,,,image-keyboard-response,36,,,,,
38,1597392649116,14/08/2020 08:10:49,1597392645247,-4,14/08/2020 04:10:45,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,37,,/task/90393/14/asset/Slide12.JPG,This is a dep:,LF,
39,1597392650087,14/08/2020 08:10:50,1597392646249,-4,14/08/2020 04:10:46,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a bim:,,learningBlock1,,html-keyboard-response,38,,,,,
40,1597392650415,14/08/2020 08:10:50,1597392646577,-4,14/08/2020 04:10:46,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide13.JPG,,,,image-keyboard-response,39,,,,,
41,1597392651414,14/08/2020 08:10:51,1597392647579,-4,14/08/2020 04:10:47,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,40,,/task/90393/14/asset/Slide13.JPG,This is a bim:,LF,
42,1597392652431,14/08/2020 08:10:52,1597392648581,-4,14/08/2020 04:10:48,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a wug:,,learningBlock1,,html-keyboard-response,41,,,,,
43,1597392652759,14/08/2020 08:10:52,1597392648909,-4,14/08/2020 04:10:48,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide14.JPG,,,,image-keyboard-response,42,,,,,
44,1597392653758,14/08/2020 08:10:53,1597392649911,-4,14/08/2020 04:10:49,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,43,,/task/90393/14/asset/Slide14.JPG,This is a wug:,LF,
45,1597392654742,14/08/2020 08:10:54,1597392650913,-4,14/08/2020 04:10:50,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a tob:,,learningBlock1,,html-keyboard-response,44,,,,,
46,1597392655103,14/08/2020 08:10:55,1597392651240,-4,14/08/2020 04:10:51,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide15.JPG,,,,image-keyboard-response,45,,,,,
47,1597392656102,14/08/2020 08:10:56,1597392652242,-4,14/08/2020 04:10:52,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,46,,/task/90393/14/asset/Slide15.JPG,This is a tob:,LF,
48,1597392657086,14/08/2020 08:10:57,1597392653244,-4,14/08/2020 04:10:53,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a dep:,,learningBlock1,,html-keyboard-response,47,,,,,
49,1597392657414,14/08/2020 08:10:57,1597392653573,-4,14/08/2020 04:10:53,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide16.JPG,,,,image-keyboard-response,48,,,,,
50,1597392658406,14/08/2020 08:10:58,1597392654575,-4,14/08/2020 04:10:54,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,49,,/task/90393/14/asset/Slide16.JPG,This is a dep:,LF,
51,1597392659421,14/08/2020 08:10:59,1597392655576,-4,14/08/2020 04:10:55,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a bim:,,learningBlock1,,html-keyboard-response,50,,,,,
52,1597392659750,14/08/2020 08:10:59,1597392655905,-4,14/08/2020 04:10:55,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide17.JPG,,,,image-keyboard-response,51,,,,,
53,1597392660750,14/08/2020 08:11:00,1597392656907,-4,14/08/2020 04:10:56,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,52,,/task/90393/14/asset/Slide17.JPG,This is a bim:,LF,
54,1597392661750,14/08/2020 08:11:01,1597392657908,-4,14/08/2020 04:10:57,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a tob:,,learningBlock1,,html-keyboard-response,53,,,,,
55,1597392662078,14/08/2020 08:11:02,1597392658236,-4,14/08/2020 04:10:58,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide18.JPG,,,,image-keyboard-response,54,,,,,
56,1597392663078,14/08/2020 08:11:03,1597392659238,-4,14/08/2020 04:10:59,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,55,,/task/90393/14/asset/Slide18.JPG,This is a tob:,LF,
57,1597392664079,14/08/2020 08:11:04,1597392660241,-4,14/08/2020 04:11:00,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a wug:,,learningBlock1,,html-keyboard-response,56,,,,,
58,1597392664407,14/08/2020 08:11:04,1597392660571,-4,14/08/2020 04:11:00,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide19.JPG,,,,image-keyboard-response,57,,,,,
59,1597392665408,14/08/2020 08:11:05,1597392661573,-4,14/08/2020 04:11:01,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,58,,/task/90393/14/asset/Slide19.JPG,This is a wug:,LF,
60,1597392666424,14/08/2020 08:11:06,1597392662576,-4,14/08/2020 04:11:02,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a bim:,,learningBlock1,,html-keyboard-response,59,,,,,
61,1597392666736,14/08/2020 08:11:06,1597392662905,-4,14/08/2020 04:11:02,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide20.JPG,,,,image-keyboard-response,60,,,,,
62,1597392667752,14/08/2020 08:11:07,1597392663908,-4,14/08/2020 04:11:03,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,61,,/task/90393/14/asset/Slide20.JPG,This is a bim:,LF,
63,1597392668738,14/08/2020 08:11:08,1597392664910,-4,14/08/2020 04:11:04,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a dep:,,learningBlock1,,html-keyboard-response,62,,,,,
64,1597392669081,14/08/2020 08:11:09,1597392665237,-4,14/08/2020 04:11:05,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide21.JPG,,,,image-keyboard-response,63,,,,,
65,1597392670092,14/08/2020 08:11:10,1597392666239,-4,14/08/2020 04:11:06,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,64,,/task/90393/14/asset/Slide21.JPG,This is a dep:,LF,
66,1597392671077,14/08/2020 08:11:11,1597392667241,-4,14/08/2020 04:11:07,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a bim:,,learningBlock1,,html-keyboard-response,65,,,,,
67,1597392671409,14/08/2020 08:11:11,1597392667569,-4,14/08/2020 04:11:07,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,/task/90393/14/asset/Slide22.JPG,,,,image-keyboard-response,66,,,,,
68,1597392672409,14/08/2020 08:11:12,1597392668571,-4,14/08/2020 04:11:08,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,67,,/task/90393/14/asset/Slide22.JPG,This is a bim:,LF,
69,1597392673421,14/08/2020 08:11:13,1597392669574,-4,14/08/2020 04:11:09,15519,25,task-mmu4,,6490442,BLIND,1851567,,complete,,5f3646a5a7d5c668c11ca370,computer,Desktop or Laptop,Windows 10,Edge 84.0.522.59,1920x1080,1920x1080,,exp2_visual,14,LF,,This is a tob:,,learningBlock1,,html-keyboard-response,68,,,,,
