Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-cu6n,Question Key,Response
1,1597268918378,12/08/2020 21:48:38,1597268918416,1,12/08/2020 22:48:38,15519,24,questionnaire-mkjr,,6474427,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x722,,Consent,6,FL,BEGIN QUESTIONNAIRE,
2,1597268939153,12/08/2020 21:48:59,1597268939323,1,12/08/2020 22:48:59,15519,24,questionnaire-mkjr,,6474427,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x722,,Consent,6,FL,q1,1
3,1597268939232,12/08/2020 21:48:59,1597268939325,1,12/08/2020 22:48:59,15519,24,questionnaire-mkjr,,6474427,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x722,,Consent,6,FL,q4,1
4,1597268939232,12/08/2020 21:48:59,1597268939325,1,12/08/2020 22:48:59,15519,24,questionnaire-mkjr,,6474427,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x722,,Consent,6,FL,q6,1
5,1597268939232,12/08/2020 21:48:59,1597268939325,1,12/08/2020 22:48:59,15519,24,questionnaire-mkjr,,6474427,BLIND,1846352,,complete,,5f3463ade8ee3837d8651bb4,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x722,,Consent,6,FL,END QUESTIONNAIRE,20909
1,1597268919694,12/08/2020 21:48:39,1597268918586,1,12/08/2020 22:48:38,15519,24,questionnaire-mkjr,,6474428,BLIND,1846353,,complete,,5f3463b0103f6435e76a2cda,computer,Desktop or Laptop,Mac OS 10.15,Firefox 79.0,1440x900,1300x803,,Consent,6,FL,BEGIN QUESTIONNAIRE,
2,1597268973354,12/08/2020 21:49:33,1597268972308,1,12/08/2020 22:49:32,15519,24,questionnaire-mkjr,,6474428,BLIND,1846353,,complete,,5f3463b0103f6435e76a2cda,computer,Desktop or Laptop,Mac OS 10.15,Firefox 79.0,1440x900,1300x803,,Consent,6,FL,q1,1
3,1597268973417,12/08/2020 21:49:33,1597268972309,1,12/08/2020 22:49:32,15519,24,questionnaire-mkjr,,6474428,BLIND,1846353,,complete,,5f3463b0103f6435e76a2cda,computer,Desktop or Laptop,Mac OS 10.15,Firefox 79.0,1440x900,1300x803,,Consent,6,FL,q4,1
4,1597268973417,12/08/2020 21:49:33,1597268972310,1,12/08/2020 22:49:32,15519,24,questionnaire-mkjr,,6474428,BLIND,1846353,,complete,,5f3463b0103f6435e76a2cda,computer,Desktop or Laptop,Mac OS 10.15,Firefox 79.0,1440x900,1300x803,,Consent,6,FL,q6,1
5,1597268973417,12/08/2020 21:49:33,1597268972310,1,12/08/2020 22:49:32,15519,24,questionnaire-mkjr,,6474428,BLIND,1846353,,complete,,5f3463b0103f6435e76a2cda,computer,Desktop or Laptop,Mac OS 10.15,Firefox 79.0,1440x900,1300x803,,Consent,6,FL,END QUESTIONNAIRE,53724
1,1597268921677,12/08/2020 21:48:41,1597268923051,1,12/08/2020 22:48:43,15519,24,questionnaire-mkjr,,6474429,BLIND,1846354,,complete,,5f3463ace7a2461d24fe13ee,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x937,,Consent,6,FL,BEGIN QUESTIONNAIRE,
2,1597268992483,12/08/2020 21:49:52,1597268993984,1,12/08/2020 22:49:53,15519,24,questionnaire-mkjr,,6474429,BLIND,1846354,,complete,,5f3463ace7a2461d24fe13ee,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x937,,Consent,6,FL,q1,1
3,1597268992596,12/08/2020 21:49:52,1597268993986,1,12/08/2020 22:49:53,15519,24,questionnaire-mkjr,,6474429,BLIND,1846354,,complete,,5f3463ace7a2461d24fe13ee,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x937,,Consent,6,FL,q4,1
4,1597268992596,12/08/2020 21:49:52,1597268993986,1,12/08/2020 22:49:53,15519,24,questionnaire-mkjr,,6474429,BLIND,1846354,,complete,,5f3463ace7a2461d24fe13ee,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x937,,Consent,6,FL,q6,1
5,1597268992596,12/08/2020 21:49:52,1597268993986,1,12/08/2020 22:49:53,15519,24,questionnaire-mkjr,,6474429,BLIND,1846354,,complete,,5f3463ace7a2461d24fe13ee,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x937,,Consent,6,FL,END QUESTIONNAIRE,70935
1,1597268925869,12/08/2020 21:48:45,1597268925753,1,12/08/2020 22:48:45,15519,24,questionnaire-mkjr,,6474430,BLIND,1846355,,complete,,5f3463b284d9d91c9005eb49,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.105,1440x900,1440x748,,Consent,6,FL,BEGIN QUESTIONNAIRE,
2,1597269073003,12/08/2020 21:51:13,1597269072932,1,12/08/2020 22:51:12,15519,24,questionnaire-mkjr,,6474430,BLIND,1846355,,complete,,5f3463b284d9d91c9005eb49,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.105,1440x900,1440x748,,Consent,6,FL,q1,1
3,1597269073160,12/08/2020 21:51:13,1597269072933,1,12/08/2020 22:51:12,15519,24,questionnaire-mkjr,,6474430,BLIND,1846355,,complete,,5f3463b284d9d91c9005eb49,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.105,1440x900,1440x748,,Consent,6,FL,q4,1
4,1597269073160,12/08/2020 21:51:13,1597269072933,1,12/08/2020 22:51:12,15519,24,questionnaire-mkjr,,6474430,BLIND,1846355,,complete,,5f3463b284d9d91c9005eb49,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.105,1440x900,1440x748,,Consent,6,FL,q6,1
5,1597269073160,12/08/2020 21:51:13,1597269072934,1,12/08/2020 22:51:12,15519,24,questionnaire-mkjr,,6474430,BLIND,1846355,,complete,,5f3463b284d9d91c9005eb49,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.105,1440x900,1440x748,,Consent,6,FL,END QUESTIONNAIRE,147181
1,1597268996143,12/08/2020 21:49:56,1597268996018,1,12/08/2020 22:49:56,15519,24,questionnaire-mkjr,,6474444,BLIND,1846359,,complete,,5f3463a6f0cfd636d00608c6,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 13.1.2,1440x900,1440x837,,Consent,6,FL,BEGIN QUESTIONNAIRE,
2,1597269014898,12/08/2020 21:50:14,1597269014827,1,12/08/2020 22:50:14,15519,24,questionnaire-mkjr,,6474444,BLIND,1846359,,complete,,5f3463a6f0cfd636d00608c6,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 13.1.2,1440x900,1440x837,,Consent,6,FL,q1,1
3,1597269015007,12/08/2020 21:50:15,1597269014829,1,12/08/2020 22:50:14,15519,24,questionnaire-mkjr,,6474444,BLIND,1846359,,complete,,5f3463a6f0cfd636d00608c6,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 13.1.2,1440x900,1440x837,,Consent,6,FL,q4,1
4,1597269015007,12/08/2020 21:50:15,1597269014829,1,12/08/2020 22:50:14,15519,24,questionnaire-mkjr,,6474444,BLIND,1846359,,complete,,5f3463a6f0cfd636d00608c6,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 13.1.2,1440x900,1440x837,,Consent,6,FL,q6,1
5,1597269015007,12/08/2020 21:50:15,1597269014829,1,12/08/2020 22:50:14,15519,24,questionnaire-mkjr,,6474444,BLIND,1846359,,complete,,5f3463a6f0cfd636d00608c6,computer,Desktop or Laptop,Mac OS 10.15.6,Safari 13.1.2,1440x900,1440x837,,Consent,6,FL,END QUESTIONNAIRE,18811
1,1597269050572,12/08/2020 21:50:50,1597269044869,1,12/08/2020 22:50:44,15519,24,questionnaire-mkjr,,6474452,BLIND,1846363,,complete,,5f3463aeedba923779b78e27,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.125,1366x768,1366x657,,Consent,6,FL,BEGIN QUESTIONNAIRE,
2,1597269412647,12/08/2020 21:56:52,1597269405578,1,12/08/2020 22:56:45,15519,24,questionnaire-mkjr,,6474452,BLIND,1846363,,complete,,5f3463aeedba923779b78e27,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.125,1366x768,1349x657,,Consent,6,FL,q1,1
3,1597269413162,12/08/2020 21:56:53,1597269405584,1,12/08/2020 22:56:45,15519,24,questionnaire-mkjr,,6474452,BLIND,1846363,,complete,,5f3463aeedba923779b78e27,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.125,1366x768,1349x657,,Consent,6,FL,q4,1
4,1597269413162,12/08/2020 21:56:53,1597269405585,1,12/08/2020 22:56:45,15519,24,questionnaire-mkjr,,6474452,BLIND,1846363,,complete,,5f3463aeedba923779b78e27,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.125,1366x768,1349x657,,Consent,6,FL,q6,1
5,1597269413162,12/08/2020 21:56:53,1597269405586,1,12/08/2020 22:56:45,15519,24,questionnaire-mkjr,,6474452,BLIND,1846363,,complete,,5f3463aeedba923779b78e27,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.125,1366x768,1349x657,,Consent,6,FL,END QUESTIONNAIRE,360718
