Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-cu6n,Reaction Time,Stimulus,Key Press,Test Part,Correct Response,Trial Type,Trial Index,Correct,presentedImage,presentedLabel,learningType,response
1,1596651508289,05/08/2020 18:18:28,1596651507140,1,05/08/2020 19:18:27,15519,22,task-mmu4,,6385823,BLIND,1810084,,complete,,5f2af76d5c256a4786f441e3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x1080,,exp2_visual,11,LF,,,,,,fullscreen,0,,,,,
2,1596651518078,05/08/2020 18:18:38,1596651516930,1,05/08/2020 19:18:36,15519,22,task-mmu4,,6385823,BLIND,1810084,,complete,,5f2af76d5c256a4786f441e3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x1080,,exp2_visual,11,LF,NA,,,instructions,,instructions,1,,,,,
3,1596651519031,05/08/2020 18:18:39,1596651517934,1,05/08/2020 19:18:37,15519,22,task-mmu4,,6385823,BLIND,1810084,,complete,,5f2af76d5c256a4786f441e3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x1080,,exp2_visual,11,LF,,This is a tob:,,learningBlock1,,html-keyboard-response,2,,,,,
4,1596651519359,05/08/2020 18:18:39,1596651518263,1,05/08/2020 19:18:38,15519,22,task-mmu4,,6385823,BLIND,1810084,,complete,,5f2af76d5c256a4786f441e3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x1080,,exp2_visual,11,LF,,/task/90393/11/asset/Slide1.JPG,,,,image-keyboard-response,3,,,,,
5,1596651520349,05/08/2020 18:18:40,1596651519265,1,05/08/2020 19:18:39,15519,22,task-mmu4,,6385823,BLIND,1810084,,complete,,5f2af76d5c256a4786f441e3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x1080,,exp2_visual,11,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,4,,/task/90393/11/asset/Slide1.JPG,This is a tob:,LF,
6,1596651521364,05/08/2020 18:18:41,1596651520267,1,05/08/2020 19:18:40,15519,22,task-mmu4,,6385823,BLIND,1810084,,complete,,5f2af76d5c256a4786f441e3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x1080,,exp2_visual,11,LF,,This is a wug:,,learningBlock1,,html-keyboard-response,5,,,,,
7,1596651521693,05/08/2020 18:18:41,1596651520595,1,05/08/2020 19:18:40,15519,22,task-mmu4,,6385823,BLIND,1810084,,complete,,5f2af76d5c256a4786f441e3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x1080,,exp2_visual,11,LF,,/task/90393/11/asset/Slide2.JPG,,,,image-keyboard-response,6,,,,,
8,1596651522699,05/08/2020 18:18:42,1596651521597,1,05/08/2020 19:18:41,15519,22,task-mmu4,,6385823,BLIND,1810084,,complete,,5f2af76d5c256a4786f441e3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x1080,,exp2_visual,11,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,7,,/task/90393/11/asset/Slide2.JPG,This is a wug:,LF,
9,1596651523699,05/08/2020 18:18:43,1596651522600,1,05/08/2020 19:18:42,15519,22,task-mmu4,,6385823,BLIND,1810084,,complete,,5f2af76d5c256a4786f441e3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x1080,,exp2_visual,11,LF,,This is a bim:,,learningBlock1,,html-keyboard-response,8,,,,,
10,1596651524011,05/08/2020 18:18:44,1596651522928,1,05/08/2020 19:18:42,15519,22,task-mmu4,,6385823,BLIND,1810084,,complete,,5f2af76d5c256a4786f441e3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x1080,,exp2_visual,11,LF,,/task/90393/11/asset/Slide3.JPG,,,,image-keyboard-response,9,,,,,
11,1596651525074,05/08/2020 18:18:45,1596651523930,1,05/08/2020 19:18:43,15519,22,task-mmu4,,6385823,BLIND,1810084,,complete,,5f2af76d5c256a4786f441e3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x1080,,exp2_visual,11,LF,,"<div style=""font-size:60px;""> </div>",,learningBlock1,,html-keyboard-response,10,,/task/90393/11/asset/Slide3.JPG,This is a bim:,LF,
12,1596651526030,05/08/2020 18:18:46,1596651524932,1,05/08/2020 19:18:44,15519,22,task-mmu4,,6385823,BLIND,1810084,,complete,,5f2af76d5c256a4786f441e3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x1080,,exp2_visual,11,LF,,This is a dep:,,learningBlock1,,html-keyboard-response,11,,,,,
