Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-cu6n,Question Key,Response
1,1596720398525,06/08/2020 13:26:38,1596720398489,1,06/08/2020 14:26:38,15519,23,questionnaire-mkjr,,6394561,BLIND,1823741,,complete,,5f2c050684c30a025d1ce7c7,computer,Desktop or Laptop,Windows 10,Firefox 79.0,2560x1440,1453x1326,,Consent,6,FL,BEGIN QUESTIONNAIRE,
2,1596720471400,06/08/2020 13:27:51,1596720471427,1,06/08/2020 14:27:51,15519,23,questionnaire-mkjr,,6394561,BLIND,1823741,,complete,,5f2c050684c30a025d1ce7c7,computer,Desktop or Laptop,Windows 10,Firefox 79.0,2560x1440,1453x1326,,Consent,6,FL,q1,1
3,1596720471494,06/08/2020 13:27:51,1596720471430,1,06/08/2020 14:27:51,15519,23,questionnaire-mkjr,,6394561,BLIND,1823741,,complete,,5f2c050684c30a025d1ce7c7,computer,Desktop or Laptop,Windows 10,Firefox 79.0,2560x1440,1453x1326,,Consent,6,FL,q4,1
4,1596720471494,06/08/2020 13:27:51,1596720471430,1,06/08/2020 14:27:51,15519,23,questionnaire-mkjr,,6394561,BLIND,1823741,,complete,,5f2c050684c30a025d1ce7c7,computer,Desktop or Laptop,Windows 10,Firefox 79.0,2560x1440,1453x1326,,Consent,6,FL,q6,1
5,1596720471494,06/08/2020 13:27:51,1596720471430,1,06/08/2020 14:27:51,15519,23,questionnaire-mkjr,,6394561,BLIND,1823741,,complete,,5f2c050684c30a025d1ce7c7,computer,Desktop or Laptop,Windows 10,Firefox 79.0,2560x1440,1453x1326,,Consent,6,FL,END QUESTIONNAIRE,72942
1,1596720398525,06/08/2020 13:26:38,1596720398376,-4,06/08/2020 09:26:38,15519,23,questionnaire-mkjr,,6394562,BLIND,1823743,,complete,,5f2c0504ee14bf033abd8038,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.105,1920x1080,648x766,,Consent,6,LF,BEGIN QUESTIONNAIRE,
2,1596720443713,06/08/2020 13:27:23,1596720443650,-4,06/08/2020 09:27:23,15519,23,questionnaire-mkjr,,6394562,BLIND,1823743,,complete,,5f2c0504ee14bf033abd8038,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.105,1920x1080,648x766,,Consent,6,LF,q1,1
3,1596720443869,06/08/2020 13:27:23,1596720443651,-4,06/08/2020 09:27:23,15519,23,questionnaire-mkjr,,6394562,BLIND,1823743,,complete,,5f2c0504ee14bf033abd8038,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.105,1920x1080,648x766,,Consent,6,LF,q4,1
4,1596720443869,06/08/2020 13:27:23,1596720443651,-4,06/08/2020 09:27:23,15519,23,questionnaire-mkjr,,6394562,BLIND,1823743,,complete,,5f2c0504ee14bf033abd8038,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.105,1920x1080,648x766,,Consent,6,LF,q6,1
5,1596720443869,06/08/2020 13:27:23,1596720443651,-4,06/08/2020 09:27:23,15519,23,questionnaire-mkjr,,6394562,BLIND,1823743,,complete,,5f2c0504ee14bf033abd8038,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 84.0.4147.105,1920x1080,648x766,,Consent,6,LF,END QUESTIONNAIRE,45275
1,1596720402135,06/08/2020 13:26:42,1596720402068,1,06/08/2020 14:26:42,15519,23,questionnaire-mkjr,,6394563,BLIND,1823744,,complete,,5f2c0503afb16302e5b92229,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 83.0.4103.97,1440x900,1440x759,,Consent,6,FL,BEGIN QUESTIONNAIRE,
2,1596720424781,06/08/2020 13:27:04,1596720424643,1,06/08/2020 14:27:04,15519,23,questionnaire-mkjr,,6394563,BLIND,1823744,,complete,,5f2c0503afb16302e5b92229,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 83.0.4103.97,1440x900,1440x759,,Consent,6,FL,q1,1
3,1596720424859,06/08/2020 13:27:04,1596720424646,1,06/08/2020 14:27:04,15519,23,questionnaire-mkjr,,6394563,BLIND,1823744,,complete,,5f2c0503afb16302e5b92229,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 83.0.4103.97,1440x900,1440x759,,Consent,6,FL,q4,1
4,1596720424859,06/08/2020 13:27:04,1596720424646,1,06/08/2020 14:27:04,15519,23,questionnaire-mkjr,,6394563,BLIND,1823744,,complete,,5f2c0503afb16302e5b92229,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 83.0.4103.97,1440x900,1440x759,,Consent,6,FL,q6,1
5,1596720424859,06/08/2020 13:27:04,1596720424646,1,06/08/2020 14:27:04,15519,23,questionnaire-mkjr,,6394563,BLIND,1823744,,complete,,5f2c0503afb16302e5b92229,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 83.0.4103.97,1440x900,1440x759,,Consent,6,FL,END QUESTIONNAIRE,22578
1,1596720405338,06/08/2020 13:26:45,1596720404704,10,06/08/2020 23:26:44,15519,23,questionnaire-mkjr,,6394564,BLIND,1823745,,complete,,5f2c0505e71eb402cf067f14,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1600x900,1600x758,,Consent,6,LF,BEGIN QUESTIONNAIRE,
2,1596721003966,06/08/2020 13:36:43,1596721003360,10,06/08/2020 23:36:43,15519,23,questionnaire-mkjr,,6394564,BLIND,1823745,,complete,,5f2c0505e71eb402cf067f14,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1600x900,1600x758,,Consent,6,LF,q1,1
3,1596721004310,06/08/2020 13:36:44,1596721003364,10,06/08/2020 23:36:43,15519,23,questionnaire-mkjr,,6394564,BLIND,1823745,,complete,,5f2c0505e71eb402cf067f14,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1600x900,1600x758,,Consent,6,LF,q4,1
4,1596721004310,06/08/2020 13:36:44,1596721003364,10,06/08/2020 23:36:43,15519,23,questionnaire-mkjr,,6394564,BLIND,1823745,,complete,,5f2c0505e71eb402cf067f14,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1600x900,1600x758,,Consent,6,LF,q6,1
5,1596721004310,06/08/2020 13:36:44,1596721003364,10,06/08/2020 23:36:43,15519,23,questionnaire-mkjr,,6394564,BLIND,1823745,,complete,,5f2c0505e71eb402cf067f14,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1600x900,1600x758,,Consent,6,LF,END QUESTIONNAIRE,598660
1,1596720431897,06/08/2020 13:27:11,1596720428720,1,06/08/2020 14:27:08,15519,23,questionnaire-mkjr,,6394582,BLIND,1823753,,complete,,5f2c0505a4ed3c03468fe75d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x969,,Consent,6,LF,BEGIN QUESTIONNAIRE,
2,1596720443557,06/08/2020 13:27:23,1596720440437,1,06/08/2020 14:27:20,15519,23,questionnaire-mkjr,,6394582,BLIND,1823753,,complete,,5f2c0505a4ed3c03468fe75d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x969,,Consent,6,LF,q1,1
3,1596720443650,06/08/2020 13:27:23,1596720440438,1,06/08/2020 14:27:20,15519,23,questionnaire-mkjr,,6394582,BLIND,1823753,,complete,,5f2c0505a4ed3c03468fe75d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x969,,Consent,6,LF,q4,1
4,1596720443650,06/08/2020 13:27:23,1596720440438,1,06/08/2020 14:27:20,15519,23,questionnaire-mkjr,,6394582,BLIND,1823753,,complete,,5f2c0505a4ed3c03468fe75d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x969,,Consent,6,LF,q6,1
5,1596720443650,06/08/2020 13:27:23,1596720440438,1,06/08/2020 14:27:20,15519,23,questionnaire-mkjr,,6394582,BLIND,1823753,,complete,,5f2c0505a4ed3c03468fe75d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x969,,Consent,6,LF,END QUESTIONNAIRE,11718
1,1596720491778,06/08/2020 13:28:11,1596720511604,1,06/08/2020 14:28:31,15519,23,questionnaire-mkjr,,6394614,BLIND,1823763,,complete,,5f2c0506cdb40e02c7f6eedd,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.89,1366x768,1366x625,,Consent,6,FL,BEGIN QUESTIONNAIRE,
2,1596720611254,06/08/2020 13:30:11,1596720631045,1,06/08/2020 14:30:31,15519,23,questionnaire-mkjr,,6394614,BLIND,1823763,,complete,,5f2c0506cdb40e02c7f6eedd,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.89,1366x768,1349x625,,Consent,6,FL,q1,1
3,1596720611348,06/08/2020 13:30:11,1596720631054,1,06/08/2020 14:30:31,15519,23,questionnaire-mkjr,,6394614,BLIND,1823763,,complete,,5f2c0506cdb40e02c7f6eedd,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.89,1366x768,1349x625,,Consent,6,FL,q4,1
4,1596720611348,06/08/2020 13:30:11,1596720631055,1,06/08/2020 14:30:31,15519,23,questionnaire-mkjr,,6394614,BLIND,1823763,,complete,,5f2c0506cdb40e02c7f6eedd,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.89,1366x768,1349x625,,Consent,6,FL,q6,1
5,1596720611348,06/08/2020 13:30:11,1596720631064,1,06/08/2020 14:30:31,15519,23,questionnaire-mkjr,,6394614,BLIND,1823763,,complete,,5f2c0506cdb40e02c7f6eedd,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.89,1366x768,1349x625,,Consent,6,FL,END QUESTIONNAIRE,119460
1,1596720529558,06/08/2020 13:28:49,1596720529191,1,06/08/2020 14:28:49,15519,23,questionnaire-mkjr,,6394626,BLIND,1823768,,complete,,5f2c050360b0630327ee5a4f,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x969,,Consent,6,LF,BEGIN QUESTIONNAIRE,
2,1596720693659,06/08/2020 13:31:33,1596720693382,1,06/08/2020 14:31:33,15519,23,questionnaire-mkjr,,6394626,BLIND,1823768,,complete,,5f2c050360b0630327ee5a4f,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x969,,Consent,6,LF,q1,1
3,1596720693816,06/08/2020 13:31:33,1596720693385,1,06/08/2020 14:31:33,15519,23,questionnaire-mkjr,,6394626,BLIND,1823768,,complete,,5f2c050360b0630327ee5a4f,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x969,,Consent,6,LF,q4,1
4,1596720693816,06/08/2020 13:31:33,1596720693385,1,06/08/2020 14:31:33,15519,23,questionnaire-mkjr,,6394626,BLIND,1823768,,complete,,5f2c050360b0630327ee5a4f,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x969,,Consent,6,LF,q6,1
5,1596720693816,06/08/2020 13:31:33,1596720693385,1,06/08/2020 14:31:33,15519,23,questionnaire-mkjr,,6394626,BLIND,1823768,,complete,,5f2c050360b0630327ee5a4f,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1920x1080,1920x969,,Consent,6,LF,END QUESTIONNAIRE,164195
1,1596720545783,06/08/2020 13:29:05,1596720547812,1,06/08/2020 14:29:07,15519,23,questionnaire-mkjr,,6394633,BLIND,1823770,,complete,,5f2c05075094fd02802d5e12,computer,Desktop or Laptop,Windows 8.1,Firefox 79.0,1366x768,1366x767,,Consent,6,FL,BEGIN QUESTIONNAIRE,
2,1596720828539,06/08/2020 13:33:48,1596720830649,1,06/08/2020 14:33:50,15519,23,questionnaire-mkjr,,6394633,BLIND,1823770,,complete,,5f2c05075094fd02802d5e12,computer,Desktop or Laptop,Windows 8.1,Firefox 79.0,1366x768,1366x767,,Consent,6,FL,q1,1
3,1596720828976,06/08/2020 13:33:48,1596720830667,1,06/08/2020 14:33:50,15519,23,questionnaire-mkjr,,6394633,BLIND,1823770,,complete,,5f2c05075094fd02802d5e12,computer,Desktop or Laptop,Windows 8.1,Firefox 79.0,1366x768,1366x767,,Consent,6,FL,q4,1
4,1596720828976,06/08/2020 13:33:48,1596720830669,1,06/08/2020 14:33:50,15519,23,questionnaire-mkjr,,6394633,BLIND,1823770,,complete,,5f2c05075094fd02802d5e12,computer,Desktop or Laptop,Windows 8.1,Firefox 79.0,1366x768,1366x767,,Consent,6,FL,q6,1
5,1596720828976,06/08/2020 13:33:48,1596720830672,1,06/08/2020 14:33:50,15519,23,questionnaire-mkjr,,6394633,BLIND,1823770,,complete,,5f2c05075094fd02802d5e12,computer,Desktop or Laptop,Windows 8.1,Firefox 79.0,1366x768,1366x767,,Consent,6,FL,END QUESTIONNAIRE,282859
1,1596720678114,06/08/2020 13:31:18,1596720678414,1,06/08/2020 14:31:18,15519,23,questionnaire-mkjr,,6394698,BLIND,1823786,,complete,,5f2c050faad5950263802808,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1366x768,1366x657,,Consent,6,FL,BEGIN QUESTIONNAIRE,
2,1596720714900,06/08/2020 13:31:54,1596720715114,1,06/08/2020 14:31:55,15519,23,questionnaire-mkjr,,6394698,BLIND,1823786,,complete,,5f2c050faad5950263802808,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1366x768,1349x657,,Consent,6,FL,q1,1
3,1596720714978,06/08/2020 13:31:54,1596720715119,1,06/08/2020 14:31:55,15519,23,questionnaire-mkjr,,6394698,BLIND,1823786,,complete,,5f2c050faad5950263802808,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1366x768,1349x657,,Consent,6,FL,q4,1
4,1596720714978,06/08/2020 13:31:54,1596720715119,1,06/08/2020 14:31:55,15519,23,questionnaire-mkjr,,6394698,BLIND,1823786,,complete,,5f2c050faad5950263802808,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1366x768,1349x657,,Consent,6,FL,q6,1
5,1596720714978,06/08/2020 13:31:54,1596720715121,1,06/08/2020 14:31:55,15519,23,questionnaire-mkjr,,6394698,BLIND,1823786,,complete,,5f2c050faad5950263802808,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1366x768,1349x657,,Consent,6,FL,END QUESTIONNAIRE,36707
1,1596720694644,06/08/2020 13:31:34,1596720694560,-4,06/08/2020 09:31:34,15519,23,questionnaire-mkjr,,6394705,BLIND,1823789,,complete,,5f2c0502d5f2790268c3feb3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1366x768,1366x657,,Consent,6,LF,BEGIN QUESTIONNAIRE,
2,1596720752465,06/08/2020 13:32:32,1596720752404,-4,06/08/2020 09:32:32,15519,23,questionnaire-mkjr,,6394705,BLIND,1823789,,complete,,5f2c0502d5f2790268c3feb3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1366x768,1349x657,,Consent,6,LF,q1,1
3,1596720752606,06/08/2020 13:32:32,1596720752406,-4,06/08/2020 09:32:32,15519,23,questionnaire-mkjr,,6394705,BLIND,1823789,,complete,,5f2c0502d5f2790268c3feb3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1366x768,1349x657,,Consent,6,LF,q4,1
4,1596720752606,06/08/2020 13:32:32,1596720752406,-4,06/08/2020 09:32:32,15519,23,questionnaire-mkjr,,6394705,BLIND,1823789,,complete,,5f2c0502d5f2790268c3feb3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1366x768,1349x657,,Consent,6,LF,q6,1
5,1596720752606,06/08/2020 13:32:32,1596720752406,-4,06/08/2020 09:32:32,15519,23,questionnaire-mkjr,,6394705,BLIND,1823789,,complete,,5f2c0502d5f2790268c3feb3,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1366x768,1349x657,,Consent,6,LF,END QUESTIONNAIRE,57846
1,1596722736101,06/08/2020 14:05:36,1596722735810,1,06/08/2020 15:05:35,15519,23,questionnaire-mkjr,,6395646,BLIND,1824046,,complete,,5f2c0e1a69eb62038e1e97bd,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1366x768,1366x584,,Consent,6,FL,BEGIN QUESTIONNAIRE,
2,1596722816249,06/08/2020 14:06:56,1596722815981,1,06/08/2020 15:06:55,15519,23,questionnaire-mkjr,,6395646,BLIND,1824046,,complete,,5f2c0e1a69eb62038e1e97bd,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1366x768,1349x584,,Consent,6,FL,q1,1
3,1596722816328,06/08/2020 14:06:56,1596722815982,1,06/08/2020 15:06:55,15519,23,questionnaire-mkjr,,6395646,BLIND,1824046,,complete,,5f2c0e1a69eb62038e1e97bd,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1366x768,1349x584,,Consent,6,FL,q4,1
4,1596722816328,06/08/2020 14:06:56,1596722815982,1,06/08/2020 15:06:55,15519,23,questionnaire-mkjr,,6395646,BLIND,1824046,,complete,,5f2c0e1a69eb62038e1e97bd,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1366x768,1349x584,,Consent,6,FL,q6,1
5,1596722816328,06/08/2020 14:06:56,1596722815982,1,06/08/2020 15:06:55,15519,23,questionnaire-mkjr,,6395646,BLIND,1824046,,complete,,5f2c0e1a69eb62038e1e97bd,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1366x768,1349x584,,Consent,6,FL,END QUESTIONNAIRE,80172
1,1596724830848,06/08/2020 14:40:30,1596724846192,1,06/08/2020 15:40:46,15519,23,questionnaire-mkjr,,6396765,BLIND,1824284,,complete,,5f2c16557097db061f7ef49d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1536x722,,Consent,6,FL,BEGIN QUESTIONNAIRE,
2,1596724872960,06/08/2020 14:41:12,1596724888350,1,06/08/2020 15:41:28,15519,23,questionnaire-mkjr,,6396765,BLIND,1824284,,complete,,5f2c16557097db061f7ef49d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1519x674,,Consent,6,FL,q1,1
3,1596724873054,06/08/2020 14:41:13,1596724888354,1,06/08/2020 15:41:28,15519,23,questionnaire-mkjr,,6396765,BLIND,1824284,,complete,,5f2c16557097db061f7ef49d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1519x674,,Consent,6,FL,q4,1
4,1596724873054,06/08/2020 14:41:13,1596724888354,1,06/08/2020 15:41:28,15519,23,questionnaire-mkjr,,6396765,BLIND,1824284,,complete,,5f2c16557097db061f7ef49d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1519x674,,Consent,6,FL,q6,1
5,1596724873054,06/08/2020 14:41:13,1596724888354,1,06/08/2020 15:41:28,15519,23,questionnaire-mkjr,,6396765,BLIND,1824284,,complete,,5f2c16557097db061f7ef49d,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1536x864,1519x674,,Consent,6,FL,END QUESTIONNAIRE,42162
1,1596724839789,06/08/2020 14:40:39,1596724839092,1,06/08/2020 15:40:39,15519,23,questionnaire-mkjr,,6396768,BLIND,1824285,,complete,,5f2c1660564d7104ea295028,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 84.0.4147.105,1920x1080,1742x853,,Consent,6,LF,BEGIN QUESTIONNAIRE,
2,1596724844601,06/08/2020 14:40:44,1596724844547,1,06/08/2020 15:40:44,15519,23,questionnaire-mkjr,,6396768,BLIND,1824285,,complete,,5f2c1660564d7104ea295028,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 84.0.4147.105,1920x1080,1742x853,,Consent,6,LF,q1,1
3,1596724844664,06/08/2020 14:40:44,1596724844548,1,06/08/2020 15:40:44,15519,23,questionnaire-mkjr,,6396768,BLIND,1824285,,complete,,5f2c1660564d7104ea295028,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 84.0.4147.105,1920x1080,1742x853,,Consent,6,LF,q4,1
4,1596724844664,06/08/2020 14:40:44,1596724844548,1,06/08/2020 15:40:44,15519,23,questionnaire-mkjr,,6396768,BLIND,1824285,,complete,,5f2c1660564d7104ea295028,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 84.0.4147.105,1920x1080,1742x853,,Consent,6,LF,q6,1
5,1596724844664,06/08/2020 14:40:44,1596724844548,1,06/08/2020 15:40:44,15519,23,questionnaire-mkjr,,6396768,BLIND,1824285,,complete,,5f2c1660564d7104ea295028,computer,Desktop or Laptop,Mac OS 10.15.6,Chrome 84.0.4147.105,1920x1080,1742x853,,Consent,6,LF,END QUESTIONNAIRE,5456
1,1596724842695,06/08/2020 14:40:42,1596724846421,-4,06/08/2020 10:40:46,15519,23,questionnaire-mkjr,,6396771,BLIND,1824287,,complete,,5f2c165ff9734f059e804fa8,computer,Desktop or Laptop,Mac OS 10.15,Firefox 79.0,1280x800,1280x656,,Consent,6,LF,BEGIN QUESTIONNAIRE,
2,1596724880416,06/08/2020 14:41:20,1596724884585,-4,06/08/2020 10:41:24,15519,23,questionnaire-mkjr,,6396771,BLIND,1824287,,complete,,5f2c165ff9734f059e804fa8,computer,Desktop or Laptop,Mac OS 10.15,Firefox 79.0,1280x800,1280x656,,Consent,6,LF,q1,1
3,1596724880681,06/08/2020 14:41:20,1596724884587,-4,06/08/2020 10:41:24,15519,23,questionnaire-mkjr,,6396771,BLIND,1824287,,complete,,5f2c165ff9734f059e804fa8,computer,Desktop or Laptop,Mac OS 10.15,Firefox 79.0,1280x800,1280x656,,Consent,6,LF,q4,1
4,1596724880681,06/08/2020 14:41:20,1596724884588,-4,06/08/2020 10:41:24,15519,23,questionnaire-mkjr,,6396771,BLIND,1824287,,complete,,5f2c165ff9734f059e804fa8,computer,Desktop or Laptop,Mac OS 10.15,Firefox 79.0,1280x800,1280x656,,Consent,6,LF,q6,1
5,1596724880681,06/08/2020 14:41:20,1596724884588,-4,06/08/2020 10:41:24,15519,23,questionnaire-mkjr,,6396771,BLIND,1824287,,complete,,5f2c165ff9734f059e804fa8,computer,Desktop or Laptop,Mac OS 10.15,Firefox 79.0,1280x800,1280x656,,Consent,6,LF,END QUESTIONNAIRE,38167
1,1596724847195,06/08/2020 14:40:47,1596724847290,-5,06/08/2020 09:40:47,15519,23,questionnaire-mkjr,,6396774,BLIND,1824288,,complete,,5f2c1650c0b5d005180281e8,computer,Desktop or Laptop,Windows 10,Firefox 79.0,1920x1080,1920x966,,Consent,6,LF,BEGIN QUESTIONNAIRE,
2,1596724992918,06/08/2020 14:43:12,1596724993050,-5,06/08/2020 09:43:13,15519,23,questionnaire-mkjr,,6396774,BLIND,1824288,,complete,,5f2c1650c0b5d005180281e8,computer,Desktop or Laptop,Windows 10,Firefox 79.0,1920x1080,1920x966,,Consent,6,LF,q1,1
3,1596724993090,06/08/2020 14:43:13,1596724993051,-5,06/08/2020 09:43:13,15519,23,questionnaire-mkjr,,6396774,BLIND,1824288,,complete,,5f2c1650c0b5d005180281e8,computer,Desktop or Laptop,Windows 10,Firefox 79.0,1920x1080,1920x966,,Consent,6,LF,q4,1
4,1596724993090,06/08/2020 14:43:13,1596724993051,-5,06/08/2020 09:43:13,15519,23,questionnaire-mkjr,,6396774,BLIND,1824288,,complete,,5f2c1650c0b5d005180281e8,computer,Desktop or Laptop,Windows 10,Firefox 79.0,1920x1080,1920x966,,Consent,6,LF,q6,1
5,1596724993090,06/08/2020 14:43:13,1596724993051,-5,06/08/2020 09:43:13,15519,23,questionnaire-mkjr,,6396774,BLIND,1824288,,complete,,5f2c1650c0b5d005180281e8,computer,Desktop or Laptop,Windows 10,Firefox 79.0,1920x1080,1920x966,,Consent,6,LF,END QUESTIONNAIRE,145761
1,1596724851274,06/08/2020 14:40:51,1596724850212,1,06/08/2020 15:40:50,15519,23,questionnaire-mkjr,,6396776,BLIND,1824289,,complete,,5f2c1651a29839052fb7f31c,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.89,1536x864,1536x754,,Consent,6,LF,BEGIN QUESTIONNAIRE,
2,1596724998632,06/08/2020 14:43:18,1596724997650,1,06/08/2020 15:43:17,15519,23,questionnaire-mkjr,,6396776,BLIND,1824289,,complete,,5f2c1651a29839052fb7f31c,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.89,1536x864,1536x754,,Consent,6,LF,q1,1
3,1596724998695,06/08/2020 14:43:18,1596724997652,1,06/08/2020 15:43:17,15519,23,questionnaire-mkjr,,6396776,BLIND,1824289,,complete,,5f2c1651a29839052fb7f31c,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.89,1536x864,1536x754,,Consent,6,LF,q4,1
4,1596724998695,06/08/2020 14:43:18,1596724997652,1,06/08/2020 15:43:17,15519,23,questionnaire-mkjr,,6396776,BLIND,1824289,,complete,,5f2c1651a29839052fb7f31c,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.89,1536x864,1536x754,,Consent,6,LF,q6,1
5,1596724998695,06/08/2020 14:43:18,1596724997653,1,06/08/2020 15:43:17,15519,23,questionnaire-mkjr,,6396776,BLIND,1824289,,complete,,5f2c1651a29839052fb7f31c,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.89,1536x864,1536x754,,Consent,6,LF,END QUESTIONNAIRE,147441
1,1596724852181,06/08/2020 14:40:52,1596724852034,-4,06/08/2020 10:40:52,15519,23,questionnaire-mkjr,,6396778,BLIND,1824290,,complete,,5f2c1654ff40410544310568,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 84.0.4147.105,1440x900,1440x721,,Consent,6,FL,BEGIN QUESTIONNAIRE,
2,1596725556077,06/08/2020 14:52:36,1596725555973,-4,06/08/2020 10:52:35,15519,23,questionnaire-mkjr,,6396778,BLIND,1824290,,complete,,5f2c1654ff40410544310568,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 84.0.4147.105,1440x900,1440x721,,Consent,6,FL,q1,1
3,1596725556218,06/08/2020 14:52:36,1596725555975,-4,06/08/2020 10:52:35,15519,23,questionnaire-mkjr,,6396778,BLIND,1824290,,complete,,5f2c1654ff40410544310568,computer,Desktop or Laptop,Mac OS 10.14.5,Chrome 84.0.4147.105,1440x900,1440x721,,Consent,6,FL,q4,1
