Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-cu6n,Question Key,Response
1,1596621896575,05/08/2020 10:04:56,1596621895996,-4,05/08/2020 06:04:55,15519,21,questionnaire-mkjr,,6368892,BLIND,1805884,,complete,,5f2a842ef40fa72ac8711c05,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,2560x1440,1707x891,,Consent,6,LF,BEGIN QUESTIONNAIRE,
2,1596621908298,05/08/2020 10:05:08,1596621907769,-4,05/08/2020 06:05:07,15519,21,questionnaire-mkjr,,6368892,BLIND,1805884,,complete,,5f2a842ef40fa72ac8711c05,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,2560x1440,1707x891,,Consent,6,LF,q1,1
3,1596621908472,05/08/2020 10:05:08,1596621907770,-4,05/08/2020 06:05:07,15519,21,questionnaire-mkjr,,6368892,BLIND,1805884,,complete,,5f2a842ef40fa72ac8711c05,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,2560x1440,1707x891,,Consent,6,LF,q4,1
4,1596621908472,05/08/2020 10:05:08,1596621907770,-4,05/08/2020 06:05:07,15519,21,questionnaire-mkjr,,6368892,BLIND,1805884,,complete,,5f2a842ef40fa72ac8711c05,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,2560x1440,1707x891,,Consent,6,LF,q6,1
5,1596621908472,05/08/2020 10:05:08,1596621907770,-4,05/08/2020 06:05:07,15519,21,questionnaire-mkjr,,6368892,BLIND,1805884,,complete,,5f2a842ef40fa72ac8711c05,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,2560x1440,1707x891,,Consent,6,LF,END QUESTIONNAIRE,11774
1,1596636996932,05/08/2020 14:16:36,1596636996829,1,05/08/2020 15:16:36,15519,21,questionnaire-mkjr,,6381783,BLIND,1807532,,complete,,5f2abf3999ab4936f7c84843,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1680x1050,1680x939,,Consent,6,FL,BEGIN QUESTIONNAIRE,
2,1596637004527,05/08/2020 14:16:44,1596637004358,1,05/08/2020 15:16:44,15519,21,questionnaire-mkjr,,6381783,BLIND,1807532,,complete,,5f2abf3999ab4936f7c84843,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1680x1050,1680x939,,Consent,6,FL,q1,1
3,1596637004605,05/08/2020 14:16:44,1596637004360,1,05/08/2020 15:16:44,15519,21,questionnaire-mkjr,,6381783,BLIND,1807532,,complete,,5f2abf3999ab4936f7c84843,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1680x1050,1680x939,,Consent,6,FL,q4,1
4,1596637004605,05/08/2020 14:16:44,1596637004361,1,05/08/2020 15:16:44,15519,21,questionnaire-mkjr,,6381783,BLIND,1807532,,complete,,5f2abf3999ab4936f7c84843,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1680x1050,1680x939,,Consent,6,FL,q6,1
5,1596637004605,05/08/2020 14:16:44,1596637004361,1,05/08/2020 15:16:44,15519,21,questionnaire-mkjr,,6381783,BLIND,1807532,,complete,,5f2abf3999ab4936f7c84843,computer,Desktop or Laptop,Windows 10,Chrome 84.0.4147.105,1680x1050,1680x939,,Consent,6,FL,END QUESTIONNAIRE,7532
