task,subjID,display,trial,fribblePresented,resp,labelPresented,frequency,rt,trialType,list,expeType
contingency,3424063,task,50,21025,99,wug,l,2284,match,1,pilot1
contingency,3424063,task,51,10925,-100,tob,l,2870,mismatch-type1,1,pilot1
contingency,3424063,task,52,33075,-100,dep,h,2141,mismatch-type1,1,pilot1
contingency,3424063,task,53,10625,99,dep,l,2680,match,1,pilot1
contingency,3424063,task,54,32225,99,tob,l,2023,match,1,pilot1
contingency,3424063,task,55,22225,-98,dep,l,3424,mismatch-type1,1,pilot1
contingency,3424063,task,56,11975,-99,wug,h,1970,mismatch-type1,1,pilot1
contingency,3424063,task,57,30275,99,tob,h,1997,match,1,pilot1
contingency,3424063,task,58,22175,-99,tob,h,2525,mismatch-type1,1,pilot1
contingency,3424063,task,59,31725,99,tob,l,2665,match,1,pilot1
contingency,3424063,task,60,20575,-100,tob,h,3035,mismatch-type1,1,pilot1
contingency,3421453,task,1,20375,100,wug,h,4979.35,match,1,pilot1
contingency,3421453,task,2,11025,100,dep,l,2982.405,match,1,pilot1
contingency,3421453,task,3,21125,-78,dep,l,6380.595,mismatch-type1,1,pilot1
contingency,3421453,task,4,22475,87,wug,h,2968.68,match,1,pilot1
contingency,3421453,task,5,13375,100,dep,h,3679.35,match,1,pilot1
contingency,3421453,task,6,21675,-99,tob,h,5320.79,mismatch-type1,1,pilot1
contingency,3421453,task,7,31525,-78,wug,l,3435.405,mismatch-type1,1,pilot1
contingency,3421453,task,8,30875,75,tob,h,3149.355,match,1,pilot1
contingency,3421453,task,9,11725,90,dep,l,2773.52,match,1,pilot1
contingency,3421453,task,10,30975,-88,dep,h,4286.675,mismatch-type1,1,pilot1
contingency,3421453,task,11,20825,-83,dep,l,3970.95,mismatch-type1,1,pilot1
contingency,3421453,task,12,30225,-84,wug,l,3474.075,mismatch-type1,1,pilot1
contingency,3421453,task,13,11875,85,dep,h,3113.94,match,1,pilot1
contingency,3421453,task,14,12075,-100,wug,h,2583.06,mismatch-type1,1,pilot1
contingency,3421453,task,15,20775,77,wug,h,3276.845,match,1,pilot1
contingency,3421453,task,16,30325,-82,wug,l,2642.105,mismatch-type1,1,pilot1
contingency,3421453,task,17,30725,81,tob,l,2305.545,match,1,pilot1
contingency,3421453,task,18,11425,-74,tob,l,2164.555,mismatch-type1,1,pilot1
contingency,3421453,task,19,20325,-92,dep,l,3102.225,mismatch-type1,1,pilot1
contingency,3421453,task,20,20625,78,wug,l,4348.38,match,1,pilot1
contingency,3421453,task,21,21575,79,wug,h,2929.015,match,1,pilot1
contingency,3421453,task,22,10175,85,dep,h,2523.255,match,1,pilot1
contingency,3421453,task,23,22325,-83,dep,l,2422.79,mismatch-type1,1,pilot1
contingency,3421453,task,24,32575,-85,dep,h,3163.37,mismatch-type1,1,pilot1
contingency,3421453,task,25,11375,-100,wug,h,3892.445,mismatch-type1,1,pilot1
contingency,3421453,task,26,33275,-100,dep,h,2076.235,mismatch-type1,1,pilot1
contingency,3421453,task,27,12275,87,dep,h,3756.445,match,1,pilot1
contingency,3421453,task,28,31425,62,tob,l,3144.645,match,1,pilot1
contingency,3421453,task,29,21975,-90,tob,h,2712.875,mismatch-type1,1,pilot1
contingency,3421453,task,30,11625,-100,tob,l,2296.68,mismatch-type1,1,pilot1
contingency,3421453,task,31,22125,77,wug,l,2967.725,match,1,pilot1
contingency,3421453,task,32,11325,-100,tob,l,2185.96,mismatch-type1,1,pilot1
contingency,3421453,task,33,30825,-75,tob,l,5019.96,match,1,pilot1
contingency,3421453,task,34,12875,-100,wug,h,2177.05,mismatch-type1,1,pilot1
contingency,3421453,task,35,32775,-85,dep,h,2094.07,mismatch-type1,1,pilot1
contingency,3421453,task,36,23175,-80,tob,h,3088.045,mismatch-type1,1,pilot1
contingency,3421453,task,37,20425,83,wug,l,2051.785,match,1,pilot1
contingency,3421453,task,38,20925,85,wug,l,1889.515,match,1,pilot1
contingency,3421453,task,39,31475,65,tob,h,5699.76,match,1,pilot1
contingency,3421453,task,40,12325,-98,tob,l,1979.93,mismatch-type1,1,pilot1
contingency,3421453,task,41,32025,-63,wug,l,2077.2,mismatch-type1,1,pilot1
contingency,3421453,task,42,12225,81,dep,l,2691.055,match,1,pilot1
contingency,3421453,task,43,12125,60,dep,l,1725.685,match,1,pilot1
contingency,3421453,task,44,22375,83,wug,h,2263.225,match,1,pilot1
contingency,3421453,task,45,31575,80,tob,h,3524.62,match,1,pilot1
contingency,3421453,task,46,10975,51,dep,h,3364.435,match,1,pilot1
contingency,3421453,task,47,32275,70,tob,h,2159.15,match,1,pilot1
contingency,3421453,task,48,10675,79,wug,h,2590.555,mismatch-type1,1,pilot1
contingency,3421453,task,49,32525,-76,wug,l,8499.956,mismatch-type1,1,pilot1
contingency,3421453,task,50,21025,-87,wug,l,4573.38,match,1,pilot1
contingency,3421453,task,51,10925,-75,tob,l,5450.995,mismatch-type1,1,pilot1
contingency,3421453,task,52,33075,-70,dep,h,2876.77,mismatch-type1,1,pilot1
contingency,3421453,task,53,10625,78,dep,l,1973.935,match,1,pilot1
contingency,3421453,task,54,32225,66,tob,l,1876.315,match,1,pilot1
contingency,3421453,task,55,22225,-80,dep,l,2053.87,mismatch-type1,1,pilot1
contingency,3421453,task,56,11975,-75,wug,h,2349.74,mismatch-type1,1,pilot1
contingency,3421453,task,57,30275,-83,tob,h,4713.905,match,1,pilot1
contingency,3421453,task,58,22175,65,tob,h,14176.02,mismatch-type1,1,pilot1
contingency,3421453,task,59,31725,72,tob,l,3714.56,match,1,pilot1
contingency,3421453,task,60,20575,-75,tob,h,3219.495,mismatch-type1,1,pilot1
contingency,3394859,task,1,20375,99,wug,h,5745.795,match,1,pilot1
contingency,3394859,task,2,11025,100,dep,l,3881.955,match,1,pilot1
contingency,3394859,task,3,21125,-100,dep,l,2897.55,mismatch-type1,1,pilot1
contingency,3394859,task,4,22475,100,wug,h,2504.425,match,1,pilot1
contingency,3394859,task,5,13375,100,dep,h,2842.34,match,1,pilot1
contingency,3394859,task,6,21675,-100,tob,h,2505.5,mismatch-type1,1,pilot1
contingency,3394859,task,7,31525,-100,wug,l,2483.19,mismatch-type1,1,pilot1
contingency,3394859,task,8,30875,100,tob,h,2208.23,match,1,pilot1
contingency,3394859,task,9,11725,100,dep,l,2575.815,match,1,pilot1
contingency,3394859,task,10,30975,-98,dep,h,2087.37,mismatch-type1,1,pilot1
contingency,3394859,task,11,20825,-100,dep,l,2199.415,mismatch-type1,1,pilot1
contingency,3394859,task,12,30225,-100,wug,l,1953.155,mismatch-type1,1,pilot1
contingency,3394859,task,13,11875,99,dep,h,1862.81,match,1,pilot1
contingency,3394859,task,14,12075,-100,wug,h,2005.44,mismatch-type1,1,pilot1
contingency,3394859,task,15,20775,100,wug,h,4531.75,match,1,pilot1
contingency,3394859,task,16,30325,-100,wug,l,2379.645,mismatch-type1,1,pilot1
contingency,3394859,task,17,30725,100,tob,l,4076.76,match,1,pilot1
contingency,3394859,task,18,11425,-100,tob,l,2478.04,mismatch-type1,1,pilot1
contingency,3394859,task,19,20325,-100,dep,l,2116.865,mismatch-type1,1,pilot1
contingency,3394859,task,20,20625,100,wug,l,2065.485,match,1,pilot1
contingency,3394859,task,21,21575,100,wug,h,2117.555,match,1,pilot1
contingency,3394859,task,22,10175,100,dep,h,2311.335,match,1,pilot1
contingency,3394859,task,23,22325,-100,dep,l,2018.775,mismatch-type1,1,pilot1
contingency,3394859,task,24,32575,-100,dep,h,2198.15,mismatch-type1,1,pilot1
contingency,3394859,task,25,11375,-100,wug,h,2243.65,mismatch-type1,1,pilot1
contingency,3394859,task,26,33275,-100,dep,h,3438.36,mismatch-type1,1,pilot1
contingency,3394859,task,27,12275,100,dep,h,2601.03,match,1,pilot1
contingency,3394859,task,28,31425,100,tob,l,2426.95,match,1,pilot1
contingency,3394859,task,29,21975,-100,tob,h,2138.94,mismatch-type1,1,pilot1
contingency,3394859,task,30,11625,-100,tob,l,4730.16,mismatch-type1,1,pilot1
contingency,3394859,task,31,22125,100,wug,l,2189.685,match,1,pilot1
contingency,3394859,task,32,11325,-100,tob,l,2410.94,mismatch-type1,1,pilot1
contingency,3394859,task,33,30825,100,tob,l,2189.63,match,1,pilot1
contingency,3394859,task,34,12875,-100,wug,h,4652.905,mismatch-type1,1,pilot1
contingency,3394859,task,35,32775,-100,dep,h,2171.77,mismatch-type1,1,pilot1
contingency,3394859,task,36,23175,-100,tob,h,3932.76,mismatch-type1,1,pilot1
contingency,3394859,task,37,20425,100,wug,l,2056.59,match,1,pilot1
contingency,3394859,task,38,20925,100,wug,l,2080.295,match,1,pilot1
contingency,3394859,task,39,31475,100,tob,h,1859.355,match,1,pilot1
contingency,3394859,task,40,12325,-100,tob,l,3415.295,mismatch-type1,1,pilot1
contingency,3394859,task,41,32025,-100,wug,l,2340.76,mismatch-type1,1,pilot1
contingency,3394859,task,42,12225,100,dep,l,2878.11,match,1,pilot1
contingency,3394859,task,43,12125,100,dep,l,2112.015,match,1,pilot1
contingency,3394859,task,44,22375,100,wug,h,2076.03,match,1,pilot1
contingency,3394859,task,45,31575,100,tob,h,3919.67,match,1,pilot1
contingency,3394859,task,46,10975,100,dep,h,2628.46,match,1,pilot1
contingency,3394859,task,47,32275,100,tob,h,2121.435,match,1,pilot1
contingency,3394859,task,48,10675,-100,wug,h,3997.82,mismatch-type1,1,pilot1
contingency,3394859,task,49,32525,-100,wug,l,1842.225,mismatch-type1,1,pilot1
contingency,3394859,task,50,21025,100,wug,l,2197.475,match,1,pilot1
contingency,3394859,task,51,10925,-100,tob,l,2144.73,mismatch-type1,1,pilot1
contingency,3394859,task,52,33075,-100,dep,h,2300.28,mismatch-type1,1,pilot1
contingency,3394859,task,53,10625,100,dep,l,5286.83,match,1,pilot1
contingency,3394859,task,54,32225,100,tob,l,2250.07,match,1,pilot1
contingency,3394859,task,55,22225,-99,dep,l,2046.21,mismatch-type1,1,pilot1
contingency,3394859,task,56,11975,-100,wug,h,1911.045,mismatch-type1,1,pilot1
contingency,3394859,task,57,30275,100,tob,h,1912.86,match,1,pilot1
contingency,3394859,task,58,22175,-100,tob,h,1759.545,mismatch-type1,1,pilot1
contingency,3394859,task,59,31725,-100,tob,l,1937.185,match,1,pilot1
contingency,3394859,task,60,20575,-100,tob,h,2493.79,mismatch-type1,1,pilot1
contingency,3475213,task,1,20375,100,wug,h,4842.97,match,1,pilot1
contingency,3475213,task,2,11025,100,dep,l,4264.49,match,1,pilot1
contingency,3475213,task,3,21125,42,dep,l,5837.705,mismatch-type1,1,pilot1
contingency,3475213,task,4,22475,100,wug,h,2913.855,match,1,pilot1
contingency,3475213,task,5,13375,100,dep,h,3215.875,match,1,pilot1
contingency,3475213,task,6,21675,-100,tob,h,3547.8,mismatch-type1,1,pilot1
contingency,3475213,task,7,31525,-100,wug,l,2580.895,mismatch-type1,1,pilot1
contingency,3475213,task,8,30875,100,tob,h,5480.905,match,1,pilot1
contingency,3475213,task,9,11725,41,dep,l,4012.58,match,1,pilot1
contingency,3475213,task,10,30975,-77,dep,h,3920.83,mismatch-type1,1,pilot1
contingency,3475213,task,11,20825,-50,dep,l,2305.04,mismatch-type1,1,pilot1
contingency,3475213,task,12,30225,-100,wug,l,2937.155,mismatch-type1,1,pilot1
contingency,3475213,task,13,11875,100,dep,h,3327.27,match,1,pilot1
contingency,3475213,task,14,12075,-100,wug,h,4920.68,mismatch-type1,1,pilot1
contingency,3475213,task,15,20775,100,wug,h,2934.805,match,1,pilot1
contingency,3475213,task,16,30325,-100,wug,l,2334.03,mismatch-type1,1,pilot1
contingency,3475213,task,17,30725,100,tob,l,2739.2,match,1,pilot1
contingency,3475213,task,18,11425,-42,tob,l,2779.605,mismatch-type1,1,pilot1
contingency,3475213,task,19,20325,64,dep,l,4188.595,mismatch-type1,1,pilot1
contingency,3475213,task,20,20625,-44,wug,l,2734.295,match,1,pilot1
contingency,3475213,task,21,21575,100,wug,h,2878.56,match,1,pilot1
contingency,3475213,task,22,10175,100,dep,h,2640.265,match,1,pilot1
contingency,3475213,task,23,22325,-76,dep,l,4409.13,mismatch-type1,1,pilot1
contingency,3475213,task,24,32575,-66,dep,h,2563.425,mismatch-type1,1,pilot1
contingency,3475213,task,25,11375,-80,wug,h,5033.855,mismatch-type1,1,pilot1
contingency,3475213,task,26,33275,-42,dep,h,3165.79,mismatch-type1,1,pilot1
contingency,3475213,task,27,12275,100,dep,h,2500.625,match,1,pilot1
contingency,3475213,task,28,31425,100,tob,l,3704.575,match,1,pilot1
contingency,3475213,task,29,21975,-100,tob,h,2284.93,mismatch-type1,1,pilot1
contingency,3475213,task,30,11625,-99,tob,l,3472.39,mismatch-type1,1,pilot1
contingency,3475213,task,31,22125,-52,wug,l,3003.29,match,1,pilot1
contingency,3475213,task,32,11325,-54,tob,l,3407.545,mismatch-type1,1,pilot1
contingency,3475213,task,33,30825,100,tob,l,2468.485,match,1,pilot1
contingency,3475213,task,34,12875,-48,wug,h,2784.7,mismatch-type1,1,pilot1
contingency,3475213,task,35,32775,-31,dep,h,5359.005,mismatch-type1,1,pilot1
contingency,3475213,task,36,23175,-100,tob,h,3338.53,mismatch-type1,1,pilot1
contingency,3475213,task,37,20425,-45,wug,l,2601.56,match,1,pilot1
contingency,3475213,task,38,20925,-56,wug,l,3174.49,match,1,pilot1
contingency,3475213,task,39,31475,100,tob,h,2471.995,match,1,pilot1
contingency,3475213,task,40,12325,100,tob,l,2705.2,mismatch-type1,1,pilot1
contingency,3475213,task,41,32025,-100,wug,l,2321.54,mismatch-type1,1,pilot1
contingency,3475213,task,42,12225,-56,dep,l,2694.32,match,1,pilot1
contingency,3475213,task,43,12125,-47,dep,l,1938.4,match,1,pilot1
contingency,3475213,task,44,22375,100,wug,h,2530.575,match,1,pilot1
contingency,3475213,task,45,31575,100,tob,h,2912.09,match,1,pilot1
contingency,3475213,task,46,10975,100,dep,h,3381.4,match,1,pilot1
contingency,3475213,task,47,32275,100,tob,h,2886.195,match,1,pilot1
contingency,3475213,task,48,10675,-100,wug,h,2264.325,mismatch-type1,1,pilot1
contingency,3475213,task,49,32525,-97,wug,l,3795.29,mismatch-type1,1,pilot1
contingency,3475213,task,50,21025,60,wug,l,4681.395,match,1,pilot1
contingency,3475213,task,51,10925,-42,tob,l,5116.025,mismatch-type1,1,pilot1
contingency,3475213,task,52,33075,-41,dep,h,2660.61,mismatch-type1,1,pilot1
contingency,3475213,task,53,10625,66,dep,l,2860.67,match,1,pilot1
contingency,3475213,task,54,32225,98,tob,l,4140.145,match,1,pilot1
contingency,3475213,task,55,22225,52,dep,l,4439.825,mismatch-type1,1,pilot1
contingency,3475213,task,56,11975,-99,wug,h,4213.38,mismatch-type1,1,pilot1
contingency,3475213,task,57,30275,100,tob,h,3531.57,match,1,pilot1
contingency,3475213,task,58,22175,-100,tob,h,2288.37,mismatch-type1,1,pilot1
contingency,3475213,task,59,31725,100,tob,l,2641.055,match,1,pilot1
contingency,3475213,task,60,20575,-100,tob,h,1988.335,mismatch-type1,1,pilot1
