"N_subj","N_obs","dataParamsN","alpha","beta1","beta2","beta3","run","model_grand_mean","model_beta1","model_beta2","model_beta3","model_grand_mean_se","model_beta1_se","model_beta2_se","model_beta3_se","model_intercept_high.FL","model_intercept_high.LF","model_intercept_low.FL","model_intercept_high.LF","model_intercept_high.FL_se","model_intercept_high.LF_se","model_intercept_low.FL_se","model_intercept_low.LF_se","singular","conv_error","CoefficientTested","H1sd","BF","BF_cat","pvalue"
"10","48","1","1.60993490494602","-1.70245936802782","0.662575780505779","1.02645921376387","1","1.40087740703798","-2.25010791322026","-0.0155343783476708","0.621987214461385","0.254240060629808","0.502852576615155","0.272745572521115","0.545486743746622","2.68919605616422","2.36266779324374","0.128093407733014","0.423552421751544","0.429093001193696","0.393121300910936","0.400080050405367","0.40181480265742","N","N","grandmean","1.60993490494602","842535.385200745","9","3.5871606466961e-08"
"10","48","1","1.60993490494602","-1.70245936802782","0.662575780505779","1.02645921376387","1","1.40087740703798","-2.25010791322026","-0.0155343783476708","0.621987214461385","0.254240060629808","0.502852576615155","0.272745572521115","0.545486743746622","2.68919605616422","2.36266779324374","0.128093407733014","0.423552421751544","0.429093001193696","0.393121300910936","0.400080050405367","0.40181480265742","N","N","grandmean","0.80496745247301","593924.026185067","9","3.5871606466961e-08"
"10","48","1","1.60993490494602","-1.70245936802782","0.662575780505779","1.02645921376387","1","1.40087740703798","-2.25010791322026","-0.0155343783476708","0.621987214461385","0.254240060629808","0.502852576615155","0.272745572521115","0.545486743746622","2.68919605616422","2.36266779324374","0.128093407733014","0.423552421751544","0.429093001193696","0.393121300910936","0.400080050405367","0.40181480265742","N","N","maineffectFreq","1.70245936802782","0.0520958640011292","3","7.65233102126993e-06"
"10","48","1","1.60993490494602","-1.70245936802782","0.662575780505779","1.02645921376387","1","1.40087740703798","-2.25010791322026","-0.0155343783476708","0.621987214461385","0.254240060629808","0.502852576615155","0.272745572521115","0.545486743746622","2.68919605616422","2.36266779324374","0.128093407733014","0.423552421751544","0.429093001193696","0.393121300910936","0.400080050405367","0.40181480265742","N","N","maineffectFreq","0.851229684013909","0.101140847089277","4","7.65233102126993e-06"
"10","48","1","1.60993490494602","-1.70245936802782","0.662575780505779","1.02645921376387","1","1.40087740703798","-2.25010791322026","-0.0155343783476708","0.621987214461385","0.254240060629808","0.502852576615155","0.272745572521115","0.545486743746622","2.68919605616422","2.36266779324374","0.128093407733014","0.423552421751544","0.429093001193696","0.393121300910936","0.400080050405367","0.40181480265742","N","N","interaction","1.02645921376387","1.31415525533349","5","0.254185250647205"
"10","48","1","1.60993490494602","-1.70245936802782","0.662575780505779","1.02645921376387","1","1.40087740703798","-2.25010791322026","-0.0155343783476708","0.621987214461385","0.254240060629808","0.502852576615155","0.272745572521115","0.545486743746622","2.68919605616422","2.36266779324374","0.128093407733014","0.423552421751544","0.429093001193696","0.393121300910936","0.400080050405367","0.40181480265742","N","N","interaction","0.513229606881937","1.54816866936086","5","0.254185250647205"
"10","48","1","1.60993490494602","-1.70245936802782","0.662575780505779","1.02645921376387","1","1.40087740703798","-2.25010791322026","-0.0155343783476708","0.621987214461385","0.254240060629808","0.502852576615155","0.272745572521115","0.545486743746622","2.68919605616422","2.36266779324374","0.128093407733014","0.423552421751544","0.429093001193696","0.393121300910936","0.400080050405367","0.40181480265742","N","N","mean high.FL","1.60993490494602","47236969.0070487","9","3.67683705468135e-10"
"10","48","1","1.60993490494602","-1.70245936802782","0.662575780505779","1.02645921376387","1","1.40087740703798","-2.25010791322026","-0.0155343783476708","0.621987214461385","0.254240060629808","0.502852576615155","0.272745572521115","0.545486743746622","2.68919605616422","2.36266779324374","0.128093407733014","0.423552421751544","0.429093001193696","0.393121300910936","0.400080050405367","0.40181480265742","N","N","mean high.FL","0.80496745247301","4114867.1762673","9","3.67683705468135e-10"
"10","48","1","1.60993490494602","-1.70245936802782","0.662575780505779","1.02645921376387","1","1.40087740703798","-2.25010791322026","-0.0155343783476708","0.621987214461385","0.254240060629808","0.502852576615155","0.272745572521115","0.545486743746622","2.68919605616422","2.36266779324374","0.128093407733014","0.423552421751544","0.429093001193696","0.393121300910936","0.400080050405367","0.40181480265742","N","N","mean high.LF","1.60993490494602","11950538.2006493","9","1.85497785790674e-09"
"10","48","1","1.60993490494602","-1.70245936802782","0.662575780505779","1.02645921376387","1","1.40087740703798","-2.25010791322026","-0.0155343783476708","0.621987214461385","0.254240060629808","0.502852576615155","0.272745572521115","0.545486743746622","2.68919605616422","2.36266779324374","0.128093407733014","0.423552421751544","0.429093001193696","0.393121300910936","0.400080050405367","0.40181480265742","N","N","mean high.LF","0.80496745247301","1885626.05016813","9","1.85497785790674e-09"
