subjID frequency learning testing trialType acc
1 l sx sx exp 0
1 l sx sx exp 0
1 l sx sx exp 0
1 l sx sx exp 1
1 l sx sx exp 0
23 h sx xs control 1
23 h sx xs control 1
23 h sx xs control 1
23 h sx xs control 1
23 h sx xs control 1
23 h sx xs control 1
23 h sx xs control 1
23 h sx xs control 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 h sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
23 l sx xs exp 1
22 h sx xs control 1
22 h sx xs control 1
22 h sx xs control 1
22 h sx xs control 1
22 h sx xs control 1
22 h sx xs control 1
22 h sx xs control 0
22 h sx xs control 1
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 0
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 0
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 1
22 h sx xs exp 1
22 l sx xs exp 0
22 l sx xs exp 0
22 l sx xs exp 0
22 l sx xs exp 0
22 l sx xs exp 0
22 l sx xs exp 0
22 l sx xs exp 0
22 l sx xs exp 1
22 l sx xs exp 1
22 l sx xs exp 0
22 l sx xs exp 1
22 l sx xs exp 1
22 l sx xs exp 0
22 l sx xs exp 1
22 l sx xs exp 0
22 l sx xs exp 1
22 l sx xs exp 1
22 l sx xs exp 1
22 l sx xs exp 1
22 l sx xs exp 1
22 l sx xs exp 1
22 l sx xs exp 1
22 l sx xs exp 1
22 l sx xs exp 1
21 h sx xs control 1
21 h sx xs control 1
21 h sx xs control 1
21 h sx xs control 1
21 h sx xs control 1
21 h sx xs control 1
21 h sx xs control 1
21 h sx xs control 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 h sx xs exp 1
21 l sx xs exp 0
21 l sx xs exp 1
21 l sx xs exp 1
21 l sx xs exp 0
21 l sx xs exp 0
21 l sx xs exp 1
21 l sx xs exp 1
21 l sx xs exp 1
21 l sx xs exp 1
21 l sx xs exp 1
21 l sx xs exp 1
21 l sx xs exp 1
21 l sx xs exp 1
21 l sx xs exp 1
21 l sx xs exp 1
21 l sx xs exp 1
21 l sx xs exp 1
21 l sx xs exp 1
21 l sx xs exp 0
21 l sx xs exp 0
21 l sx xs exp 0
21 l sx xs exp 0
21 l sx xs exp 0
21 l sx xs exp 0
20 h sx xs control 1
20 h sx xs control 1
20 h sx xs control 1
20 h sx xs control 1
20 h sx xs control 1
20 h sx xs control 1
20 h sx xs control 1
20 h sx xs control 0
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 0
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 h sx xs exp 1
20 l sx xs exp 0
20 l sx xs exp 0
20 l sx xs exp 0
20 l sx xs exp 0
20 l sx xs exp 0
20 l sx xs exp 0
20 l sx xs exp 0
20 l sx xs exp 0
20 l sx xs exp 0
20 l sx xs exp 1
20 l sx xs exp 1
20 l sx xs exp 1
20 l sx xs exp 1
20 l sx xs exp 1
20 l sx xs exp 0
20 l sx xs exp 0
20 l sx xs exp 0
20 l sx xs exp 0
20 l sx xs exp 0
20 l sx xs exp 0
20 l sx xs exp 0
20 l sx xs exp 0
20 l sx xs exp 0
20 l sx xs exp 0
19 h sx xs control 1
19 h sx xs control 1
19 h sx xs control 1
19 h sx xs control 1
19 h sx xs control 1
19 h sx xs control 1
19 h sx xs control 1
19 h sx xs control 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 0
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 h sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 0
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 0
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
19 l sx xs exp 1
18 h sx xs control 1
18 h sx xs control 1
18 h sx xs control 1
18 h sx xs control 1
18 h sx xs control 1
18 h sx xs control 1
18 h sx xs control 1
18 h sx xs control 1
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 0
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 0
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 1
18 h sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 0
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
18 l sx xs exp 1
17 h sx xs control 1
17 h sx xs control 1
17 h sx xs control 1
17 h sx xs control 1
17 h sx xs control 0
17 h sx xs control 1
17 h sx xs control 1
17 h sx xs control 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 h sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 0
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
17 l sx xs exp 1
16 h sx xs control 1
16 h sx xs control 1
16 h sx xs control 1
16 h sx xs control 1
16 h sx xs control 1
16 h sx xs control 1
16 h sx xs control 1
16 h sx xs control 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 h sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
16 l sx xs exp 1
15 h sx xs control 1
15 h sx xs control 1
15 h sx xs control 1
15 h sx xs control 1
15 h sx xs control 1
15 h sx xs control 1
15 h sx xs control 1
15 h sx xs control 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 h sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 0
15 l sx xs exp 1
15 l sx xs exp 0
15 l sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 0
15 l sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 1
15 l sx xs exp 1
14 h sx xs control 1
14 h sx xs control 0
14 h sx xs control 1
14 h sx xs control 1
14 h sx xs control 1
14 h sx xs control 1
14 h sx xs control 1
14 h sx xs control 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 0
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 h sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 1
14 l sx xs exp 0
14 l sx xs exp 1
13 h sx xs control 1
13 h sx xs control 1
13 h sx xs control 1
13 h sx xs control 1
13 h sx xs control 1
13 h sx xs control 1
13 h sx xs control 1
13 h sx xs control 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 0
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 h sx xs exp 1
13 l sx xs exp 0
13 l sx xs exp 1
13 l sx xs exp 0
13 l sx xs exp 0
13 l sx xs exp 0
13 l sx xs exp 0
13 l sx xs exp 0
13 l sx xs exp 0
13 l sx xs exp 1
13 l sx xs exp 1
13 l sx xs exp 1
13 l sx xs exp 1
13 l sx xs exp 1
13 l sx xs exp 1
13 l sx xs exp 1
13 l sx xs exp 1
13 l sx xs exp 0
13 l sx xs exp 0
13 l sx xs exp 0
13 l sx xs exp 0
13 l sx xs exp 0
13 l sx xs exp 0
13 l sx xs exp 0
13 l sx xs exp 0
12 h sx xs control 1
12 h sx xs control 1
12 h sx xs control 1
12 h sx xs control 1
12 h sx xs control 1
12 h sx xs control 1
12 h sx xs control 1
12 h sx xs control 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 h sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
12 l sx xs exp 1
10 h sx xs control 1
10 h sx xs control 1
10 h sx xs control 1
10 h sx xs control 1
10 h sx xs control 1
10 h sx xs control 1
10 h sx xs control 1
10 h sx xs control 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 h sx xs exp 1
10 l sx xs exp 0
10 l sx xs exp 0
10 l sx xs exp 0
10 l sx xs exp 0
10 l sx xs exp 0
10 l sx xs exp 0
10 l sx xs exp 0
10 l sx xs exp 0
10 l sx xs exp 1
10 l sx xs exp 1
10 l sx xs exp 1
10 l sx xs exp 0
10 l sx xs exp 0
10 l sx xs exp 0
10 l sx xs exp 1
10 l sx xs exp 0
10 l sx xs exp 1
10 l sx xs exp 1
10 l sx xs exp 1
10 l sx xs exp 1
10 l sx xs exp 1
10 l sx xs exp 1
10 l sx xs exp 1
10 l sx xs exp 1
8 h sx xs control 1
8 h sx xs control 1
8 h sx xs control 1
8 h sx xs control 1
8 h sx xs control 1
8 h sx xs control 1
8 h sx xs control 1
8 h sx xs control 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 1
8 h sx xs exp 0
8 h sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
8 l sx xs exp 1
7 h sx xs control 1
7 h sx xs control 1
7 h sx xs control 1
7 h sx xs control 1
7 h sx xs control 1
7 h sx xs control 1
7 h sx xs control 1
7 h sx xs control 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 h sx xs exp 1
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 1
7 l sx xs exp 1
7 l sx xs exp 1
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
7 l sx xs exp 0
6 h sx xs control 1
6 h sx xs control 1
6 h sx xs control 1
6 h sx xs control 1
6 h sx xs control 1
6 h sx xs control 1
6 h sx xs control 1
6 h sx xs control 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 h sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
6 l sx xs exp 1
5 h sx xs control 1
5 h sx xs control 1
5 h sx xs control 1
5 h sx xs control 1
5 h sx xs control 1
5 h sx xs control 1
5 h sx xs control 1
5 h sx xs control 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 h sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 1
5 l sx xs exp 0
5 l sx xs exp 1
5 l sx xs exp 0
5 l sx xs exp 1
4 h sx xs control 1
4 h sx xs control 1
4 h sx xs control 1
4 h sx xs control 1
4 h sx xs control 1
4 h sx xs control 1
4 h sx xs control 1
4 h sx xs control 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 0
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 h sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 0
4 l sx xs exp 0
4 l sx xs exp 0
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
4 l sx xs exp 1
3 h sx xs control 0
3 h sx xs control 0
3 h sx xs control 0
3 h sx xs control 0
3 h sx xs control 0
3 h sx xs control 0
3 h sx xs control 0
3 h sx xs control 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 h sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
3 l sx xs exp 0
2 h sx xs control 1
2 h sx xs control 1
2 h sx xs control 1
2 h sx xs control 1
2 h sx xs control 1
2 h sx xs control 1
2 h sx xs control 1
2 h sx xs control 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 0
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 h sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
2 l sx xs exp 1
1 h sx xs control 1
1 h sx xs control 1
1 h sx xs control 1
1 h sx xs control 1
1 h sx xs control 0
1 h sx xs control 1
1 h sx xs control 1
1 h sx xs control 1
1 h sx xs exp 0
1 h sx xs exp 1
1 h sx xs exp 1
1 h sx xs exp 1
1 h sx xs exp 0
1 h sx xs exp 0
1 h sx xs exp 0
1 h sx xs exp 0
1 h sx xs exp 1
1 h sx xs exp 1
1 h sx xs exp 1
1 h sx xs exp 1
1 h sx xs exp 1
1 h sx xs exp 1
1 h sx xs exp 1
1 h sx xs exp 1
1 h sx xs exp 1
1 h sx xs exp 1
1 h sx xs exp 1
1 h sx xs exp 1
1 h sx xs exp 1
1 h sx xs exp 1
1 h sx xs exp 1
1 h sx xs exp 1
1 l sx xs exp 0
1 l sx xs exp 1
1 l sx xs exp 1
1 l sx xs exp 1
1 l sx xs exp 0
1 l sx xs exp 1
1 l sx xs exp 1
1 l sx xs exp 1
1 l sx xs exp 1
1 l sx xs exp 1
1 l sx xs exp 1
1 l sx xs exp 1
1 l sx xs exp 1
1 l sx xs exp 1
1 l sx xs exp 1
1 l sx xs exp 1
1 l sx xs exp 1
1 l sx xs exp 0
1 l sx xs exp 1
1 l sx xs exp 1
1 l sx xs exp 0
1 l sx xs exp 1
