fribbleID,subjID,learning,task,label,rt,resp,plugin,trialIndex,acc,trialType,frequency,fribblePresented,trial,labelPresented,correctCategory,correctFrequency,correctLabel,body
1025,1810086,LF,conJudg,wug,3802.08999989554,-60,image-slider-response,667,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1827166,FL,conJudg,wug,4537,-1,image-slider-response,623,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1799599,FL,conJudg,wug,3776.68000000087,76,image-slider-response,631,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1839503,FL,conJudg,wug,1587,49,image-slider-response,687,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803026,FL,conJudg,wug,3948.05000000633,100,image-slider-response,647,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826532,FL,conJudg,wug,2502.11000000127,-100,image-slider-response,703,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1860936,LF,conJudg,wug,1899.10500000406,0,image-slider-response,621,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826538,LF,conJudg,wug,4120.8199999528,100,image-slider-response,619,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1800338,FL,conJudg,wug,2200.70000004489,100,image-slider-response,673,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1800346,LF,conJudg,wug,3019,-10,image-slider-response,677,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1807562,FL,conJudg,wug,1739.41499995999,-72,image-slider-response,695,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1800341,FL,conJudg,wug,2690.3650000022,43,image-slider-response,661,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826946,FL,conJudg,wug,2344.43500000006,34,image-slider-response,709,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1800478,FL,conJudg,wug,6021.13500004634,100,image-slider-response,647,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1828953,FL,conJudg,wug,3538.5850000002,33,image-slider-response,605,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802093,LF,conJudg,wug,3014.80500001344,-83,image-slider-response,703,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802108,LF,conJudg,wug,2324,100,image-slider-response,705,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803466,LF,conJudg,wug,2086.86499996111,32,image-slider-response,665,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802107,FL,conJudg,wug,2372.32000008225,46,image-slider-response,703,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802098,FL,conJudg,wug,4405.26999998838,-100,image-slider-response,633,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1823789,LF,conJudg,wug,2007.53000000259,-100,image-slider-response,691,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1823753,LF,conJudg,wug,2448.5449999338,-88,image-slider-response,645,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1798900,FL,conJudg,wug,1987.83499997808,-100,image-slider-response,679,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1845196,LF,conJudg,wug,3569.18500000029,45,image-slider-response,655,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1845201,FL,conJudg,wug,2526.25500003342,37,image-slider-response,625,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802089,LF,conJudg,wug,3104.0750000393,-44,image-slider-response,697,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1828961,FL,conJudg,wug,5529.43999995477,100,image-slider-response,689,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1839564,LF,conJudg,wug,1961,-82,image-slider-response,705,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1827017,FL,conJudg,wug,1548.79999998957,45,image-slider-response,643,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1860949,LF,conJudg,wug,2130,-28,image-slider-response,717,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825229,FL,conJudg,wug,3595,-84,image-slider-response,639,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825235,LF,conJudg,wug,4546,28,image-slider-response,603,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1828957,LF,conJudg,wug,4183.79500001902,-58,image-slider-response,657,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1839499,FL,conJudg,wug,1947.66499999969,-100,image-slider-response,685,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803474,LF,conJudg,wug,2772.40000000002,-55,image-slider-response,647,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802102,LF,conJudg,wug,2381.18000000028,-94,image-slider-response,707,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803478,LF,conJudg,wug,3764.63999999943,-74,image-slider-response,689,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1805815,FL,conJudg,wug,2424.17500005104,0,image-slider-response,621,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1824289,LF,conJudg,wug,6894.38000018708,-30,image-slider-response,655,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803039,LF,conJudg,wug,2432.12000001222,83,image-slider-response,621,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1846372,FL,conJudg,wug,2103.79999999702,84,image-slider-response,661,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803558,LF,conJudg,wug,3050.80000002636,-100,image-slider-response,635,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1860600,LF,conJudg,wug,2434.97499999986,-100,image-slider-response,675,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1845228,FL,conJudg,wug,3493.31499999994,100,image-slider-response,711,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802989,FL,conJudg,wug,3500.05999999843,-100,image-slider-response,655,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1851575,LF,conJudg,wug,2531.16499999992,-100,image-slider-response,673,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802990,FL,conJudg,wug,3851.32500000333,-61,image-slider-response,697,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802118,FL,conJudg,wug,1931.95499999984,-100,image-slider-response,717,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1852721,LF,conJudg,wug,2958,28,image-slider-response,641,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826962,FL,conJudg,wug,3621.97999999998,39,image-slider-response,643,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1839495,LF,conJudg,wug,2571.78500000003,-34,image-slider-response,629,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1846093,LF,conJudg,wug,2283.66000019014,-62,image-slider-response,625,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1824284,FL,conJudg,wug,1479.98500009999,-30,image-slider-response,663,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1823770,FL,conJudg,wug,3056,-93,image-slider-response,661,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1807546,LF,conJudg,wug,3878.12000000849,48,image-slider-response,625,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1845203,LF,conJudg,wug,2297.16999997618,-60,image-slider-response,715,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825225,LF,conJudg,wug,3137.630000012,-100,image-slider-response,613,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803472,FL,conJudg,wug,2571.85000000009,-24,image-slider-response,709,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802094,FL,conJudg,wug,2973.57499999995,-45,image-slider-response,621,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826984,FL,conJudg,wug,5502.68000000506,-100,image-slider-response,633,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1852242,LF,conJudg,wug,2357.81999997562,78,image-slider-response,683,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1805816,LF,conJudg,wug,2174.81000000401,100,image-slider-response,629,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1800332,LF,conJudg,wug,3601.49999998976,-30,image-slider-response,625,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1810091,LF,conJudg,wug,4501,-61,image-slider-response,713,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1827354,LF,conJudg,wug,3156.33499999973,64,image-slider-response,695,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1851604,LF,conJudg,wug,1999.29499998689,-22,image-slider-response,653,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1845206,FL,conJudg,wug,3200,-32,image-slider-response,667,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1823744,FL,conJudg,wug,2417.47500002384,-100,image-slider-response,611,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826935,FL,conJudg,wug,2206,-40,image-slider-response,673,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1800331,FL,conJudg,wug,1925,-100,image-slider-response,713,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1839506,FL,conJudg,wug,2609.11499999929,-20,image-slider-response,649,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1845209,LF,conJudg,wug,1400.80000000307,-17,image-slider-response,697,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1828946,FL,conJudg,wug,2828.20499996888,-76,image-slider-response,707,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1805817,FL,conJudg,wug,2354.22999999719,50,image-slider-response,669,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1800334,LF,conJudg,wug,3098,-70,image-slider-response,637,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1829020,FL,conJudg,wug,4724,0,image-slider-response,637,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1851570,LF,conJudg,wug,1983.86499999824,-100,image-slider-response,681,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826963,LF,conJudg,wug,3026.24000003561,-6,image-slider-response,617,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1807533,LF,conJudg,wug,2860.78999983147,-100,image-slider-response,673,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802998,FL,conJudg,wug,4449.4400001131,-100,image-slider-response,635,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1846359,FL,conJudg,wug,3853,-100,image-slider-response,623,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1824300,FL,conJudg,wug,3968.01499999128,-100,image-slider-response,697,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802988,LF,conJudg,wug,3911.10500006471,45,image-slider-response,611,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825238,LF,conJudg,wug,1757.86499999964,-55,image-slider-response,665,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802114,LF,conJudg,wug,4240,41,image-slider-response,619,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1851571,LF,conJudg,wug,2594.31000007316,100,image-slider-response,691,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802124,FL,conJudg,wug,2105.90000008233,-100,image-slider-response,715,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1800333,LF,conJudg,wug,2206.06000000041,23,image-slider-response,635,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1800335,LF,conJudg,wug,2635.41999997688,-66,image-slider-response,681,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802993,LF,conJudg,wug,728.289999999106,0,image-slider-response,667,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1824290,FL,conJudg,wug,4308.80999995861,-86,image-slider-response,641,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826951,FL,conJudg,wug,3490.25500001153,98,image-slider-response,681,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803485,FL,conJudg,wug,1954.95499996468,-89,image-slider-response,617,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1845993,FL,conJudg,wug,4210.65000002272,-100,image-slider-response,689,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826536,FL,conJudg,wug,3082.14499999303,-43,image-slider-response,629,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826969,FL,conJudg,wug,3721.06000036001,-65,image-slider-response,691,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803471,FL,conJudg,wug,1888,-58,image-slider-response,605,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1824285,LF,conJudg,wug,2469.71000000124,-26,image-slider-response,657,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1827017,FL,conJudg,wug,2097.19999996014,31,image-slider-response,601,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803476,FL,conJudg,wug,5682.53999999794,1,image-slider-response,669,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1798885,LF,conJudg,wug,3516.79999998305,49,image-slider-response,625,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1824287,LF,conJudg,wug,3627,-2,image-slider-response,699,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803023,LF,conJudg,wug,4547.42999997688,-26,image-slider-response,689,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1839496,FL,conJudg,wug,NA,NA,image-slider-response,665,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1846355,FL,conJudg,wug,4801.9649999988,-100,image-slider-response,673,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803489,FL,conJudg,wug,5730,48,image-slider-response,609,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1860602,LF,conJudg,wug,1826.37999998406,30,image-slider-response,633,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826932,FL,conJudg,wug,1741.38500000117,-58,image-slider-response,689,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803000,FL,conJudg,wug,2494.34500000649,-64,image-slider-response,657,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1839497,LF,conJudg,wug,2827.60499999858,0,image-slider-response,647,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1810080,LF,conJudg,wug,2893.74500000849,53,image-slider-response,677,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826924,LF,conJudg,wug,2512.73499999661,-71,image-slider-response,691,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803481,FL,conJudg,wug,2308.23499999684,99,image-slider-response,657,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1827347,FL,conJudg,wug,1451.58500014804,-14,image-slider-response,689,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802117,LF,conJudg,wug,2451,21,image-slider-response,653,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1845198,FL,conJudg,wug,3915.21000000008,-24,image-slider-response,689,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1828951,LF,conJudg,wug,2471.17000003345,100,image-slider-response,685,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803492,LF,conJudg,wug,3139.93000000482,38,image-slider-response,689,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825234,FL,conJudg,wug,2206,-36,image-slider-response,665,NA,match,l,2.2,5,wug,2,low,wug,blue
