fribbleID,subjID,learning,task,label,rt,resp,plugin,trialIndex,acc,trialType,frequency,fribblePresented,trial,labelPresented,correctCategory,correctFrequency,correctLabel,body
1025,1805848,LF,conJudg,wug,2026.81499999994,-49,image-slider-response,693,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803468,LF,conJudg,wug,2487.67499998212,0,image-slider-response,639,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1846268,FL,conJudg,wug,1894.16499994695,-100,image-slider-response,635,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826960,LF,conJudg,wug,3783.61999988556,-99,image-slider-response,685,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1860901,LF,conJudg,wug,3864.73500000103,-81,image-slider-response,669,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802987,LF,conJudg,wug,2037.13500000047,-100,image-slider-response,703,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802109,FL,conJudg,wug,4195.71499992162,0,image-slider-response,695,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802984,LF,conJudg,wug,2439.45000000531,-66,image-slider-response,629,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826537,LF,conJudg,wug,4309.60499995854,-34,image-slider-response,693,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1810097,LF,conJudg,wug,1997.42999998853,-45,image-slider-response,703,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1828956,LF,conJudg,wug,1017.96999998624,0,image-slider-response,601,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1839507,FL,conJudg,wug,2559.0900000534,36,image-slider-response,641,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826534,FL,conJudg,wug,1935.54999999469,-100,image-slider-response,619,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826940,LF,conJudg,wug,2145.62999992631,33,image-slider-response,669,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1810094,LF,conJudg,wug,3481.53500002809,-89,image-slider-response,711,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1852272,LF,conJudg,wug,2966.78000000247,20,image-slider-response,677,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1810084,LF,conJudg,wug,2283.49999999767,0,image-slider-response,691,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1828965,LF,conJudg,wug,3561.61499999871,97,image-slider-response,611,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1807534,LF,conJudg,wug,2279.94000003673,-71,image-slider-response,635,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825241,LF,conJudg,wug,1889.20500001404,-100,image-slider-response,687,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1824046,FL,conJudg,wug,3187.45999998646,-27,image-slider-response,617,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826533,FL,conJudg,wug,5069.83499997295,-100,image-slider-response,619,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802992,LF,conJudg,wug,2091.56500000972,100,image-slider-response,665,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826942,FL,conJudg,wug,2416.94500000088,15,image-slider-response,655,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802216,LF,conJudg,wug,3088,35,image-slider-response,661,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1799963,FL,conJudg,wug,1859.17999997037,-76,image-slider-response,701,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826930,LF,conJudg,wug,1857.77999996208,36,image-slider-response,695,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825230,FL,conJudg,wug,2510.21500001661,-100,image-slider-response,607,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1827631,FL,conJudg,wug,4301.39999999665,-9,image-slider-response,631,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1828968,LF,conJudg,wug,5781.58499998972,-100,image-slider-response,601,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826954,LF,conJudg,wug,3167,88,image-slider-response,675,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1800351,FL,conJudg,wug,2967.01999998186,-83,image-slider-response,663,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1845200,LF,conJudg,wug,3193.13000002876,-55,image-slider-response,717,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826950,LF,conJudg,wug,1593.3199999854,-100,image-slider-response,689,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1851567,LF,conJudg,wug,1908.23000000091,-100,image-slider-response,627,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1851568,LF,conJudg,wug,1452.02000000433,38,image-slider-response,657,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825233,FL,conJudg,wug,3931,10,image-slider-response,633,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803488,LF,conJudg,wug,2877.02499999432,-26,image-slider-response,641,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825237,FL,conJudg,wug,5743,0,image-slider-response,695,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803482,LF,conJudg,wug,1951.80999999866,-51,image-slider-response,613,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1851428,FL,conJudg,wug,6056.53499999607,-100,image-slider-response,601,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1800340,LF,conJudg,wug,3167.74500004249,43,image-slider-response,713,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825232,FL,conJudg,wug,2200.92999999179,26,image-slider-response,613,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825243,LF,conJudg,wug,2367.96999999206,-67,image-slider-response,669,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826929,LF,conJudg,wug,3269,-87,image-slider-response,685,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802184,FL,conJudg,wug,NA,NA,image-slider-response,693,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826934,FL,conJudg,wug,3406.02500000026,-100,image-slider-response,607,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1845205,FL,conJudg,wug,4382.2050000017,-38,image-slider-response,703,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1852241,LF,conJudg,wug,1491,-89,image-slider-response,613,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826938,LF,conJudg,wug,2788.71500003152,-100,image-slider-response,703,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1846250,FL,conJudg,wug,2682.89499997627,-96,image-slider-response,649,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1845983,FL,conJudg,wug,2886,-100,image-slider-response,603,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826949,FL,conJudg,wug,4289.06500001904,75,image-slider-response,653,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1851574,LF,conJudg,wug,4267.20000000205,-100,image-slider-response,661,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1846376,FL,conJudg,wug,7766.99999999977,-87,image-slider-response,705,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825245,FL,conJudg,wug,2358.80000004545,100,image-slider-response,621,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1823763,FL,conJudg,wug,4974.71999994013,75,image-slider-response,683,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825231,LF,conJudg,wug,2163.17499999423,100,image-slider-response,667,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802164,LF,conJudg,wug,2347.29999999935,18,image-slider-response,697,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1839502,LF,conJudg,wug,1461.08000000101,48,image-slider-response,657,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825257,FL,conJudg,wug,269.804999996326,0,image-slider-response,687,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1805884,LF,conJudg,wug,4382.2049999726,-93,image-slider-response,605,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1800348,FL,conJudg,wug,1232.69499998423,17,image-slider-response,715,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826947,FL,conJudg,wug,1878.11500008684,49,image-slider-response,609,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825226,LF,conJudg,wug,2998.58000001404,20,image-slider-response,663,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1828971,FL,conJudg,wug,4892,100,image-slider-response,605,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1824294,LF,conJudg,wug,3027,2,image-slider-response,627,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803017,LF,conJudg,wug,3619.10999985412,-99,image-slider-response,655,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802995,LF,conJudg,wug,2582.30999999796,100,image-slider-response,653,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1851423,FL,conJudg,wug,5408.91000000003,-98,image-slider-response,605,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802091,LF,conJudg,wug,3317.70500000031,-100,image-slider-response,605,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802986,FL,conJudg,wug,3008,-100,image-slider-response,679,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1800336,LF,conJudg,wug,1904.41000001738,-33,image-slider-response,685,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1852726,LF,conJudg,wug,2943.41999999597,-93,image-slider-response,625,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1845981,LF,conJudg,wug,1957.91500000632,-100,image-slider-response,679,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802104,FL,conJudg,wug,4406.90000005998,-6,image-slider-response,663,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1807532,FL,conJudg,wug,2528.9999999986,-69,image-slider-response,679,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1823786,FL,conJudg,wug,3054.8049999997,69,image-slider-response,711,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1799788,FL,conJudg,wug,5975.4649999995,-14,image-slider-response,653,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825250,LF,conJudg,wug,2966.30014888011,51,image-slider-response,653,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1799781,LF,conJudg,wug,2368,-75,image-slider-response,625,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1810112,LF,conJudg,wug,1849.25999999896,-53,image-slider-response,671,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826550,FL,conJudg,wug,2499.90999999864,33,image-slider-response,665,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1860953,LF,conJudg,wug,NA,NA,image-slider-response,709,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1823741,FL,conJudg,wug,5976,43,image-slider-response,637,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1826990,FL,conJudg,wug,3077.18500006013,-100,image-slider-response,637,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1807538,FL,conJudg,wug,4636.51499990374,-41,image-slider-response,663,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803475,LF,conJudg,wug,2863.84000000544,-87,image-slider-response,707,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1828958,LF,conJudg,wug,1831.08999999973,60,image-slider-response,605,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1829239,LF,conJudg,wug,478.334999992512,0,image-slider-response,633,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1807583,LF,conJudg,wug,3670.29000003822,19,image-slider-response,697,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1828959,LF,conJudg,wug,5437.42999999085,48,image-slider-response,673,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1851493,FL,conJudg,wug,1689.12499999988,-83,image-slider-response,685,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1802090,FL,conJudg,wug,1909.34500005096,60,image-slider-response,679,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1823745,LF,conJudg,wug,1093.11499999603,81,image-slider-response,655,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1800339,FL,conJudg,wug,3084.16000002762,14,image-slider-response,607,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1858029,LF,conJudg,wug,5491.23000004329,58,image-slider-response,599,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1825248,FL,conJudg,wug,2228.19999999786,26,image-slider-response,715,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1800337,FL,conJudg,wug,2170,-49,image-slider-response,625,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1803477,LF,conJudg,wug,2060.39499992039,65,image-slider-response,631,NA,match,l,2.2,5,wug,2,low,wug,blue
1025,1846262,LF,conJudg,wug,6590.62499995343,1,image-slider-response,699,NA,match,l,2.2,5,wug,2,low,wug,blue
