fribbleID,subjID,learning,task,label,rt,resp,plugin,trialIndex,acc,fribbleFeatures,correctCategory,correctFrequency,correctLabel,body,trialType
16,1802124,FL,pictureLabels,tobdepwugbim,2282.82500011846,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1810097,LF,pictureLabels,tobdepwugbim,1823.80999997258,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1800348,FL,pictureLabels,tobdepwugbim,1163.79500000039,wug,image-button-response,516,0,160325,3,low,dep,red,exp
16,1799783,LF,pictureLabels,tobdepwugbim,979.615000076592,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1826935,FL,pictureLabels,tobdepwugbim,NA,NA,image-button-response,516,NA,160325,3,low,dep,red,exp
16,1802986,FL,pictureLabels,tobdepwugbim,1379,wug,image-button-response,516,0,160325,3,low,dep,red,exp
16,1799963,FL,pictureLabels,tobdepwugbim,1249.41000004765,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1810094,LF,pictureLabels,tobdepwugbim,1862.36000002827,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1839507,FL,pictureLabels,tobdepwugbim,2256.315000006,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1824292,FL,pictureLabels,tobdepwugbim,1219.53499999654,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1802104,FL,pictureLabels,tobdepwugbim,2302.63999989256,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1800478,FL,pictureLabels,tobdepwugbim,1686.82000006083,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1802429,LF,pictureLabels,tobdepwugbim,1720.79999999912,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1826532,FL,pictureLabels,tobdepwugbim,1111.16499989294,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1803481,FL,pictureLabels,tobdepwugbim,1342.34000000288,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1845206,FL,pictureLabels,tobdepwugbim,2510,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1798890,FL,pictureLabels,tobdepwugbim,2703.26999999816,wug,image-button-response,516,0,160325,3,low,dep,red,exp
16,1824300,FL,pictureLabels,tobdepwugbim,2202.97500002198,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1800341,FL,pictureLabels,tobdepwugbim,2396.81000000564,wug,image-button-response,516,0,160325,3,low,dep,red,exp
16,1825290,FL,pictureLabels,tobdepwugbim,2008.70999999461,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1803476,FL,pictureLabels,tobdepwugbim,2200.79999999877,dep,image-button-response,516,1,160325,3,low,dep,red,exp
16,1799599,FL,pictureLabels,tobdepwugbim,2316.67500000005,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1803468,LF,pictureLabels,tobdepwugbim,2818.06499999948,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1810112,LF,pictureLabels,tobdepwugbim,2124.7550000007,dep,image-button-response,516,1,160325,3,low,dep,red,exp
16,1845201,FL,pictureLabels,tobdepwugbim,1686.83000002056,dep,image-button-response,516,1,160325,3,low,dep,red,exp
16,1800336,LF,pictureLabels,tobdepwugbim,1358.26999996789,dep,image-button-response,516,1,160325,3,low,dep,red,exp
16,1803470,LF,pictureLabels,tobdepwugbim,1517.77999999467,dep,image-button-response,516,1,160325,3,low,dep,red,exp
16,1803471,FL,pictureLabels,tobdepwugbim,914.999999999534,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1802092,LF,pictureLabels,tobdepwugbim,1754,dep,image-button-response,516,1,160325,3,low,dep,red,exp
16,1800334,LF,pictureLabels,tobdepwugbim,1049,dep,image-button-response,516,1,160325,3,low,dep,red,exp
16,1803487,FL,pictureLabels,tobdepwugbim,1527.98499999335,dep,image-button-response,516,1,160325,3,low,dep,red,exp
16,1800332,LF,pictureLabels,tobdepwugbim,1957.22500002012,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1846376,FL,pictureLabels,tobdepwugbim,1820.99999999627,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1799788,FL,pictureLabels,tobdepwugbim,1722.73000000039,dep,image-button-response,516,1,160325,3,low,dep,red,exp
16,1802991,FL,pictureLabels,tobdepwugbim,951.925000059418,wug,image-button-response,516,0,160325,3,low,dep,red,exp
16,1826550,FL,pictureLabels,tobdepwugbim,2117.47499999916,tob,image-button-response,516,0,160325,3,low,dep,red,exp
16,1802990,FL,pictureLabels,tobdepwugbim,1484.10999999766,tob,image-button-response,516,0,160325,3,low,dep,red,exp
17,1827397,LF,pictureLabels,tobdepwugbim,835.450000000536,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1827042,LF,pictureLabels,tobdepwugbim,1114.01000001933,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1827354,LF,pictureLabels,tobdepwugbim,795.729999999865,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1799781,LF,pictureLabels,tobdepwugbim,973,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1800335,LF,pictureLabels,tobdepwugbim,1806.88499999815,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1826951,FL,pictureLabels,tobdepwugbim,1520.18999995198,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1824287,LF,pictureLabels,tobdepwugbim,1509,dep,image-button-response,518,0,170175,1,high,tob,red,exp
17,1823741,FL,pictureLabels,tobdepwugbim,1114,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1823753,LF,pictureLabels,tobdepwugbim,792.015000013635,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1827166,FL,pictureLabels,tobdepwugbim,1604,dep,image-button-response,518,0,170175,1,high,tob,red,exp
17,1802161,LF,pictureLabels,tobdepwugbim,1218.49999999895,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1825241,LF,pictureLabels,tobdepwugbim,898.154999944381,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1846372,FL,pictureLabels,tobdepwugbim,1146.20000000286,dep,image-button-response,518,0,170175,1,high,tob,red,exp
17,1826949,FL,pictureLabels,tobdepwugbim,1884.68999997713,wug,image-button-response,518,0,170175,1,high,tob,red,exp
17,1826535,LF,pictureLabels,tobdepwugbim,2024.31499992963,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1828958,LF,pictureLabels,tobdepwugbim,1437.20500000019,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1846250,FL,pictureLabels,tobdepwugbim,1465.5700000003,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1824288,LF,pictureLabels,tobdepwugbim,1017,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1828956,LF,pictureLabels,tobdepwugbim,999.319999973522,wug,image-button-response,518,0,170175,1,high,tob,red,exp
17,1826930,LF,pictureLabels,tobdepwugbim,863.094999920577,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1823786,FL,pictureLabels,tobdepwugbim,1865.91999999835,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1825238,LF,pictureLabels,tobdepwugbim,909.934999999707,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1802993,LF,pictureLabels,tobdepwugbim,887.700000006589,dep,image-button-response,518,0,170175,1,high,tob,red,exp
17,1826969,FL,pictureLabels,tobdepwugbim,821.535000111908,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1825226,LF,pictureLabels,tobdepwugbim,1006.37999997707,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1828954,FL,pictureLabels,tobdepwugbim,999.430000001681,dep,image-button-response,518,0,170175,1,high,tob,red,exp
17,1828953,FL,pictureLabels,tobdepwugbim,2609.14500000037,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1827017,FL,pictureLabels,tobdepwugbim,631.400000012945,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1810086,LF,pictureLabels,tobdepwugbim,1356.87499993946,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1825235,LF,pictureLabels,tobdepwugbim,1278,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1829020,FL,pictureLabels,tobdepwugbim,1957,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1826538,LF,pictureLabels,tobdepwugbim,1020.08499996737,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1846262,LF,pictureLabels,tobdepwugbim,1346.8250001315,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1846365,FL,pictureLabels,tobdepwugbim,1865.95000000001,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1826931,LF,pictureLabels,tobdepwugbim,816,wug,image-button-response,518,0,170175,1,high,tob,red,exp
17,1826945,LF,pictureLabels,tobdepwugbim,1222.00499998871,wug,image-button-response,518,0,170175,1,high,tob,red,exp
17,1803469,FL,pictureLabels,tobdepwugbim,792.495000001509,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1826928,LF,pictureLabels,tobdepwugbim,1678.27000003308,dep,image-button-response,518,0,170175,1,high,tob,red,exp
17,1851428,FL,pictureLabels,tobdepwugbim,1842.00000000419,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1825240,LF,pictureLabels,tobdepwugbim,1352.11500001606,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1828951,LF,pictureLabels,tobdepwugbim,729.56999996677,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1802216,LF,pictureLabels,tobdepwugbim,1576,dep,image-button-response,518,0,170175,1,high,tob,red,exp
17,1823744,FL,pictureLabels,tobdepwugbim,784.289999981411,dep,image-button-response,518,0,170175,1,high,tob,red,exp
17,1846355,FL,pictureLabels,tobdepwugbim,1436.56500000361,dep,image-button-response,518,0,170175,1,high,tob,red,exp
17,1851423,FL,pictureLabels,tobdepwugbim,1424.77999999939,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1828972,LF,pictureLabels,tobdepwugbim,1577.60000000056,bim,image-button-response,518,0,170175,1,high,tob,red,exp
17,1802089,LF,pictureLabels,tobdepwugbim,1291.97000002023,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1851493,FL,pictureLabels,tobdepwugbim,1020.14000000007,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1829239,LF,pictureLabels,tobdepwugbim,1697.98999995692,wug,image-button-response,518,0,170175,1,high,tob,red,exp
17,1826929,LF,pictureLabels,tobdepwugbim,693,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1825250,LF,pictureLabels,tobdepwugbim,1012.6999338101,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1810084,LF,pictureLabels,tobdepwugbim,1283.70500000159,bim,image-button-response,518,0,170175,1,high,tob,red,exp
17,1825254,LF,pictureLabels,tobdepwugbim,1568,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1802992,LF,pictureLabels,tobdepwugbim,937.640000018291,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1845201,FL,pictureLabels,tobdepwugbim,1758.45999992453,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1826537,LF,pictureLabels,tobdepwugbim,1455.98500000779,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1803483,FL,pictureLabels,tobdepwugbim,739.930000156164,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1803023,LF,pictureLabels,tobdepwugbim,1741.35500000557,dep,image-button-response,518,0,170175,1,high,tob,red,exp
17,1810079,LF,pictureLabels,tobdepwugbim,1053.24499995913,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1802989,FL,pictureLabels,tobdepwugbim,1171.97499999747,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1803489,FL,pictureLabels,tobdepwugbim,1968,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1803485,FL,pictureLabels,tobdepwugbim,909.935000119731,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1802114,LF,pictureLabels,tobdepwugbim,2115,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1824284,FL,pictureLabels,tobdepwugbim,525.870000012219,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1846363,FL,pictureLabels,tobdepwugbim,1359.79499999667,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1826937,LF,pictureLabels,tobdepwugbim,1300,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1846354,FL,pictureLabels,tobdepwugbim,2854.89500000048,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1810091,LF,pictureLabels,tobdepwugbim,2770,dep,image-button-response,518,0,170175,1,high,tob,red,exp
17,1826940,LF,pictureLabels,tobdepwugbim,771.270000142977,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1851422,FL,pictureLabels,tobdepwugbim,979.154999949969,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1826943,FL,pictureLabels,tobdepwugbim,1193.1999999797,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1802102,LF,pictureLabels,tobdepwugbim,800.444999998901,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1826539,LF,pictureLabels,tobdepwugbim,1826.40999997966,wug,image-button-response,518,0,170175,1,high,tob,red,exp
17,1826935,FL,pictureLabels,tobdepwugbim,1096,dep,image-button-response,518,0,170175,1,high,tob,red,exp
17,1846243,LF,pictureLabels,tobdepwugbim,994.685000001453,wug,image-button-response,518,0,170175,1,high,tob,red,exp
17,1846352,FL,pictureLabels,tobdepwugbim,1589.73000012338,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1810315,LF,pictureLabels,tobdepwugbim,2216.99999994598,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1799963,FL,pictureLabels,tobdepwugbim,869.485000032,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1839507,FL,pictureLabels,tobdepwugbim,1538.60500000883,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1827017,FL,pictureLabels,tobdepwugbim,1151.69999998761,dep,image-button-response,518,0,170175,1,high,tob,red,exp
17,1846376,FL,pictureLabels,tobdepwugbim,1641.00000000326,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1799599,FL,pictureLabels,tobdepwugbim,1890.11000000028,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1826532,FL,pictureLabels,tobdepwugbim,820.975000038743,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1825234,FL,pictureLabels,tobdepwugbim,1950,bim,image-button-response,518,0,170175,1,high,tob,red,exp
17,1845206,FL,pictureLabels,tobdepwugbim,1459,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1845195,LF,pictureLabels,tobdepwugbim,1092.92999998434,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1802095,FL,pictureLabels,tobdepwugbim,1834.56000000297,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1803039,LF,pictureLabels,tobdepwugbim,991.984999971464,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1810080,LF,pictureLabels,tobdepwugbim,1247.60499998229,bim,image-button-response,518,0,170175,1,high,tob,red,exp
17,1800341,FL,pictureLabels,tobdepwugbim,1108.50999999093,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1803474,LF,pictureLabels,tobdepwugbim,1991.90000000002,wug,image-button-response,518,0,170175,1,high,tob,red,exp
17,1826954,LF,pictureLabels,tobdepwugbim,978,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1803471,FL,pictureLabels,tobdepwugbim,825,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1799788,FL,pictureLabels,tobdepwugbim,1481.76999999944,wug,image-button-response,518,0,170175,1,high,tob,red,exp
17,1826983,LF,pictureLabels,tobdepwugbim,930.910000010044,wug,image-button-response,518,0,170175,1,high,tob,red,exp
17,1803490,FL,pictureLabels,tobdepwugbim,2261.8000000075,wug,image-button-response,518,0,170175,1,high,tob,red,exp
17,1802091,LF,pictureLabels,tobdepwugbim,1237.28500000015,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1826988,LF,pictureLabels,tobdepwugbim,873.06500000169,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1798890,FL,pictureLabels,tobdepwugbim,2018.35999999818,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1810097,LF,pictureLabels,tobdepwugbim,1286.18000005372,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1825233,FL,pictureLabels,tobdepwugbim,1068,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1800348,FL,pictureLabels,tobdepwugbim,781.990000017686,bim,image-button-response,518,0,170175,1,high,tob,red,exp
17,1802986,FL,pictureLabels,tobdepwugbim,984.000000000058,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1825248,FL,pictureLabels,tobdepwugbim,1171.40999999538,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1839495,LF,pictureLabels,tobdepwugbim,848.100000002887,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1802988,LF,pictureLabels,tobdepwugbim,1038.43499999493,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1802991,FL,pictureLabels,tobdepwugbim,1660.49500007648,wug,image-button-response,518,0,170175,1,high,tob,red,exp
17,1803472,FL,pictureLabels,tobdepwugbim,541.760000000009,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1810112,LF,pictureLabels,tobdepwugbim,853.095000002184,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1802124,FL,pictureLabels,tobdepwugbim,1027.11000014096,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1845203,LF,pictureLabels,tobdepwugbim,1321.04999996955,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1802998,FL,pictureLabels,tobdepwugbim,1395.80000005662,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1802092,LF,pictureLabels,tobdepwugbim,952,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1800478,FL,pictureLabels,tobdepwugbim,1698.5149999382,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1799783,LF,pictureLabels,tobdepwugbim,745.85000006482,wug,image-button-response,518,0,170175,1,high,tob,red,exp
17,1802109,FL,pictureLabels,tobdepwugbim,2868.21999994572,bim,image-button-response,518,0,170175,1,high,tob,red,exp
17,1839497,LF,pictureLabels,tobdepwugbim,1470.45000002254,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1825290,FL,pictureLabels,tobdepwugbim,1955.2149999945,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1846353,FL,pictureLabels,tobdepwugbim,1229,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1824300,FL,pictureLabels,tobdepwugbim,2931.82499997783,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1802104,FL,pictureLabels,tobdepwugbim,2022.28999999352,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1846359,FL,pictureLabels,tobdepwugbim,1622.00000000006,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1824292,FL,pictureLabels,tobdepwugbim,931.039999995846,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1803468,LF,pictureLabels,tobdepwugbim,629.765000019688,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1810094,LF,pictureLabels,tobdepwugbim,1226.73499997472,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1826550,FL,pictureLabels,tobdepwugbim,1241.26000000257,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1803481,FL,pictureLabels,tobdepwugbim,832.329999997455,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1827024,LF,pictureLabels,tobdepwugbim,2196.21999998344,wug,image-button-response,518,0,170175,1,high,tob,red,exp
17,1802429,LF,pictureLabels,tobdepwugbim,1822.40000000095,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1802990,FL,pictureLabels,tobdepwugbim,1493.21000000066,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1800336,LF,pictureLabels,tobdepwugbim,812.459999986459,dep,image-button-response,518,0,170175,1,high,tob,red,exp
17,1803473,FL,pictureLabels,tobdepwugbim,805.059999998775,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1803487,FL,pictureLabels,tobdepwugbim,1781.09000000404,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1803476,FL,pictureLabels,tobdepwugbim,950.369999998715,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1800334,LF,pictureLabels,tobdepwugbim,796,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1798900,FL,pictureLabels,tobdepwugbim,1075.79500001157,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1803470,LF,pictureLabels,tobdepwugbim,913.285000016913,tob,image-button-response,518,1,170175,1,high,tob,red,exp
17,1800332,LF,pictureLabels,tobdepwugbim,986.924999975599,tob,image-button-response,518,1,170175,1,high,tob,red,exp
18,1826929,LF,pictureLabels,tobdepwugbim,1444,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1826535,LF,pictureLabels,tobdepwugbim,1280.15500004403,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1824287,LF,pictureLabels,tobdepwugbim,1177,tob,image-button-response,520,0,180275,2,high,wug,purple,exp
18,1828954,FL,pictureLabels,tobdepwugbim,1025.10999999865,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1823753,LF,pictureLabels,tobdepwugbim,1090.16500005964,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1846365,FL,pictureLabels,tobdepwugbim,1426.28999999998,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1846250,FL,pictureLabels,tobdepwugbim,1147.98999999766,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1802102,LF,pictureLabels,tobdepwugbim,1008.76000000065,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1829239,LF,pictureLabels,tobdepwugbim,1318.95499996608,tob,image-button-response,520,0,180275,2,high,wug,purple,exp
18,1846372,FL,pictureLabels,tobdepwugbim,1210.40000000363,bim,image-button-response,520,0,180275,2,high,wug,purple,exp
18,1824288,LF,pictureLabels,tobdepwugbim,865,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1802089,LF,pictureLabels,tobdepwugbim,1892.16999989003,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1828958,LF,pictureLabels,tobdepwugbim,978.264999999781,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1826538,LF,pictureLabels,tobdepwugbim,1203.29999999376,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1802161,LF,pictureLabels,tobdepwugbim,1433.6999999996,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1825240,LF,pictureLabels,tobdepwugbim,1128.88999999268,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1827042,LF,pictureLabels,tobdepwugbim,1628.10500001069,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1846243,LF,pictureLabels,tobdepwugbim,776.60499999905,dep,image-button-response,520,0,180275,2,high,wug,purple,exp
18,1803485,FL,pictureLabels,tobdepwugbim,1419.58500002511,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1800335,LF,pictureLabels,tobdepwugbim,1271.27500000643,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1826969,FL,pictureLabels,tobdepwugbim,2090.74999997392,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1826928,LF,pictureLabels,tobdepwugbim,1529.72999995109,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1803471,FL,pictureLabels,tobdepwugbim,902,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1799781,LF,pictureLabels,tobdepwugbim,1321,tob,image-button-response,520,0,180275,2,high,wug,purple,exp
18,1810112,LF,pictureLabels,tobdepwugbim,908.110000000335,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1802091,LF,pictureLabels,tobdepwugbim,1556.65000000043,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1827166,FL,pictureLabels,tobdepwugbim,2787,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1846355,FL,pictureLabels,tobdepwugbim,881.580000001122,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1826949,FL,pictureLabels,tobdepwugbim,1595.84500000346,dep,image-button-response,520,0,180275,2,high,wug,purple,exp
18,1828972,LF,pictureLabels,tobdepwugbim,1804.70000000065,dep,image-button-response,520,0,180275,2,high,wug,purple,exp
18,1802989,FL,pictureLabels,tobdepwugbim,1235.5349999998,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1823786,FL,pictureLabels,tobdepwugbim,1840.74499999953,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1810315,LF,pictureLabels,tobdepwugbim,2730.0000002142,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1825290,FL,pictureLabels,tobdepwugbim,NA,NA,image-button-response,520,NA,180275,2,high,wug,purple,exp
18,1829020,FL,pictureLabels,tobdepwugbim,1967,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1827017,FL,pictureLabels,tobdepwugbim,863.599999982398,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1803472,FL,pictureLabels,tobdepwugbim,2086.08500000252,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1828951,LF,pictureLabels,tobdepwugbim,1033.4149999544,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1810086,LF,pictureLabels,tobdepwugbim,1312.00499995612,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1802216,LF,pictureLabels,tobdepwugbim,1943,tob,image-button-response,520,0,180275,2,high,wug,purple,exp
18,1845195,LF,pictureLabels,tobdepwugbim,755.219999991823,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1825235,LF,pictureLabels,tobdepwugbim,1944,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1828953,FL,pictureLabels,tobdepwugbim,2004.81000000041,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1823741,FL,pictureLabels,tobdepwugbim,1531,bim,image-button-response,520,0,180275,2,high,wug,purple,exp
18,1810080,LF,pictureLabels,tobdepwugbim,1878.45999997808,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1826951,FL,pictureLabels,tobdepwugbim,1524.81000003172,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1802114,LF,pictureLabels,tobdepwugbim,2279,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1839495,LF,pictureLabels,tobdepwugbim,893.25000000099,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1810094,LF,pictureLabels,tobdepwugbim,1387.15500000399,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1825226,LF,pictureLabels,tobdepwugbim,1349.4499999797,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1810091,LF,pictureLabels,tobdepwugbim,NA,NA,image-button-response,520,NA,180275,2,high,wug,purple,exp
18,1798900,FL,pictureLabels,tobdepwugbim,1035.75999999885,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1845203,LF,pictureLabels,tobdepwugbim,905.589999980293,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1802998,FL,pictureLabels,tobdepwugbim,944.260000018403,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1826943,FL,pictureLabels,tobdepwugbim,1467.04000001773,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
18,1802095,FL,pictureLabels,tobdepwugbim,2995.76499999966,wug,image-button-response,520,1,180275,2,high,wug,purple,exp
