fribbleID,subjID,learning,task,label,rt,resp,plugin,trialIndex,acc,fribbleFeatures,correctCategory,correctFrequency,correctLabel,body,trialType
1,1825254,LF,pictureLabels,tobdepwugbim,NA,NA,image-button-response,486,NA,10375,3,high,dep,blue,exp
1,1802102,LF,pictureLabels,tobdepwugbim,NA,NA,image-button-response,486,NA,10375,3,high,dep,blue,exp
1,1802989,FL,pictureLabels,tobdepwugbim,1653.16999999777,tob,image-button-response,486,0,10375,3,high,dep,blue,exp
1,1851423,FL,pictureLabels,tobdepwugbim,2995.09000000037,wug,image-button-response,486,0,10375,3,high,dep,blue,exp
1,1825234,FL,pictureLabels,tobdepwugbim,3400,wug,image-button-response,486,0,10375,3,high,dep,blue,exp
1,1826537,LF,pictureLabels,tobdepwugbim,2741.73000000883,wug,image-button-response,486,0,10375,3,high,dep,blue,exp
1,1851428,FL,pictureLabels,tobdepwugbim,3277.06999999646,tob,image-button-response,486,0,10375,3,high,dep,blue,exp
1,1825235,LF,pictureLabels,tobdepwugbim,2284,wug,image-button-response,486,0,10375,3,high,dep,blue,exp
1,1826949,FL,pictureLabels,tobdepwugbim,NA,NA,image-button-response,486,NA,10375,3,high,dep,blue,exp
1,1828972,LF,pictureLabels,tobdepwugbim,1477.90000000165,tob,image-button-response,486,0,10375,3,high,dep,blue,exp
1,1799599,FL,pictureLabels,tobdepwugbim,3116.07000000007,dep,image-button-response,486,1,10375,3,high,dep,blue,exp
1,1827354,LF,pictureLabels,tobdepwugbim,NA,NA,image-button-response,486,NA,10375,3,high,dep,blue,exp
1,1810315,LF,pictureLabels,tobdepwugbim,NA,NA,image-button-response,486,NA,10375,3,high,dep,blue,exp
1,1826969,FL,pictureLabels,tobdepwugbim,1317.61500006542,dep,image-button-response,486,1,10375,3,high,dep,blue,exp
1,1827017,FL,pictureLabels,tobdepwugbim,NA,NA,image-button-response,486,NA,10375,3,high,dep,blue,exp
1,1828956,LF,pictureLabels,tobdepwugbim,1618.0400000012,wug,image-button-response,486,0,10375,3,high,dep,blue,exp
1,1810094,LF,pictureLabels,tobdepwugbim,2201.66000002064,dep,image-button-response,486,1,10375,3,high,dep,blue,exp
1,1826539,LF,pictureLabels,tobdepwugbim,1844.10500002559,wug,image-button-response,486,0,10375,3,high,dep,blue,exp
1,1827166,FL,pictureLabels,tobdepwugbim,2851,dep,image-button-response,486,1,10375,3,high,dep,blue,exp
1,1828958,LF,pictureLabels,tobdepwugbim,3291.06499999948,dep,image-button-response,486,1,10375,3,high,dep,blue,exp
1,1810097,LF,pictureLabels,tobdepwugbim,1619.3899998907,wug,image-button-response,486,0,10375,3,high,dep,blue,exp
1,1810079,LF,pictureLabels,tobdepwugbim,2616.36500002351,dep,image-button-response,486,1,10375,3,high,dep,blue,exp
1,1825238,LF,pictureLabels,tobdepwugbim,1790.94500000065,wug,image-button-response,486,0,10375,3,high,dep,blue,exp
1,1802114,LF,pictureLabels,tobdepwugbim,2093,dep,image-button-response,486,1,10375,3,high,dep,blue,exp
1,1810080,LF,pictureLabels,tobdepwugbim,2743.33500000648,wug,image-button-response,486,0,10375,3,high,dep,blue,exp
1,1810112,LF,pictureLabels,tobdepwugbim,2321.724999998,dep,image-button-response,486,1,10375,3,high,dep,blue,exp
1,1802992,LF,pictureLabels,tobdepwugbim,2338.67000002647,dep,image-button-response,486,1,10375,3,high,dep,blue,exp
10,1803039,LF,pictureLabels,tobdepwugbim,860.104999970645,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1851493,FL,pictureLabels,tobdepwugbim,1342.85000000003,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1846352,FL,pictureLabels,tobdepwugbim,953.575000166893,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1803474,LF,pictureLabels,tobdepwugbim,2415.09999999998,tob,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1826949,FL,pictureLabels,tobdepwugbim,3113.42000006698,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1825250,LF,pictureLabels,tobdepwugbim,1471.10014616157,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1826943,FL,pictureLabels,tobdepwugbim,1261.07499992941,tob,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1828972,LF,pictureLabels,tobdepwugbim,2479.10000000044,bim,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1802161,LF,pictureLabels,tobdepwugbim,1787.39999999921,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1810086,LF,pictureLabels,tobdepwugbim,1053.25999995694,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1823753,LF,pictureLabels,tobdepwugbim,1217.09000004921,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1829239,LF,pictureLabels,tobdepwugbim,1974.32999999728,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1824287,LF,pictureLabels,tobdepwugbim,1100,tob,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1846262,LF,pictureLabels,tobdepwugbim,1384.98999993317,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1839495,LF,pictureLabels,tobdepwugbim,532.715000001132,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1824288,LF,pictureLabels,tobdepwugbim,1057,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1846354,FL,pictureLabels,tobdepwugbim,1230.66000000108,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1799781,LF,pictureLabels,tobdepwugbim,1115,tob,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1803490,FL,pictureLabels,tobdepwugbim,1778.34999997867,tob,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1825240,LF,pictureLabels,tobdepwugbim,1222.45000000112,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1803023,LF,pictureLabels,tobdepwugbim,1934.76000003284,tob,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1825235,LF,pictureLabels,tobdepwugbim,1241,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1826931,LF,pictureLabels,tobdepwugbim,991,dep,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1827042,LF,pictureLabels,tobdepwugbim,1570.73999999557,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1810080,LF,pictureLabels,tobdepwugbim,1290.96499999287,dep,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1827354,LF,pictureLabels,tobdepwugbim,1128.22000000055,tob,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1802986,FL,pictureLabels,tobdepwugbim,1061.99999999994,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1810315,LF,pictureLabels,tobdepwugbim,2696.99999992736,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1802988,LF,pictureLabels,tobdepwugbim,1496.20000005234,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1810084,LF,pictureLabels,tobdepwugbim,1051.00500000117,bim,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1810091,LF,pictureLabels,tobdepwugbim,1655,dep,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1828951,LF,pictureLabels,tobdepwugbim,901.790000032634,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1802993,LF,pictureLabels,tobdepwugbim,1226.83499999403,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1828958,LF,pictureLabels,tobdepwugbim,NA,NA,image-button-response,504,NA,100275,2,high,wug,purple,exp
10,1802998,FL,pictureLabels,tobdepwugbim,1204.45500011556,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1810079,LF,pictureLabels,tobdepwugbim,1352.45000000577,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1823741,FL,pictureLabels,tobdepwugbim,869,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1846365,FL,pictureLabels,tobdepwugbim,1896.24000000005,tob,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1823786,FL,pictureLabels,tobdepwugbim,1362.62999999966,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1826951,FL,pictureLabels,tobdepwugbim,1008.63999995636,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1826929,LF,pictureLabels,tobdepwugbim,785,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1846353,FL,pictureLabels,tobdepwugbim,1277,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1803470,LF,pictureLabels,tobdepwugbim,957.540000003064,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1803468,LF,pictureLabels,tobdepwugbim,1721.15499997744,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1825254,LF,pictureLabels,tobdepwugbim,2336,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1824292,FL,pictureLabels,tobdepwugbim,3214.87499999057,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1846359,FL,pictureLabels,tobdepwugbim,821,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1802216,LF,pictureLabels,tobdepwugbim,1368,bim,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1823744,FL,pictureLabels,tobdepwugbim,1244.30499994196,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1846250,FL,pictureLabels,tobdepwugbim,1303.3750000177,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1800335,LF,pictureLabels,tobdepwugbim,758.379999984754,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1799783,LF,pictureLabels,tobdepwugbim,1501.3649999164,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1825248,FL,pictureLabels,tobdepwugbim,2618.49999999686,dep,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1825241,LF,pictureLabels,tobdepwugbim,1336.17999998387,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1824284,FL,pictureLabels,tobdepwugbim,798.385000089183,dep,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1826969,FL,pictureLabels,tobdepwugbim,1242.18000005931,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1828956,LF,pictureLabels,tobdepwugbim,927.70999998902,tob,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1802991,FL,pictureLabels,tobdepwugbim,940.919999964535,dep,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1798900,FL,pictureLabels,tobdepwugbim,1331.78500001668,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1802091,LF,pictureLabels,tobdepwugbim,1988.36000000028,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1825234,FL,pictureLabels,tobdepwugbim,1329,tob,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1803483,FL,pictureLabels,tobdepwugbim,962.369999848306,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1802102,LF,pictureLabels,tobdepwugbim,464.135000000184,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1802989,FL,pictureLabels,tobdepwugbim,1170.00499999995,dep,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1825238,LF,pictureLabels,tobdepwugbim,939.179999997548,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1826535,LF,pictureLabels,tobdepwugbim,1848.6349999439,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1803473,FL,pictureLabels,tobdepwugbim,895.094999999856,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1800336,LF,pictureLabels,tobdepwugbim,1061.4100000239,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1803469,FL,pictureLabels,tobdepwugbim,2730.65500000666,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1826954,LF,pictureLabels,tobdepwugbim,970,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1839497,LF,pictureLabels,tobdepwugbim,1435.54500001483,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1825226,LF,pictureLabels,tobdepwugbim,1762.63499999186,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1803472,FL,pictureLabels,tobdepwugbim,1447.43999999645,tob,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1802429,LF,pictureLabels,tobdepwugbim,NA,NA,image-button-response,504,NA,100275,2,high,wug,purple,exp
10,1800478,FL,pictureLabels,tobdepwugbim,3264.35000007041,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1798890,FL,pictureLabels,tobdepwugbim,729.224999999162,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1851423,FL,pictureLabels,tobdepwugbim,884.805000001565,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1826538,LF,pictureLabels,tobdepwugbim,1388.09500000207,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1826930,LF,pictureLabels,tobdepwugbim,1591.04999992996,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1851428,FL,pictureLabels,tobdepwugbim,1416.28000000492,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1846372,FL,pictureLabels,tobdepwugbim,2635.29999999446,bim,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1827397,LF,pictureLabels,tobdepwugbim,1804.75500000094,tob,image-button-response,504,0,100275,2,high,wug,purple,exp
10,1802990,FL,pictureLabels,tobdepwugbim,928.855000005569,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1810094,LF,pictureLabels,tobdepwugbim,1248.96499997703,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
10,1802992,LF,pictureLabels,tobdepwugbim,1133.96499998635,wug,image-button-response,504,1,100275,2,high,wug,purple,exp
