N_subj N_obs dataParamsN alpha beta1 beta2 beta3 run model_grand_mean model_beta1 model_beta2 model_beta3 model_grand_mean_se model_beta1_se model_beta2_se model_beta3_se model_learninginLow_effect model_learninginLow_se singular conv_error CoefficientTested H1sd BF BF_cat pvalue
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 1 1.54512424060911 -1.53825502498719 0.837371736231639 -0.480349413120632 0.144051755811771 0.18816047290733 0.138937902906762 0.277895976724186 0.597197029671322 0.150841638131778 Y N grandmean 1.60993490494602 1.08313572919989e+24 9 7.67064809987212e-27
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 1 1.54512424060911 -1.53825502498719 0.837371736231639 -0.480349413120632 0.144051755811771 0.18816047290733 0.138937902906762 0.277895976724186 0.597197029671322 0.150841638131778 Y N grandmean 0.80496745247301 5.67269798924117e+23 9 7.67064809987212e-27
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 1 1.54512424060911 -1.53825502498719 0.837371736231639 -0.480349413120632 0.144051755811771 0.18816047290733 0.138937902906762 0.277895976724186 0.597197029671322 0.150841638131778 Y N maineffectFreq 1.70245936802782 47724371072901.7 9 2.95303546954871e-16
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 1 1.54512424060911 -1.53825502498719 0.837371736231639 -0.480349413120632 0.144051755811771 0.18816047290733 0.138937902906762 0.277895976724186 0.597197029671322 0.150841638131778 Y N maineffectFreq 0.851229684013909 29587288428332.7 9 2.95303546954871e-16
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 1 1.54512424060911 -1.53825502498719 0.837371736231639 -0.480349413120632 0.144051755811771 0.18816047290733 0.138937902906762 0.277895976724186 0.597197029671322 0.150841638131778 Y N maineffectlearning 0.662575780505779 14777351.1215803 9 1.67083093201658e-09
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 1 1.54512424060911 -1.53825502498719 0.837371736231639 -0.480349413120632 0.144051755811771 0.18816047290733 0.138937902906762 0.277895976724186 0.597197029671322 0.150841638131778 Y N maineffectlearning 0.33128789025289 3955444.86307418 9 1.67083093201658e-09
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 1 1.54512424060911 -1.53825502498719 0.837371736231639 -0.480349413120632 0.144051755811771 0.18816047290733 0.138937902906762 0.277895976724186 0.597197029671322 0.150841638131778 Y N interaction 1.02645921376387 0.0983076388816025 3 0.0838946134520989
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 1 1.54512424060911 -1.53825502498719 0.837371736231639 -0.480349413120632 0.144051755811771 0.18816047290733 0.138937902906762 0.277895976724186 0.597197029671322 0.150841638131778 Y N interaction 0.513229606881937 0.19265190720398 4 0.0838946134520989
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 1 1.54512424060911 -1.53825502498719 0.837371736231639 -0.480349413120632 0.144051755811771 0.18816047290733 0.138937902906762 0.277895976724186 0.597197029671322 0.150841638131778 Y N LearninginLow 1.17580521124627 568.951948546192 9 0.000300931767791745
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 1 1.54512424060911 -1.53825502498719 0.837371736231639 -0.480349413120632 0.144051755811771 0.18816047290733 0.138937902906762 0.277895976724186 0.597197029671322 0.150841638131778 Y N LearninginLow 0.587902605623133 777.463208114521 9 0.000300931767791745
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 2 1.76060943166171 -1.74628536439825 0.566884316692461 0.0968508939660761 0.169936735452916 0.239402308621014 0.143529311786178 0.287060115309867 0.615309763675499 0.157174836631643 N N grandmean 1.60993490494602 2.35747699586996e+22 9 3.75460991751941e-25
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 2 1.76060943166171 -1.74628536439825 0.566884316692461 0.0968508939660761 0.169936735452916 0.239402308621014 0.143529311786178 0.287060115309867 0.615309763675499 0.157174836631643 N N grandmean 0.80496745247301 8.48767901756639e+21 9 3.75460991751941e-25
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 2 1.76060943166171 -1.74628536439825 0.566884316692461 0.0968508939660761 0.169936735452916 0.239402308621014 0.143529311786178 0.287060115309867 0.615309763675499 0.157174836631643 N N maineffectFreq 1.70245936802782 59403111640.7933 9 3.00093801032879e-13
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 2 1.76060943166171 -1.74628536439825 0.566884316692461 0.0968508939660761 0.169936735452916 0.239402308621014 0.143529311786178 0.287060115309867 0.615309763675499 0.157174836631643 N N maineffectFreq 0.851229684013909 27523575974.7632 9 3.00093801032879e-13
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 2 1.76060943166171 -1.74628536439825 0.566884316692461 0.0968508939660761 0.169936735452916 0.239402308621014 0.143529311786178 0.287060115309867 0.615309763675499 0.157174836631643 N N maineffectlearning 0.662575780505779 729.716082701173 9 7.82797441712137e-05
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 2 1.76060943166171 -1.74628536439825 0.566884316692461 0.0968508939660761 0.169936735452916 0.239402308621014 0.143529311786178 0.287060115309867 0.615309763675499 0.157174836631643 N N maineffectlearning 0.33128789025289 566.55927692604 9 7.82797441712137e-05
40 48 1 1.60993490494602 -1.70245936802782 0.662575780505779 0 2 1.76060943166171 -1.74628536439825 0.566884316692461 0.0968508939660761 0.169936735452916 0.239402308621014 0.143529311786178 0.287060115309867 0.615309763675499 0.157174836631643 N N interaction 1.02645921376387 0.35496987563256 5 0.735823757909077
