Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,label,button1,button2,button3,button4,frequency
1,1617096209257,30/03/2021 09:23:29,1617096209663,1,30/03/2021 10:23:29,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,
2,1617096226130,30/03/2021 09:23:46,1617096226585,1,30/03/2021 10:23:46,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,1,1,1,Screen 2,advancementZone,continue_button,16839.595000000372,,,,,0,1,0,,,,,,instructions,,,,,,,
13,1617096239739,30/03/2021 09:23:59,1617096240214,1,30/03/2021 10:24:00,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,5,4,2,Screen 2,buttonA,response_button_image,1662.6049999995303,,,31525.jpg,1,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> wug</p>",31525.jpg,11425.jpg,bim7.jpg,20125.jpg,low
14,1617096240756,30/03/2021 09:24:00,1617096241205,1,30/03/2021 10:24:01,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,5,4,3,Screen 3,Zone1,timelimit_screen,1000.9629999999997,,,,,0,1,0,,,1,,,task,,"<p style=""font-size: 700%;""> wug</p>",31525.jpg,11425.jpg,bim7.jpg,20125.jpg,low
15,1617096241746,30/03/2021 09:24:01,1617096242206,1,30/03/2021 10:24:02,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,6,5,1,Screen 1,fixation,fixation,1000.9429999999993,,,,,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> bim</p>",11325.jpg,22025.jpg,bim23.jpg,30725.jpg,control_low
16,1617096243136,30/03/2021 09:24:03,1617096243604,1,30/03/2021 10:24:03,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,6,5,2,Screen 2,buttonC,response_button_image,1362.6150000000052,,,bim23.jpg,1,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> bim</p>",11325.jpg,22025.jpg,bim23.jpg,30725.jpg,control_low
17,1617096244148,30/03/2021 09:24:04,1617096244592,1,30/03/2021 10:24:04,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,6,5,3,Screen 3,Zone1,timelimit_screen,1001.1849999999977,,,,,0,1,0,,,1,,,task,,"<p style=""font-size: 700%;""> bim</p>",11325.jpg,22025.jpg,bim23.jpg,30725.jpg,control_low
18,1617096245137,30/03/2021 09:24:05,1617096245593,1,30/03/2021 10:24:05,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,7,6,1,Screen 1,fixation,fixation,1000.9259999999995,,,,,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> dep</p>",21775.jpg,10875.jpg,bim2.jpg,32075.jpg,high
19,1617096246642,30/03/2021 09:24:06,1617096247106,1,30/03/2021 10:24:07,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,7,6,2,Screen 2,buttonD,response_button_image,1486.3199999999779,,,32075.jpg,1,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> dep</p>",21775.jpg,10875.jpg,bim2.jpg,32075.jpg,high
20,1617096247643,30/03/2021 09:24:07,1617096248096,1,30/03/2021 10:24:08,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,7,6,3,Screen 3,Zone1,timelimit_screen,1001.0160000000033,,,,,0,1,0,,,1,,,task,,"<p style=""font-size: 700%;""> dep</p>",21775.jpg,10875.jpg,bim2.jpg,32075.jpg,high
21,1617096248862,30/03/2021 09:24:08,1617096249096,1,30/03/2021 10:24:09,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,8,7,1,Screen 1,fixation,fixation,1000.9029999999984,,,,,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> dep</p>",30225.jpg,21125.jpg,10725.jpg,bim22.jpg,low
22,1617096250332,30/03/2021 09:24:10,1617096250702,1,30/03/2021 10:24:10,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,8,7,2,Screen 2,buttonC,response_button_image,1578.41499999995,,,10725.jpg,1,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> dep</p>",30225.jpg,21125.jpg,10725.jpg,bim22.jpg,low
23,1617096251346,30/03/2021 09:24:11,1617096251700,1,30/03/2021 10:24:11,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,8,7,3,Screen 3,Zone1,timelimit_screen,1000.9830000000002,,,,,0,1,0,,,1,,,task,,"<p style=""font-size: 700%;""> dep</p>",30225.jpg,21125.jpg,10725.jpg,bim22.jpg,low
24,1617096252425,30/03/2021 09:24:12,1617096252700,1,30/03/2021 10:24:12,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,9,8,1,Screen 1,fixation,fixation,1001.0280000000057,,,,,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> wug</p>",bim3.jpg,11275.jpg,31375.jpg,22075.jpg,high
25,1617096254543,30/03/2021 09:24:14,1617096254928,1,30/03/2021 10:24:14,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,9,8,2,Screen 2,buttonB,response_button_image,2203.3549999996467,,,11275.jpg,1,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> wug</p>",bim3.jpg,11275.jpg,31375.jpg,22075.jpg,high
26,1617096255504,30/03/2021 09:24:15,1617096255921,1,30/03/2021 10:24:15,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,9,8,3,Screen 3,Zone1,timelimit_screen,1000.989999999998,,,,,0,1,0,,,1,,,task,,"<p style=""font-size: 700%;""> wug</p>",bim3.jpg,11275.jpg,31375.jpg,22075.jpg,high
27,1617096256465,30/03/2021 09:24:16,1617096256921,1,30/03/2021 10:24:16,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,10,9,1,Screen 1,fixation,fixation,1001.0180000000037,,,,,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> dep</p>",12375.jpg,20675.jpg,bim15.jpg,32875.jpg,high
28,1617096259065,30/03/2021 09:24:19,1617096259537,1,30/03/2021 10:24:19,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,10,9,2,Screen 2,buttonC,response_button_image,2587.384999999813,,,bim15.jpg,1,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> dep</p>",12375.jpg,20675.jpg,bim15.jpg,32875.jpg,high
29,1617096260120,30/03/2021 09:24:20,1617096260524,1,30/03/2021 10:24:20,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,10,9,3,Screen 3,Zone1,timelimit_screen,1000.7770000000019,,,,,0,1,0,,,1,,,task,,"<p style=""font-size: 700%;""> dep</p>",12375.jpg,20675.jpg,bim15.jpg,32875.jpg,high
30,1617096261082,30/03/2021 09:24:21,1617096261526,1,30/03/2021 10:24:21,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,11,10,1,Screen 1,fixation,fixation,1001.1800000000003,,,,,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> tob</p>",21825.jpg,bim10.jpg,30125.jpg,12225.jpg,low
31,1617096262949,30/03/2021 09:24:22,1617096263396,1,30/03/2021 10:24:23,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,11,10,2,Screen 2,buttonD,response_button_image,1845.814999999675,,,12225.jpg,1,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> tob</p>",21825.jpg,bim10.jpg,30125.jpg,12225.jpg,low
32,1617096264004,30/03/2021 09:24:24,1617096264396,1,30/03/2021 10:24:24,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,11,10,3,Screen 3,Zone1,timelimit_screen,1001.0459999999948,,,,,0,1,0,,,1,,,task,,"<p style=""font-size: 700%;""> tob</p>",21825.jpg,bim10.jpg,30125.jpg,12225.jpg,low
33,1617096264947,30/03/2021 09:24:24,1617096265396,1,30/03/2021 10:24:25,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,12,11,1,Screen 1,fixation,fixation,1000.994000000006,,,,,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> dep</p>",21125.jpg,11125.jpg,31525.jpg,bim17.jpg,low
34,1617096268268,30/03/2021 09:24:28,1617096268689,1,30/03/2021 10:24:28,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,12,11,2,Screen 2,buttonD,response_button_image,3264.490000000478,,,bim17.jpg,1,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> dep</p>",21125.jpg,11125.jpg,31525.jpg,bim17.jpg,low
35,1617096269228,30/03/2021 09:24:29,1617096269684,1,30/03/2021 10:24:29,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,12,11,3,Screen 3,Zone1,timelimit_screen,1000.864999999998,,,,,0,1,0,,,1,,,task,,"<p style=""font-size: 700%;""> dep</p>",21125.jpg,11125.jpg,31525.jpg,bim17.jpg,low
36,1617096270258,30/03/2021 09:24:30,1617096270685,1,30/03/2021 10:24:30,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,13,12,1,Screen 1,fixation,fixation,1001.135000000002,,,,,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> wug</p>",21225.jpg,32525.jpg,bim2.jpg,12125.jpg,low
37,1617096271483,30/03/2021 09:24:31,1617096271885,1,30/03/2021 10:24:31,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,13,12,2,Screen 2,buttonB,response_button_image,1169.4000000006781,,,32525.jpg,1,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> wug</p>",21225.jpg,32525.jpg,bim2.jpg,12125.jpg,low
38,1617096272420,30/03/2021 09:24:32,1617096272871,1,30/03/2021 10:24:32,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,13,12,3,Screen 3,Zone1,timelimit_screen,1001.0080000000016,,,,,0,1,0,,,1,,,task,,"<p style=""font-size: 700%;""> wug</p>",21225.jpg,32525.jpg,bim2.jpg,12125.jpg,low
39,1617096273514,30/03/2021 09:24:33,1617096273871,1,30/03/2021 10:24:33,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,14,13,1,Screen 1,fixation,fixation,1001.023000000001,,,,,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> wug</p>",21875.jpg,11075.jpg,bim10.jpg,33575.jpg,high
40,1617096275163,30/03/2021 09:24:35,1617096275542,1,30/03/2021 10:24:35,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,14,13,2,Screen 2,buttonB,response_button_image,1642.9399999997331,,,11075.jpg,1,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> wug</p>",21875.jpg,11075.jpg,bim10.jpg,33575.jpg,high
41,1617096276093,30/03/2021 09:24:36,1617096276541,1,30/03/2021 10:24:36,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,14,13,3,Screen 3,Zone1,timelimit_screen,1001.073000000004,,,,,0,1,0,,,1,,,task,,"<p style=""font-size: 700%;""> wug</p>",21875.jpg,11075.jpg,bim10.jpg,33575.jpg,high
42,1617096277116,30/03/2021 09:24:37,1617096277541,1,30/03/2021 10:24:37,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,15,14,1,Screen 1,fixation,fixation,1000.8209999999963,,,,,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> bim</p>",30675.jpg,10975.jpg,20975.jpg,bim14.jpg,control_high
43,1617096279085,30/03/2021 09:24:39,1617096279540,1,30/03/2021 10:24:39,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,15,14,2,Screen 2,buttonA,response_button_image,1973.3200000000652,,,30675.jpg,1,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> bim</p>",30675.jpg,10975.jpg,20975.jpg,bim14.jpg,control_high
44,1617096280107,30/03/2021 09:24:40,1617096280528,1,30/03/2021 10:24:40,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,15,14,3,Screen 3,Zone1,timelimit_screen,1000.9899999999907,,,,,0,1,0,,,1,,,task,,"<p style=""font-size: 700%;""> bim</p>",30675.jpg,10975.jpg,20975.jpg,bim14.jpg,control_high
45,1617096281469,30/03/2021 09:24:41,1617096281529,1,30/03/2021 10:24:41,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,16,15,1,Screen 1,fixation,fixation,1001.0080000000016,,,,,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> dep</p>",33075.jpg,21775.jpg,bim10.jpg,11375.jpg,high
46,1617096283985,30/03/2021 09:24:43,1617096284453,1,30/03/2021 10:24:44,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,16,15,2,Screen 2,buttonD,response_button_image,2897.114999999758,,,11375.jpg,1,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> dep</p>",33075.jpg,21775.jpg,bim10.jpg,11375.jpg,high
47,1617096284986,30/03/2021 09:24:44,1617096285450,1,30/03/2021 10:24:45,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,16,15,3,Screen 3,Zone1,timelimit_screen,1000.9930000000022,,,,,0,1,0,,,1,,,task,,"<p style=""font-size: 700%;""> dep</p>",33075.jpg,21775.jpg,bim10.jpg,11375.jpg,high
48,1617096286003,30/03/2021 09:24:46,1617096286451,1,30/03/2021 10:24:46,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,17,16,1,Screen 1,fixation,fixation,1001.0149999999994,,,,,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> tob</p>",23475.jpg,13075.jpg,bim11.jpg,30475.jpg,high
49,1617096287246,30/03/2021 09:24:47,1617096287636,1,30/03/2021 10:24:47,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,17,16,2,Screen 2,buttonC,response_button_image,1152.5899999997055,,,bim11.jpg,1,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> tob</p>",23475.jpg,13075.jpg,bim11.jpg,30475.jpg,high
50,1617096288168,30/03/2021 09:24:48,1617096288637,1,30/03/2021 10:24:48,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,17,16,3,Screen 3,Zone1,timelimit_screen,1000.7670000000071,,,,,0,1,0,,,1,,,task,,"<p style=""font-size: 700%;""> tob</p>",23475.jpg,13075.jpg,bim11.jpg,30475.jpg,high
51,1617096289332,30/03/2021 09:24:49,1617096289636,1,30/03/2021 10:24:49,45245,3,task-hpz2,,11460097,BLIND,3491839,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 89.0.4389.90,1707x961,1707x770,,2AFC - 4 pictures,3,Spreadsheet1,Spreadsheet1,18,17,1,Screen 1,fixation,fixation,1000.9619999999995,,,,,0,1,0,,,,,,task,,"<p style=""font-size: 700%;""> dep</p>",bim8.jpg,12475.jpg,22275.jpg,32475.jpg,high
