"trial_type","trial_index","time_elapsed","internal_node_id","condition","subject","screen_width","screen_height","attention","distraction","conscientious","prolificID","success","rt","url","view_history","test_part","final_height_px","final_width_px","scale_factor","stimulus","key_press","learningType","presentedImage","presentedLabel","button_pressed","response","responses"
"pavlovia","0","50","0.0-0.0","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","","","","","","","","","","","","","","",""
"fullscreen","1","3516","0.0-1.0","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","true","","","","","","","","","","","","","","",""
"external-html","2","5443","0.0-2.0-0.0","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","1917.1099999803118","text/information_english.html","","","","","","","","","","","","",""
"external-html","3","7707","0.0-2.0-1.0","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","2257.099999987986","text/consent_english.html","","","","","","","","","","","","",""
"instructions","4","9427","0.0-3.0","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","NA","","[{""page_index"":0,""viewing_time"":1038.4699999704026},{""page_index"":1,""viewing_time"":680.1600000471808}]","instructions","","","","","","","","","","",""
"resize","5","16883","0.0-4.0","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","","","","","","336","2.1333333333333333","","","","","","","",""
"image-keyboard-response","6","17061","0.0-5.0-0.0","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","null","","","","","","","learning/Slide1.JPG","null","","","","","",""
"html-keyboard-response","7","18214","0.0-5.0-1.0","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","null","","","learningBlock1","","","","That was a tob.","null","","","","","",""
"html-keyboard-response","8","19216","0.0-5.0-2.0","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","FL","learning/Slide1.JPG","That was a tob.","","",""
"image-keyboard-response","9","19393","0.0-5.0-0.1","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","null","","","","","","","learning/Slide2.JPG","null","","","","","",""
"html-keyboard-response","10","20546","0.0-5.0-1.1","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","null","","","learningBlock1","","","","That was a wug.","null","","","","","",""
"html-keyboard-response","11","21547","0.0-5.0-2.1","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","FL","learning/Slide2.JPG","That was a wug.","","",""
"image-keyboard-response","12","21724","0.0-5.0-0.2","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","null","","","","","","","learning/Slide3.JPG","null","","","","","",""
"html-keyboard-response","13","22877","0.0-5.0-1.2","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","null","","","learningBlock1","","","","That was a bim.","null","","","","","",""
"html-keyboard-response","14","23879","0.0-5.0-2.2","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","FL","learning/Slide3.JPG","That was a bim.","","",""
"image-keyboard-response","15","24055","0.0-5.0-0.3","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","null","","","","","","","learning/Slide4.JPG","null","","","","","",""
"html-keyboard-response","16","25208","0.0-5.0-1.3","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","null","","","learningBlock1","","","","That was a dep.","null","","","","","",""
"html-keyboard-response","17","26209","0.0-5.0-2.3","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","FL","learning/Slide4.JPG","That was a dep.","","",""
"image-keyboard-response","18","26385","0.0-5.0-0.4","FL","jxvpkh0u3z","1536","864","0","1","0","5fd74512393436000a1a7323","","null","","","","","","","learning/Slide5.JPG","null","","","","","",""
