"trial_type","trial_index","time_elapsed","internal_node_id","condition","subject","screen_width","screen_height","attention","distraction","conscientious","prolificID","success","rt","url","view_history","test_part","final_height_px","final_width_px","scale_factor","stimulus","key_press","learningType","presentedImage","presentedLabel","button_pressed","response","responses"
"pavlovia","0","75","0.0-0.0","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","","","","","","","","","","","","","","",""
"fullscreen","1","3413","0.0-1.0","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","true","","","","","","","","","","","","","","",""
"external-html","2","112482","0.0-2.0-0.0","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","109026.13000001293","text/information_english.html","","","","","","","","","","","","",""
"external-html","3","117546","0.0-2.0-1.0","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","5020.4999999841675","text/consent_english.html","","","","","","","","","","","","",""
"instructions","4","130626","0.0-3.0","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","NA","","[{""page_index"":0,""viewing_time"":3438.0399999790825},{""page_index"":1,""viewing_time"":9639.92500002496}]","instructions","","","","","","","","","","",""
"resize","5","178897","0.0-4.0","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","","","","","","376","2.3873015873015873","","","","","","","",""
"html-keyboard-response","6","179910","0.0-5.0-0.0","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","null","","","learningBlock1","","","","This is a tob:","null","","","","","",""
"image-keyboard-response","7","180239","0.0-5.0-1.0","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","null","","","","","","","learning/Slide1.JPG","null","","","","","",""
"html-keyboard-response","8","181243","0.0-5.0-2.0","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide1.JPG","This is a tob:","","",""
"html-keyboard-response","9","182252","0.0-5.0-0.1","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","null","","","learningBlock1","","","","This is a wug:","null","","","","","",""
"image-keyboard-response","10","182583","0.0-5.0-1.1","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","null","","","","","","","learning/Slide2.JPG","null","","","","","",""
"html-keyboard-response","11","183588","0.0-5.0-2.1","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide2.JPG","This is a wug:","","",""
"html-keyboard-response","12","184599","0.0-5.0-0.2","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","null","","","learningBlock1","","","","This is a bim:","null","","","","","",""
"image-keyboard-response","13","184933","0.0-5.0-1.2","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","null","","","","","","","learning/Slide3.JPG","null","","","","","",""
"html-keyboard-response","14","185938","0.0-5.0-2.2","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide3.JPG","This is a bim:","","",""
"html-keyboard-response","15","186947","0.0-5.0-0.3","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","null","","","learningBlock1","","","","This is a dep:","null","","","","","",""
"image-keyboard-response","16","187277","0.0-5.0-1.3","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","null","","","","","","","learning/Slide4.JPG","null","","","","","",""
"html-keyboard-response","17","188284","0.0-5.0-2.3","LF","8k7ujzqkju","1280","720","0","1","0","5e8b2e599abd417d9512a877","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide4.JPG","This is a dep:","","",""
