"trial_type","trial_index","time_elapsed","internal_node_id","condition","subject","screen_width","screen_height","attention","distraction","conscientious","prolificID","success","rt","url","view_history","test_part","final_height_px","final_width_px","scale_factor","stimulus","key_press","learningType","presentedImage","presentedLabel","button_pressed","response","responses"
"pavlovia","0","309","0.0-0.0","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","","","","","","","","","","","","","","",""
"fullscreen","1","10098","0.0-1.0","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","true","","","","","","","","","","","","","","",""
"external-html","2","66467","0.0-2.0-0.0","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","55892.1500002034","text/information_english.html","","","","","","","","","","","","",""
"external-html","3","94697","0.0-2.0-1.0","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","27454.149999888614","text/consent_english.html","","","","","","","","","","","","",""
"instructions","4","116370","0.0-3.0","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","NA","","[{""page_index"":0,""viewing_time"":5951.745000202209},{""page_index"":1,""viewing_time"":15716.439999872819}]","instructions","","","","","","","","","","",""
"resize","5","187878","0.0-4.0","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","","","","","","342","2.1714285714285713","","","","","","","",""
"image-keyboard-response","6","188064","0.0-5.0-0.0","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","","","","","learning/Slide1.JPG","null","","","","","",""
"html-keyboard-response","7","189223","0.0-5.0-1.0","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","learningBlock1","","","","That was a tob.","null","","","","","",""
"html-keyboard-response","8","190228","0.0-5.0-2.0","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","FL","learning/Slide1.JPG","That was a tob.","","",""
"image-keyboard-response","9","190408","0.0-5.0-0.1","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","","","","","learning/Slide2.JPG","null","","","","","",""
"html-keyboard-response","10","191564","0.0-5.0-1.1","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","learningBlock1","","","","That was a wug.","null","","","","","",""
"html-keyboard-response","11","192569","0.0-5.0-2.1","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","FL","learning/Slide2.JPG","That was a wug.","","",""
"image-keyboard-response","12","192749","0.0-5.0-0.2","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","","","","","learning/Slide3.JPG","null","","","","","",""
"html-keyboard-response","13","193909","0.0-5.0-1.2","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","learningBlock1","","","","That was a bim.","null","","","","","",""
"html-keyboard-response","14","194913","0.0-5.0-2.2","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","FL","learning/Slide3.JPG","That was a bim.","","",""
"image-keyboard-response","15","195094","0.0-5.0-0.3","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","","","","","learning/Slide4.JPG","null","","","","","",""
"html-keyboard-response","16","196251","0.0-5.0-1.3","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","learningBlock1","","","","That was a dep.","null","","","","","",""
"html-keyboard-response","17","197255","0.0-5.0-2.3","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","FL","learning/Slide4.JPG","That was a dep.","","",""
"image-keyboard-response","18","197435","0.0-5.0-0.4","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","","","","","learning/Slide5.JPG","null","","","","","",""
"html-keyboard-response","19","198592","0.0-5.0-1.4","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","learningBlock1","","","","That was a wug.","null","","","","","",""
"html-keyboard-response","20","199596","0.0-5.0-2.4","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","FL","learning/Slide5.JPG","That was a wug.","","",""
"image-keyboard-response","21","199775","0.0-5.0-0.5","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","","","","","learning/Slide6.JPG","null","","","","","",""
"html-keyboard-response","22","200936","0.0-5.0-1.5","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","learningBlock1","","","","That was a dep.","null","","","","","",""
"html-keyboard-response","23","201941","0.0-5.0-2.5","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","FL","learning/Slide6.JPG","That was a dep.","","",""
"image-keyboard-response","24","202122","0.0-5.0-0.6","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","","","","","learning/Slide7.JPG","null","","","","","",""
"html-keyboard-response","25","203281","0.0-5.0-1.6","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","learningBlock1","","","","That was a wug.","null","","","","","",""
"html-keyboard-response","26","204284","0.0-5.0-2.6","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","FL","learning/Slide7.JPG","That was a wug.","","",""
"image-keyboard-response","27","204463","0.0-5.0-0.7","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","","","","","learning/Slide8.JPG","null","","","","","",""
"html-keyboard-response","28","205620","0.0-5.0-1.7","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","learningBlock1","","","","That was a bim.","null","","","","","",""
"html-keyboard-response","29","206626","0.0-5.0-2.7","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","FL","learning/Slide8.JPG","That was a bim.","","",""
"image-keyboard-response","30","206807","0.0-5.0-0.8","FL","cpd84kvzmq","1366","768","0","1","0","5ed63a6d50ece703aa7bffb9","","null","","","","","","","learning/Slide9.JPG","null","","","","","",""
