"trial_type","trial_index","time_elapsed","internal_node_id","condition","subject","screen_width","screen_height","attention","distraction","conscientious","prolificID","success","rt","url","view_history","test_part","final_height_px","final_width_px","scale_factor","stimulus","key_press","learningType","presentedImage","presentedLabel","button_pressed","response","responses"
"pavlovia","0","6","0.0-0.0","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","","","","","","","","","","","","","","",""
"fullscreen","1","2058","0.0-1.0","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","true","","","","","","","","","","","","","","",""
"external-html","2","44245","0.0-2.0-0.0","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","42177","text/information_english.html","","","","","","","","","","","","",""
"external-html","3","46446","0.0-2.0-1.0","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","2191","text/consent_english.html","","","","","","","","","","","","",""
"instructions","4","48909","0.0-3.0","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","NA","","[{""page_index"":0,""viewing_time"":733},{""page_index"":1,""viewing_time"":1728}]","instructions","","","","","","","","","","",""
"resize","5","73564","0.0-4.0","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","","","","","","262","1.6634920634920636","","","","","","","",""
"html-keyboard-response","6","74575","0.0-5.0-0.0","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","This is a tob:","null","","","","","",""
"image-keyboard-response","7","74914","0.0-5.0-1.0","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","","","","","learning/Slide1.JPG","null","","","","","",""
"html-keyboard-response","8","75919","0.0-5.0-2.0","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide1.JPG","This is a tob:","","",""
"html-keyboard-response","9","76931","0.0-5.0-0.1","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","This is a wug:","null","","","","","",""
"image-keyboard-response","10","77273","0.0-5.0-1.1","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","","","","","learning/Slide2.JPG","null","","","","","",""
"html-keyboard-response","11","78282","0.0-5.0-2.1","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide2.JPG","This is a wug:","","",""
"html-keyboard-response","12","79290","0.0-5.0-0.2","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","This is a bim:","null","","","","","",""
"image-keyboard-response","13","79633","0.0-5.0-1.2","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","","","","","learning/Slide3.JPG","null","","","","","",""
"html-keyboard-response","14","80638","0.0-5.0-2.2","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide3.JPG","This is a bim:","","",""
"html-keyboard-response","15","81641","0.0-5.0-0.3","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","This is a dep:","null","","","","","",""
"image-keyboard-response","16","81982","0.0-5.0-1.3","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","","","","","learning/Slide4.JPG","null","","","","","",""
"html-keyboard-response","17","82995","0.0-5.0-2.3","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide4.JPG","This is a dep:","","",""
"html-keyboard-response","18","84001","0.0-5.0-0.4","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","This is a wug:","null","","","","","",""
"image-keyboard-response","19","84344","0.0-5.0-1.4","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","","","","","learning/Slide5.JPG","null","","","","","",""
"html-keyboard-response","20","85352","0.0-5.0-2.4","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide5.JPG","This is a wug:","","",""
"html-keyboard-response","21","86360","0.0-5.0-0.5","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","This is a dep:","null","","","","","",""
"image-keyboard-response","22","86701","0.0-5.0-1.5","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","","","","","learning/Slide6.JPG","null","","","","","",""
"html-keyboard-response","23","87714","0.0-5.0-2.5","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide6.JPG","This is a dep:","","",""
"html-keyboard-response","24","88722","0.0-5.0-0.6","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","This is a wug:","null","","","","","",""
"image-keyboard-response","25","89063","0.0-5.0-1.6","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","","","","","learning/Slide7.JPG","null","","","","","",""
"html-keyboard-response","26","90064","0.0-5.0-2.6","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide7.JPG","This is a wug:","","",""
"html-keyboard-response","27","91076","0.0-5.0-0.7","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","This is a bim:","null","","","","","",""
"image-keyboard-response","28","91419","0.0-5.0-1.7","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","","","","","learning/Slide8.JPG","null","","","","","",""
"html-keyboard-response","29","92431","0.0-5.0-2.7","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide8.JPG","This is a bim:","","",""
"html-keyboard-response","30","93436","0.0-5.0-0.8","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","learningBlock1","","","","This is a wug:","null","","","","","",""
"image-keyboard-response","31","93778","0.0-5.0-1.8","LF","85gul0f7qh","1536","864","0","1","0","5e4ab1b4ca765d000edebd15","","null","","","","","","","learning/Slide9.JPG","null","","","","","",""
