"trial_type","trial_index","time_elapsed","internal_node_id","condition","subject","screen_width","screen_height","attention","distraction","conscientious","prolificID","success","rt","url","view_history","test_part","final_height_px","final_width_px","scale_factor","stimulus","key_press","learningType","presentedImage","presentedLabel","button_pressed","response","responses"
"pavlovia","0","79","0.0-0.0","LF","mus0v446tm","1536","864","0","1","0","5f8dda4538ed0614d9ac476b","","","","","","","","","","","","","","","",""
"fullscreen","1","7429","0.0-1.0","LF","mus0v446tm","1536","864","0","1","0","5f8dda4538ed0614d9ac476b","true","","","","","","","","","","","","","","",""
"external-html","2","44224","0.0-2.0-0.0","LF","mus0v446tm","1536","864","0","1","0","5f8dda4538ed0614d9ac476b","","36719.70000000147","text/information_english.html","","","","","","","","","","","","",""
"external-html","3","63953","0.0-2.0-1.0","LF","mus0v446tm","1536","864","0","1","0","5f8dda4538ed0614d9ac476b","","19653.150000005553","text/consent_english.html","","","","","","","","","","","","",""
"instructions","4","87903","0.0-3.0","LF","mus0v446tm","1536","864","0","1","0","5f8dda4538ed0614d9ac476b","","NA","","[{""page_index"":0,""viewing_time"":3212.2900000031223},{""page_index"":1,""viewing_time"":20731.2099999981}]","instructions","","","","","","","","","","",""
"resize","5","160100","0.0-4.0","LF","mus0v446tm","1536","864","0","1","0","5f8dda4538ed0614d9ac476b","","","","","","","386","2.450793650793651","","","","","","","",""
"html-keyboard-response","6","161105","0.0-5.0-0.0","LF","mus0v446tm","1536","864","0","1","0","5f8dda4538ed0614d9ac476b","","null","","","learningBlock1","","","","This is a tob:","null","","","","","",""
"image-keyboard-response","7","161434","0.0-5.0-1.0","LF","mus0v446tm","1536","864","0","1","0","5f8dda4538ed0614d9ac476b","","null","","","","","","","learning/Slide1.JPG","null","","","","","",""
"html-keyboard-response","8","162437","0.0-5.0-2.0","LF","mus0v446tm","1536","864","0","1","0","5f8dda4538ed0614d9ac476b","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide1.JPG","This is a tob:","","",""
"html-keyboard-response","9","163439","0.0-5.0-0.1","LF","mus0v446tm","1536","864","0","1","0","5f8dda4538ed0614d9ac476b","","null","","","learningBlock1","","","","This is a wug:","null","","","","","",""
