"trial_type","trial_index","time_elapsed","internal_node_id","condition","subject","screen_width","screen_height","attention","distraction","conscientious","prolificID","success","rt","url","view_history","test_part","final_height_px","final_width_px","scale_factor","stimulus","key_press","learningType","presentedImage","presentedLabel","button_pressed","response","responses"
"pavlovia","0","14","0.0-0.0","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","","","","","","","","","","","","","","",""
"fullscreen","1","5286","0.0-1.0","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","true","","","","","","","","","","","","","","",""
"external-html","2","131189","0.0-2.0-0.0","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","125543.97999999857","text/information_english.html","","","","","","","","","","","","",""
"external-html","3","221307","0.0-2.0-1.0","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","90033.04500000016","text/consent_english.html","","","","","","","","","","","","",""
"instructions","4","234084","0.0-3.0","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","NA","","[{""page_index"":0,""viewing_time"":2399.644999999524},{""page_index"":1,""viewing_time"":10363.550000000017}]","instructions","","","","","","","","","","",""
"resize","5","344551","0.0-4.0","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","","","","","","356","2.2603174603174603","","","","","","","",""
"html-keyboard-response","6","345556","0.0-5.0-0.0","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","learningBlock1","","","","This is a tob:","null","","","","","",""
"image-keyboard-response","7","345884","0.0-5.0-1.0","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","","","","","learning/Slide1.JPG","null","","","","","",""
"html-keyboard-response","8","346887","0.0-5.0-2.0","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide1.JPG","This is a tob:","","",""
"html-keyboard-response","9","347889","0.0-5.0-0.1","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","learningBlock1","","","","This is a wug:","null","","","","","",""
"image-keyboard-response","10","348218","0.0-5.0-1.1","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","","","","","learning/Slide2.JPG","null","","","","","",""
"html-keyboard-response","11","349220","0.0-5.0-2.1","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide2.JPG","This is a wug:","","",""
"html-keyboard-response","12","350221","0.0-5.0-0.2","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","learningBlock1","","","","This is a bim:","null","","","","","",""
"image-keyboard-response","13","350548","0.0-5.0-1.2","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","","","","","learning/Slide3.JPG","null","","","","","",""
"html-keyboard-response","14","351550","0.0-5.0-2.2","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide3.JPG","This is a bim:","","",""
"html-keyboard-response","15","352552","0.0-5.0-0.3","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","learningBlock1","","","","This is a dep:","null","","","","","",""
"image-keyboard-response","16","352878","0.0-5.0-1.3","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","","","","","learning/Slide4.JPG","null","","","","","",""
"html-keyboard-response","17","353880","0.0-5.0-2.3","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide4.JPG","This is a dep:","","",""
"html-keyboard-response","18","354882","0.0-5.0-0.4","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","learningBlock1","","","","This is a wug:","null","","","","","",""
"image-keyboard-response","19","355209","0.0-5.0-1.4","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","","","","","learning/Slide5.JPG","null","","","","","",""
"html-keyboard-response","20","356211","0.0-5.0-2.4","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide5.JPG","This is a wug:","","",""
"html-keyboard-response","21","357213","0.0-5.0-0.5","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","learningBlock1","","","","This is a dep:","null","","","","","",""
"image-keyboard-response","22","357540","0.0-5.0-1.5","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","","","","","learning/Slide6.JPG","null","","","","","",""
"html-keyboard-response","23","358542","0.0-5.0-2.5","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide6.JPG","This is a dep:","","",""
"html-keyboard-response","24","359544","0.0-5.0-0.6","LF","t2ubvm70lv","1920","1080","0","1","0","5f858743256d25036d9fa693","","null","","","learningBlock1","","","","This is a wug:","null","","","","","",""
