"trial_type","trial_index","time_elapsed","internal_node_id","condition","subject","screen_width","screen_height","attention","distraction","conscientious","prolificID","success","rt","url","view_history","test_part","final_height_px","final_width_px","scale_factor","stimulus","key_press","learningType","presentedImage","presentedLabel","button_pressed","response","responses"
"pavlovia","0","91","0.0-0.0","FL","e4msx463h0","1366","768","0","1","0","5f1f04c1604e3508877cf62a","","","","","","","","","","","","","","","",""
"fullscreen","1","153074","0.0-1.0","FL","e4msx463h0","1366","768","0","1","0","5f1f04c1604e3508877cf62a","true","","","","","","","","","","","","","","",""
"external-html","2","209724","0.0-2.0-0.0","FL","e4msx463h0","1366","768","0","1","0","5f1f04c1604e3508877cf62a","","56589.20499996748","text/information_english.html","","","","","","","","","","","","",""
"external-html","3","219391","0.0-2.0-1.0","FL","e4msx463h0","1366","768","0","1","0","5f1f04c1604e3508877cf62a","","9594.114999985322","text/consent_english.html","","","","","","","","","","","","",""
"instructions","4","248793","0.0-3.0","FL","e4msx463h0","1366","768","0","1","0","5f1f04c1604e3508877cf62a","","NA","","[{""page_index"":0,""viewing_time"":2336.5150000317954},{""page_index"":1,""viewing_time"":27059.95999998413}]","instructions","","","","","","","","","","",""
"resize","5","291024","0.0-4.0","FL","e4msx463h0","1366","768","0","1","0","5f1f04c1604e3508877cf62a","","","","","","","355","2.253968253968254","","","","","","","",""
"image-keyboard-response","6","291202","0.0-5.0-0.0","FL","e4msx463h0","1366","768","0","1","0","5f1f04c1604e3508877cf62a","","null","","","","","","","learning/Slide1.JPG","null","","","","","",""
"html-keyboard-response","7","292355","0.0-5.0-1.0","FL","e4msx463h0","1366","768","0","1","0","5f1f04c1604e3508877cf62a","","null","","","learningBlock1","","","","That was a tob.","null","","","","","",""
"html-keyboard-response","8","293357","0.0-5.0-2.0","FL","e4msx463h0","1366","768","0","1","0","5f1f04c1604e3508877cf62a","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","FL","learning/Slide1.JPG","That was a tob.","","",""
"image-keyboard-response","9","293535","0.0-5.0-0.1","FL","e4msx463h0","1366","768","0","1","0","5f1f04c1604e3508877cf62a","","null","","","","","","","learning/Slide2.JPG","null","","","","","",""
