"trial_type","trial_index","time_elapsed","internal_node_id","condition","subject","screen_width","screen_height","attention","distraction","conscientious","prolificID","success","rt","url","view_history","test_part","final_height_px","final_width_px","scale_factor","stimulus","key_press","learningType","presentedImage","presentedLabel","button_pressed","response","responses"
"pavlovia","0","16","0.0-0.0","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","","","","","","","","","","","","","","",""
"fullscreen","1","35620","0.0-1.0","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","true","","","","","","","","","","","","","","",""
"external-html","2","137326","0.0-2.0-0.0","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","101653.43000000028","text/information_english.html","","","","","","","","","","","","",""
"external-html","3","171340","0.0-2.0-1.0","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","33970.639999999985","text/consent_english.html","","","","","","","","","","","","",""
"instructions","4","200903","0.0-3.0","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","NA","","[{""page_index"":0,""viewing_time"":2584.400000000198},{""page_index"":1,""viewing_time"":26975.864999999874}]","instructions","","","","","","","","","","",""
"resize","5","285632","0.0-4.0","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","","","","","","318","2.019047619047619","","","","","","","",""
"html-keyboard-response","6","286635","0.0-5.0-0.0","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","null","","","learningBlock1","","","","This is a tob:","null","","","","","",""
"image-keyboard-response","7","286963","0.0-5.0-1.0","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","null","","","","","","","learning/Slide1.JPG","null","","","","","",""
"html-keyboard-response","8","287966","0.0-5.0-2.0","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide1.JPG","This is a tob:","","",""
"html-keyboard-response","9","288968","0.0-5.0-0.1","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","null","","","learningBlock1","","","","This is a wug:","null","","","","","",""
"image-keyboard-response","10","289296","0.0-5.0-1.1","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","null","","","","","","","learning/Slide2.JPG","null","","","","","",""
"html-keyboard-response","11","290298","0.0-5.0-2.1","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide2.JPG","This is a wug:","","",""
"html-keyboard-response","12","291300","0.0-5.0-0.2","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","null","","","learningBlock1","","","","This is a bim:","null","","","","","",""
"image-keyboard-response","13","291629","0.0-5.0-1.2","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","null","","","","","","","learning/Slide3.JPG","null","","","","","",""
"html-keyboard-response","14","292631","0.0-5.0-2.2","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide3.JPG","This is a bim:","","",""
"html-keyboard-response","15","293633","0.0-5.0-0.3","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","null","","","learningBlock1","","","","This is a dep:","null","","","","","",""
"image-keyboard-response","16","293961","0.0-5.0-1.3","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","null","","","","","","","learning/Slide4.JPG","null","","","","","",""
"html-keyboard-response","17","294962","0.0-5.0-2.3","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide4.JPG","This is a dep:","","",""
"html-keyboard-response","18","295963","0.0-5.0-0.4","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","null","","","learningBlock1","","","","This is a wug:","null","","","","","",""
"image-keyboard-response","19","296291","0.0-5.0-1.4","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","null","","","","","","","learning/Slide5.JPG","null","","","","","",""
"html-keyboard-response","20","297292","0.0-5.0-2.4","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide5.JPG","This is a wug:","","",""
"html-keyboard-response","21","298294","0.0-5.0-0.5","LF","y20qp8dcxo","1920","1080","0","1","0","5f578563765fec223eb51594","","null","","","learningBlock1","","","","This is a dep:","null","","","","","",""
