"trial_type","trial_index","time_elapsed","internal_node_id","condition","subject","screen_width","screen_height","attention","distraction","conscientious","prolificID","success","rt","url","view_history","test_part","final_height_px","final_width_px","scale_factor","stimulus","key_press","learningType","presentedImage","presentedLabel","button_pressed","response","responses"
"pavlovia","0","17","0.0-0.0","LF","rl7z98kzoa","1536","864","0","1","0","5faa8121f8f5533a5c7f7a20","","","","","","","","","","","","","","","",""
"fullscreen","1","83333","0.0-1.0","LF","rl7z98kzoa","1536","864","0","1","0","5faa8121f8f5533a5c7f7a20","true","","","","","","","","","","","","","","",""
"external-html","2","252892","0.0-2.0-0.0","LF","rl7z98kzoa","1536","864","0","1","0","5faa8121f8f5533a5c7f7a20","","169505.64499999746","text/information_english.html","","","","","","","","","","","","",""
"external-html","3","399700","0.0-2.0-1.0","LF","rl7z98kzoa","1536","864","0","1","0","5faa8121f8f5533a5c7f7a20","","146624.67499999912","text/consent_english.html","","","","","","","","","","","","",""
"instructions","4","440490","0.0-3.0","LF","rl7z98kzoa","1536","864","0","1","0","5faa8121f8f5533a5c7f7a20","","NA","","[{""page_index"":0,""viewing_time"":11838.95499999926},{""page_index"":1,""viewing_time"":28947.98500000249}]","instructions","","","","","","","","","","",""
"resize","5","515405","0.0-4.0","LF","rl7z98kzoa","1536","864","0","1","0","5faa8121f8f5533a5c7f7a20","","","","","","","389","2.46984126984127","","","","","","","",""
"html-keyboard-response","6","516409","0.0-5.0-0.0","LF","rl7z98kzoa","1536","864","0","1","0","5faa8121f8f5533a5c7f7a20","","null","","","learningBlock1","","","","This is a tob:","null","","","","","",""
"image-keyboard-response","7","516737","0.0-5.0-1.0","LF","rl7z98kzoa","1536","864","0","1","0","5faa8121f8f5533a5c7f7a20","","null","","","","","","","learning/Slide1.JPG","null","","","","","",""
"html-keyboard-response","8","517739","0.0-5.0-2.0","LF","rl7z98kzoa","1536","864","0","1","0","5faa8121f8f5533a5c7f7a20","","null","","","learningBlock1","","","","<div style=""font-size:60px;""> </div>","null","LF","learning/Slide1.JPG","This is a tob:","","",""
"html-keyboard-response","9","518741","0.0-5.0-0.1","LF","rl7z98kzoa","1536","864","0","1","0","5faa8121f8f5533a5c7f7a20","","null","","","learningBlock1","","","","This is a wug:","null","","","","","",""
