Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-gazk,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,fribbleID,labelPresented,ShowProgressBar,frequency,trialType,list
14,1617182632668,31/03/2021 09:23:52,1617182632424,1,31/03/2021 10:23:52,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,44,2,2,Screen 2,slider,response_slider_initialValue,0,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> wug </p>",1,l,match,1
15,1617182639156,31/03/2021 09:23:59,1617182639015,1,31/03/2021 10:23:59,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,44,2,2,Screen 2,slider,response_slider_endValue,6590.475000000195,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> wug </p>",1,l,match,1
16,1617182639312,31/03/2021 09:23:59,1617182639017,1,31/03/2021 10:23:59,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,44,2,2,Screen 2,continueButton,continue_button,6590.475000000195,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> wug </p>",1,l,match,1
17,1617182639594,31/03/2021 09:23:59,1617182639451,1,31/03/2021 10:23:59,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,32,3,1,Screen 1,fixation,fixation,450.0089999999982,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> dep </p>",1,l,mismatch-type1,1
18,1617182639687,31/03/2021 09:23:59,1617182639472,1,31/03/2021 10:23:59,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,32,3,2,Screen 2,slider,response_slider_initialValue,0,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> dep </p>",1,l,mismatch-type1,1
19,1617182644575,31/03/2021 09:24:04,1617182644447,1,31/03/2021 10:24:04,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,32,3,2,Screen 2,slider,response_slider_endValue,4974.365000000034,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> dep </p>",1,l,mismatch-type1,1
20,1617182644700,31/03/2021 09:24:04,1617182644449,1,31/03/2021 10:24:04,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,32,3,2,Screen 2,continueButton,continue_button,4974.365000000034,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> dep </p>",1,l,mismatch-type1,1
21,1617182645035,31/03/2021 09:24:05,1617182644885,1,31/03/2021 10:24:04,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,22,4,1,Screen 1,fixation,fixation,450.0089999999982,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> wug </p>",1,h,match,1
22,1617182645144,31/03/2021 09:24:05,1617182644912,1,31/03/2021 10:24:04,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,22,4,2,Screen 2,slider,response_slider_initialValue,0,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> wug </p>",1,h,match,1
23,1617182647709,31/03/2021 09:24:07,1617182647569,1,31/03/2021 10:24:07,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,22,4,2,Screen 2,slider,response_slider_endValue,2656.99999999992,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> wug </p>",1,h,match,1
24,1617182647803,31/03/2021 09:24:07,1617182647571,1,31/03/2021 10:24:07,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,22,4,2,Screen 2,continueButton,continue_button,2656.99999999992,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> wug </p>",1,h,match,1
25,1617182648122,31/03/2021 09:24:08,1617182648003,1,31/03/2021 10:24:08,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,2,5,1,Screen 1,fixation,fixation,450.0089999999909,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> dep </p>",1,l,mismatch-type1,1
26,1617182648224,31/03/2021 09:24:08,1617182648028,1,31/03/2021 10:24:08,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,2,5,2,Screen 2,slider,response_slider_initialValue,0,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> dep </p>",1,l,mismatch-type1,1
27,1617182650880,31/03/2021 09:24:10,1617182650739,1,31/03/2021 10:24:10,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,2,5,2,Screen 2,slider,response_slider_endValue,2710.624999999942,,,-1,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> dep </p>",1,l,mismatch-type1,1
28,1617182651005,31/03/2021 09:24:11,1617182650741,1,31/03/2021 10:24:10,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,2,5,2,Screen 2,continueButton,continue_button,2710.624999999942,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> dep </p>",1,l,mismatch-type1,1
29,1617182651309,31/03/2021 09:24:11,1617182651186,1,31/03/2021 10:24:11,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,53,6,1,Screen 1,fixation,fixation,450.00900000000547,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> tob </p>",1,h,match,1
30,1617182651417,31/03/2021 09:24:11,1617182651211,1,31/03/2021 10:24:11,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,53,6,2,Screen 2,slider,response_slider_initialValue,0,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> tob </p>",1,h,match,1
31,1617182655893,31/03/2021 09:24:15,1617182655762,1,31/03/2021 10:24:15,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,53,6,2,Screen 2,slider,response_slider_endValue,4550.5749999999825,,,-1,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> tob </p>",1,h,match,1
32,1617182656018,31/03/2021 09:24:16,1617182655764,1,31/03/2021 10:24:15,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,53,6,2,Screen 2,continueButton,continue_button,4550.5749999999825,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> tob </p>",1,h,match,1
33,1617182656315,31/03/2021 09:24:16,1617182656203,1,31/03/2021 10:24:16,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,21,7,1,Screen 1,fixation,fixation,450.00900000000547,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> tob </p>",1,l,match,1
34,1617182656496,31/03/2021 09:24:16,1617182656226,1,31/03/2021 10:24:16,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,21,7,2,Screen 2,slider,response_slider_initialValue,0,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> tob </p>",1,l,match,1
35,1617182680111,31/03/2021 09:24:40,1617182679984,1,31/03/2021 10:24:39,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,21,7,2,Screen 2,slider,response_slider_endValue,23757.41999999991,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> tob </p>",1,l,match,1
36,1617182680233,31/03/2021 09:24:40,1617182679985,1,31/03/2021 10:24:39,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,21,7,2,Screen 2,continueButton,continue_button,23757.41999999991,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> tob </p>",1,l,match,1
37,1617182680549,31/03/2021 09:24:40,1617182680422,1,31/03/2021 10:24:40,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,8,8,1,Screen 1,fixation,fixation,450.00900000000547,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> dep </p>",1,l,match,1
38,1617182680702,31/03/2021 09:24:40,1617182680448,1,31/03/2021 10:24:40,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,8,8,2,Screen 2,slider,response_slider_initialValue,0,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> dep </p>",1,l,match,1
39,1617182682854,31/03/2021 09:24:42,1617182682728,1,31/03/2021 10:24:42,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,8,8,2,Screen 2,slider,response_slider_endValue,2280.314999999973,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> dep </p>",1,l,match,1
40,1617182682947,31/03/2021 09:24:42,1617182682730,1,31/03/2021 10:24:42,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,8,8,2,Screen 2,continueButton,continue_button,2280.314999999973,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> dep </p>",1,l,match,1
41,1617182683294,31/03/2021 09:24:43,1617182683173,1,31/03/2021 10:24:43,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,19,9,1,Screen 1,fixation,fixation,450.00900000000547,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> tob </p>",1,l,mismatch-type1,1
42,1617182683400,31/03/2021 09:24:43,1617182683199,1,31/03/2021 10:24:43,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,19,9,2,Screen 2,slider,response_slider_initialValue,0,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> tob </p>",1,l,mismatch-type1,1
43,1617182685431,31/03/2021 09:24:45,1617182685297,1,31/03/2021 10:24:45,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,19,9,2,Screen 2,slider,response_slider_endValue,2097.8200000001816,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> tob </p>",1,l,mismatch-type1,1
44,1617182685567,31/03/2021 09:24:45,1617182685298,1,31/03/2021 10:24:45,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,19,9,2,Screen 2,continueButton,continue_button,2097.8200000001816,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> tob </p>",1,l,mismatch-type1,1
45,1617182685864,31/03/2021 09:24:45,1617182685740,1,31/03/2021 10:24:45,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,59,10,1,Screen 1,fixation,fixation,450.0089999999909,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> wug </p>",1,h,match,1
46,1617182685958,31/03/2021 09:24:45,1617182685762,1,31/03/2021 10:24:45,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,59,10,2,Screen 2,slider,response_slider_initialValue,0,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> wug </p>",1,h,match,1
47,1617182687719,31/03/2021 09:24:47,1617182687579,1,31/03/2021 10:24:47,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,59,10,2,Screen 2,slider,response_slider_endValue,1816.869999999879,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> wug </p>",1,h,match,1
48,1617182687824,31/03/2021 09:24:47,1617182687580,1,31/03/2021 10:24:47,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,59,10,2,Screen 2,continueButton,continue_button,1816.869999999879,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> wug </p>",1,h,match,1
49,1617182688141,31/03/2021 09:24:48,1617182688023,1,31/03/2021 10:24:48,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,55,11,1,Screen 1,fixation,fixation,450.0089999999909,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> tob </p>",1,l,mismatch-type1,1
50,1617182688246,31/03/2021 09:24:48,1617182688047,1,31/03/2021 10:24:48,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,55,11,2,Screen 2,slider,response_slider_initialValue,0,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> tob </p>",1,l,mismatch-type1,1
51,1617182690053,31/03/2021 09:24:50,1617182689907,1,31/03/2021 10:24:49,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,55,11,2,Screen 2,slider,response_slider_endValue,1859.5699999998615,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> tob </p>",1,l,mismatch-type1,1
52,1617182690159,31/03/2021 09:24:50,1617182689907,1,31/03/2021 10:24:49,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,55,11,2,Screen 2,continueButton,continue_button,1859.5699999998615,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> tob </p>",1,l,mismatch-type1,1
53,1617182690478,31/03/2021 09:24:50,1617182690357,1,31/03/2021 10:24:50,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,27,12,1,Screen 1,fixation,fixation,450.00900000000547,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> wug </p>",1,h,mismatch-type1,1
54,1617182690603,31/03/2021 09:24:50,1617182690383,1,31/03/2021 10:24:50,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,27,12,2,Screen 2,slider,response_slider_initialValue,0,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> wug </p>",1,h,mismatch-type1,1
55,1617182692082,31/03/2021 09:24:52,1617182691961,1,31/03/2021 10:24:51,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,27,12,2,Screen 2,slider,response_slider_endValue,1578.125,,,0,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> wug </p>",1,h,mismatch-type1,1
56,1617182692207,31/03/2021 09:24:52,1617182691963,1,31/03/2021 10:24:51,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,27,12,2,Screen 2,continueButton,continue_button,1578.125,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> wug </p>",1,h,mismatch-type1,1
57,1617182692540,31/03/2021 09:24:52,1617182692406,1,31/03/2021 10:24:52,45245,6,task-jyd3,,11503247,BLIND,3502650,,complete,,60643883d32706cb15a5838c,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 89.0.4389.90,1440x900,1440x821,,contingency,3,listA,listA,listA,57,13,1,Screen 1,fixation,fixation,450.0089999999909,,,,,0,1,0,,,,,1,task,,"<p style=""font-size: 500%;""> dep </p>",1,h,mismatch-type1,1
