fribbleID,subjID,trial_index,plugin,rt,prolificID,task,resp,learning,label,fribbleFeatures,correctCategory,correctFrequency,correctLabel,body,trialType,acc
12,kfhtlqkth4,512,image-button-response,2377,5edf8803c008532459792282,pictureLabels,tob,FL,tobdepwugbim,120175,1,high,tob,red,exp,1
12,ol68ft1h8h,512,image-button-response,1528,5e5e17c97593e912e086c640,pictureLabels,tob,FL,tobdepwugbim,120175,1,high,tob,red,exp,1
12,hc4uh4u04h,512,image-button-response,1322,5f5d6c3cbacc025bf0a03440,pictureLabels,dep,FL,tobdepwugbim,120175,1,high,tob,red,exp,0
12,aj9q5o0gf2,512,image-button-response,2694,5b01e69aa496b300013d5b9b,pictureLabels,dep,FL,tobdepwugbim,120175,1,high,tob,red,exp,0
12,pusqm5jv5t,512,image-button-response,1834,5f477a85d919ec03cadfaddd,pictureLabels,dep,FL,tobdepwugbim,120175,1,high,tob,red,exp,0
12,4euvjgbfcc,512,image-button-response,2388,600355394a113e408f54cce5,pictureLabels,tob,LF,tobdepwugbim,120175,1,high,tob,red,exp,1
12,ek1v85vere,512,image-button-response,1165,5bdcd99964215c0001282b34,pictureLabels,tob,LF,tobdepwugbim,120175,1,high,tob,red,exp,1
12,e9dxj57s6l,512,image-button-response,1982,5eb58476f88d4008fa483809,pictureLabels,tob,FL,tobdepwugbim,120175,1,high,tob,red,exp,1
12,w2brxm7ay2,512,image-button-response,2511,5f60713e595007000a8e1da7,pictureLabels,dep,FL,tobdepwugbim,120175,1,high,tob,red,exp,0
12,qfloq0vkd1,512,image-button-response,1685,5acb896da3ba7a0001b4e99f,pictureLabels,tob,LF,tobdepwugbim,120175,1,high,tob,red,exp,1
12,163k2z1uov,512,image-button-response,1910,5f11ccbc1a1a2c08b4a99efb,pictureLabels,tob,LF,tobdepwugbim,120175,1,high,tob,red,exp,1
12,1gynr5ywqp,512,image-button-response,880,5db1bba0e20f58000b8717f6,pictureLabels,tob,FL,tobdepwugbim,120175,1,high,tob,red,exp,1
12,e4s1gf870t,512,image-button-response,1042,5f677b748c011837e12cba61,pictureLabels,tob,FL,tobdepwugbim,120175,1,high,tob,red,exp,1
12,ker7u0dhxt,512,image-button-response,1884,5c87d68fe5bc060001ee8498,pictureLabels,dep,FL,tobdepwugbim,120175,1,high,tob,red,exp,0
12,jlov66vr8s,512,image-button-response,993,5fc65eb000091528ea745f65,pictureLabels,tob,FL,tobdepwugbim,120175,1,high,tob,red,exp,1
