subjID learning frequency type label fribble fribbleCategory resp
1432075 FL low mismatch-type2 dep_cat1 3.2 cat3 NA
1432075 FL low mismatch-type2 bim_cat2 1.2 cat1 NA
1432075 FL low mismatch-type2 tob_cat3 2.2 cat2 NA
1420177 FL low match dep_cat1 1.2 cat1 NA
1420177 FL low match bim_cat2 2.2 cat2 NA
1420177 FL low match tob_cat3 3.2 cat3 NA
1420177 FL low mismatch-type1 dep_cat1 2.2 cat2 NA
1420177 FL low mismatch-type1 bim_cat2 3.2 cat3 NA
1420177 FL low mismatch-type1 tob_cat3 1.2 cat1 NA
1420177 FL low mismatch-type2 dep_cat1 3.2 cat3 NA
1420177 FL low mismatch-type2 bim_cat2 1.2 cat1 NA
1420177 FL low mismatch-type2 tob_cat3 2.2 cat2 NA
1431958 FL low match dep_cat1 1.2 cat1 NA
1431958 FL low match bim_cat2 2.2 cat2 NA
1431958 FL low match tob_cat3 3.2 cat3 NA
1431958 FL low mismatch-type1 dep_cat1 2.2 cat2 NA
1431958 FL low mismatch-type1 bim_cat2 3.2 cat3 NA
1431958 FL low mismatch-type1 tob_cat3 1.2 cat1 NA
1431958 FL low mismatch-type2 dep_cat1 3.2 cat3 NA
1431958 FL low mismatch-type2 bim_cat2 1.2 cat1 NA
1431958 FL low mismatch-type2 tob_cat3 2.2 cat2 NA
1459706 FL high match dep_cat1 1.1 cat1 NA
1459706 FL high match bim_cat2 2.1 cat2 NA
1459706 FL high match tob_cat3 3.1 cat3 NA
1459706 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1459706 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1459706 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1459706 FL high mismatch-type2 dep_cat1 2.1 cat2 -71.75
1459706 FL high mismatch-type2 bim_cat2 3.1 cat3 7.25
1459706 FL high mismatch-type2 tob_cat3 1.1 cat1 -77.75
1431979 FL high match dep_cat1 1.1 cat1 NA
1431979 FL high match bim_cat2 2.1 cat2 NA
1431979 FL high match tob_cat3 3.1 cat3 NA
1431979 FL high mismatch-type1 dep_cat1 3.1 cat3 -100
1431979 FL high mismatch-type1 bim_cat2 1.1 cat1 -100
1431979 FL high mismatch-type1 tob_cat3 2.1 cat2 -100
1431979 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1431979 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1431979 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1431953 FL high match dep_cat1 1.1 cat1 NA
1431953 FL high match bim_cat2 2.1 cat2 100
1431953 FL high match tob_cat3 3.1 cat3 NA
1431953 FL high mismatch-type1 dep_cat1 3.1 cat3 -39.25
1431953 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1431953 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1431953 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1431953 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1431953 FL high mismatch-type2 tob_cat3 1.1 cat1 -10.5
1431957 FL high match dep_cat1 1.1 cat1 NA
1431957 FL high match bim_cat2 2.1 cat2 NA
1431957 FL high match tob_cat3 3.1 cat3 NA
1431957 FL high mismatch-type1 dep_cat1 3.1 cat3 -86.25
1431957 FL high mismatch-type1 bim_cat2 1.1 cat1 -79
1431957 FL high mismatch-type1 tob_cat3 2.1 cat2 -68.5
1431957 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1431957 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1431957 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1431984 FL high match dep_cat1 1.1 cat1 NA
1431984 FL high match bim_cat2 2.1 cat2 NA
1431984 FL high match tob_cat3 3.1 cat3 100
1431984 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1431984 FL high mismatch-type1 bim_cat2 1.1 cat1 -100
1431984 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1431984 FL high mismatch-type2 dep_cat1 2.1 cat2 -100
1431984 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1431984 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1458992 FL high match dep_cat1 1.1 cat1 12.75
1458992 FL high match bim_cat2 2.1 cat2 71.5
1458992 FL high match tob_cat3 3.1 cat3 60.75
1458992 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1458992 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1458992 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1458992 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1458992 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1458992 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1459767 FL high match dep_cat1 1.1 cat1 NA
1459767 FL high match bim_cat2 2.1 cat2 NA
1459767 FL high match tob_cat3 3.1 cat3 NA
1459767 FL high mismatch-type1 dep_cat1 3.1 cat3 -100
1459767 FL high mismatch-type1 bim_cat2 1.1 cat1 -100
1459767 FL high mismatch-type1 tob_cat3 2.1 cat2 -100
1459767 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1459767 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1459767 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1431978 FL high match dep_cat1 1.1 cat1 NA
1431978 FL high match bim_cat2 2.1 cat2 NA
1431978 FL high match tob_cat3 3.1 cat3 -59.75
1431978 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1431978 FL high mismatch-type1 bim_cat2 1.1 cat1 82.25
1431978 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1431978 FL high mismatch-type2 dep_cat1 2.1 cat2 -53.25
1431978 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1431978 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1459013 FL high match dep_cat1 1.1 cat1 NA
1459013 FL high match bim_cat2 2.1 cat2 NA
1459013 FL high match tob_cat3 3.1 cat3 NA
1459013 FL high mismatch-type1 dep_cat1 3.1 cat3 -100
1459013 FL high mismatch-type1 bim_cat2 1.1 cat1 100
1459013 FL high mismatch-type1 tob_cat3 2.1 cat2 -29.25
1459013 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1459013 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1459013 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1414945 FL high match dep_cat1 1.1 cat1 NA
1414945 FL high match bim_cat2 2.1 cat2 NA
1414945 FL high match tob_cat3 3.1 cat3 NA
1414945 FL high mismatch-type1 dep_cat1 3.1 cat3 -41
1414945 FL high mismatch-type1 bim_cat2 1.1 cat1 -99.5
1414945 FL high mismatch-type1 tob_cat3 2.1 cat2 -99.75
1414945 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1414945 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1414945 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1431949 FL high match dep_cat1 1.1 cat1 100
1431949 FL high match bim_cat2 2.1 cat2 100
1431949 FL high match tob_cat3 3.1 cat3 100
1431949 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1431949 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1431949 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1431949 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1431949 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1431949 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1431961 FL high match dep_cat1 1.1 cat1 -36.6666666666667
1431961 FL high match bim_cat2 2.1 cat2 -3.75
1431961 FL high match tob_cat3 3.1 cat3 99.25
1431961 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1431961 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1431961 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1431961 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1431961 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1431961 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1414937 FL high match dep_cat1 1.1 cat1 100
1414937 FL high match bim_cat2 2.1 cat2 100
1414937 FL high match tob_cat3 3.1 cat3 100
1414937 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1414937 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1414937 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1414937 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1414937 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1414937 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1415040 FL high match dep_cat1 1.1 cat1 NA
1415040 FL high match bim_cat2 2.1 cat2 NA
1415040 FL high match tob_cat3 3.1 cat3 NA
1415040 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1415040 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1415040 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1415040 FL high mismatch-type2 dep_cat1 2.1 cat2 -100
1415040 FL high mismatch-type2 bim_cat2 3.1 cat3 -100
1415040 FL high mismatch-type2 tob_cat3 1.1 cat1 -100
1459697 FL high match dep_cat1 1.1 cat1 -100
1459697 FL high match bim_cat2 2.1 cat2 -100
1459697 FL high match tob_cat3 3.1 cat3 100
1459697 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1459697 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1459697 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1459697 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1459697 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1459697 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1431965 FL high match dep_cat1 1.1 cat1 NA
1431965 FL high match bim_cat2 2.1 cat2 NA
1431965 FL high match tob_cat3 3.1 cat3 100
1431965 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1431965 FL high mismatch-type1 bim_cat2 1.1 cat1 -100
1431965 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1431965 FL high mismatch-type2 dep_cat1 2.1 cat2 -2.66666666666667
1431965 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1431965 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1431972 FL high match dep_cat1 1.1 cat1 NA
1431972 FL high match bim_cat2 2.1 cat2 63.25
1431972 FL high match tob_cat3 3.1 cat3 NA
1431972 FL high mismatch-type1 dep_cat1 3.1 cat3 9
1431972 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1431972 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1431972 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1431972 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1431972 FL high mismatch-type2 tob_cat3 1.1 cat1 35.75
1459702 FL high match dep_cat1 1.1 cat1 NA
1459702 FL high match bim_cat2 2.1 cat2 NA
1459702 FL high match tob_cat3 3.1 cat3 NA
1459702 FL high mismatch-type1 dep_cat1 3.1 cat3 4.25
1459702 FL high mismatch-type1 bim_cat2 1.1 cat1 -14.75
1459702 FL high mismatch-type1 tob_cat3 2.1 cat2 -20.75
1459702 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1459702 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1459702 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1422472 FL high match dep_cat1 1.1 cat1 15
1422472 FL high match bim_cat2 2.1 cat2 NA
1422472 FL high match tob_cat3 3.1 cat3 NA
1422472 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1422472 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1422472 FL high mismatch-type1 tob_cat3 2.1 cat2 -100
1422472 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1422472 FL high mismatch-type2 bim_cat2 3.1 cat3 -100
1422472 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1420622 FL high match dep_cat1 1.1 cat1 NA
1420622 FL high match bim_cat2 2.1 cat2 100
1420622 FL high match tob_cat3 3.1 cat3 NA
1420622 FL high mismatch-type1 dep_cat1 3.1 cat3 -100
1420622 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1420622 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1420622 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1420622 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1420622 FL high mismatch-type2 tob_cat3 1.1 cat1 -100
1431969 FL high match dep_cat1 1.1 cat1 NA
1431969 FL high match bim_cat2 2.1 cat2 36.25
1431969 FL high match tob_cat3 3.1 cat3 NA
1431969 FL high mismatch-type1 dep_cat1 3.1 cat3 -100
1431969 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1431969 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1431969 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1431969 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1431969 FL high mismatch-type2 tob_cat3 1.1 cat1 -100
1420163 FL high match dep_cat1 1.1 cat1 11.75
1420163 FL high match bim_cat2 2.1 cat2 100
1420163 FL high match tob_cat3 3.1 cat3 100
1420163 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1420163 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1420163 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1420163 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1420163 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1420163 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1459052 FL high match dep_cat1 1.1 cat1 NA
1459052 FL high match bim_cat2 2.1 cat2 NA
1459052 FL high match tob_cat3 3.1 cat3 NA
1459052 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1459052 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1459052 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1459052 FL high mismatch-type2 dep_cat1 2.1 cat2 53.25
1459052 FL high mismatch-type2 bim_cat2 3.1 cat3 -51.5
1459052 FL high mismatch-type2 tob_cat3 1.1 cat1 -44.25
1431992 FL high match dep_cat1 1.1 cat1 NA
1431992 FL high match bim_cat2 2.1 cat2 NA
1431992 FL high match tob_cat3 3.1 cat3 NA
1431992 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1431992 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1431992 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1431992 FL high mismatch-type2 dep_cat1 2.1 cat2 -100
1431992 FL high mismatch-type2 bim_cat2 3.1 cat3 -100
1431992 FL high mismatch-type2 tob_cat3 1.1 cat1 -100
1420165 FL high match dep_cat1 1.1 cat1 NA
1420165 FL high match bim_cat2 2.1 cat2 NA
1420165 FL high match tob_cat3 3.1 cat3 NA
1420165 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1420165 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1420165 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1420165 FL high mismatch-type2 dep_cat1 2.1 cat2 -100
1420165 FL high mismatch-type2 bim_cat2 3.1 cat3 -100
1420165 FL high mismatch-type2 tob_cat3 1.1 cat1 29.3333333333333
1422679 FL high match dep_cat1 1.1 cat1 NA
1422679 FL high match bim_cat2 2.1 cat2 NA
1422679 FL high match tob_cat3 3.1 cat3 NA
1422679 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1422679 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1422679 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1422679 FL high mismatch-type2 dep_cat1 2.1 cat2 -100
1422679 FL high mismatch-type2 bim_cat2 3.1 cat3 -100
1422679 FL high mismatch-type2 tob_cat3 1.1 cat1 -100
1459003 FL high match dep_cat1 1.1 cat1 NA
1459003 FL high match bim_cat2 2.1 cat2 89.25
1459003 FL high match tob_cat3 3.1 cat3 NA
1459003 FL high mismatch-type1 dep_cat1 3.1 cat3 21
1459003 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1459003 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1459003 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1459003 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1459003 FL high mismatch-type2 tob_cat3 1.1 cat1 -10
1459064 FL high match dep_cat1 1.1 cat1 22
1459064 FL high match bim_cat2 2.1 cat2 NA
1459064 FL high match tob_cat3 3.1 cat3 NA
1459064 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1459064 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1459064 FL high mismatch-type1 tob_cat3 2.1 cat2 -99
1459064 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1459064 FL high mismatch-type2 bim_cat2 3.1 cat3 -17.6666666666667
1459064 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1432011 FL high match dep_cat1 1.1 cat1 42.75
1432011 FL high match bim_cat2 2.1 cat2 NA
1432011 FL high match tob_cat3 3.1 cat3 NA
1432011 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1432011 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1432011 FL high mismatch-type1 tob_cat3 2.1 cat2 48.25
1432011 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1432011 FL high mismatch-type2 bim_cat2 3.1 cat3 23
1432011 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1459047 FL high match dep_cat1 1.1 cat1 NA
1459047 FL high match bim_cat2 2.1 cat2 NA
1459047 FL high match tob_cat3 3.1 cat3 NA
1459047 FL high mismatch-type1 dep_cat1 3.1 cat3 -95
1459047 FL high mismatch-type1 bim_cat2 1.1 cat1 -87
1459047 FL high mismatch-type1 tob_cat3 2.1 cat2 -100
1459047 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1459047 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1459047 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1422466 FL high match dep_cat1 1.1 cat1 NA
1422466 FL high match bim_cat2 2.1 cat2 NA
1422466 FL high match tob_cat3 3.1 cat3 NA
1422466 FL high mismatch-type1 dep_cat1 3.1 cat3 26.5
1422466 FL high mismatch-type1 bim_cat2 1.1 cat1 35.75
1422466 FL high mismatch-type1 tob_cat3 2.1 cat2 11.5
1422466 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1422466 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1422466 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1422677 FL high match dep_cat1 1.1 cat1 NA
1422677 FL high match bim_cat2 2.1 cat2 NA
1422677 FL high match tob_cat3 3.1 cat3 -17.75
1422677 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1422677 FL high mismatch-type1 bim_cat2 1.1 cat1 6
1422677 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1422677 FL high mismatch-type2 dep_cat1 2.1 cat2 14.5
1422677 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1422677 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1422477 FL high match dep_cat1 1.1 cat1 NA
1422477 FL high match bim_cat2 2.1 cat2 NA
1422477 FL high match tob_cat3 3.1 cat3 -78
1422477 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1422477 FL high mismatch-type1 bim_cat2 1.1 cat1 9.75
1422477 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1422477 FL high mismatch-type2 dep_cat1 2.1 cat2 -45.3333333333333
1422477 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1422477 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1459029 FL high match dep_cat1 1.1 cat1 NA
1459029 FL high match bim_cat2 2.1 cat2 26
1459029 FL high match tob_cat3 3.1 cat3 NA
1459029 FL high mismatch-type1 dep_cat1 3.1 cat3 -22.25
1459029 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1459029 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1459029 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1459029 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1459029 FL high mismatch-type2 tob_cat3 1.1 cat1 -100
1459708 FL high match dep_cat1 1.1 cat1 NA
1459708 FL high match bim_cat2 2.1 cat2 NA
1459708 FL high match tob_cat3 3.1 cat3 74.5
1459708 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1459708 FL high mismatch-type1 bim_cat2 1.1 cat1 -100
1459708 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1459708 FL high mismatch-type2 dep_cat1 2.1 cat2 -100
1459708 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1459708 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1459024 FL high match dep_cat1 1.1 cat1 15.75
1459024 FL high match bim_cat2 2.1 cat2 50.5
1459024 FL high match tob_cat3 3.1 cat3 100
1459024 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1459024 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1459024 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1459024 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1459024 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1459024 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1420180 FL high match dep_cat1 1.1 cat1 77.75
1420180 FL high match bim_cat2 2.1 cat2 100
1420180 FL high match tob_cat3 3.1 cat3 99.75
1420180 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1420180 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1420180 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1420180 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1420180 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1420180 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1459048 FL high match dep_cat1 1.1 cat1 NA
1459048 FL high match bim_cat2 2.1 cat2 45
1459048 FL high match tob_cat3 3.1 cat3 NA
1459048 FL high mismatch-type1 dep_cat1 3.1 cat3 -1.5
1459048 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1459048 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1459048 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1459048 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1459048 FL high mismatch-type2 tob_cat3 1.1 cat1 -37.5
1422716 FL high match dep_cat1 1.1 cat1 NA
1422716 FL high match bim_cat2 2.1 cat2 NA
1422716 FL high match tob_cat3 3.1 cat3 -35.5
1422716 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1422716 FL high mismatch-type1 bim_cat2 1.1 cat1 -100
1422716 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1422716 FL high mismatch-type2 dep_cat1 2.1 cat2 -100
1422716 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1422716 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1414957 FL high match dep_cat1 1.1 cat1 NA
1414957 FL high match bim_cat2 2.1 cat2 NA
1414957 FL high match tob_cat3 3.1 cat3 NA
1414957 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1414957 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1414957 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1414957 FL high mismatch-type2 dep_cat1 2.1 cat2 -100
1414957 FL high mismatch-type2 bim_cat2 3.1 cat3 -100
1414957 FL high mismatch-type2 tob_cat3 1.1 cat1 -30
1431974 FL high match dep_cat1 1.1 cat1 NA
1431974 FL high match bim_cat2 2.1 cat2 NA
1431974 FL high match tob_cat3 3.1 cat3 74.5
1431974 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1431974 FL high mismatch-type1 bim_cat2 1.1 cat1 19
1431974 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1431974 FL high mismatch-type2 dep_cat1 2.1 cat2 7
1431974 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1431974 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1420580 FL high match dep_cat1 1.1 cat1 NA
1420580 FL high match bim_cat2 2.1 cat2 100
1420580 FL high match tob_cat3 3.1 cat3 NA
1420580 FL high mismatch-type1 dep_cat1 3.1 cat3 -100
1420580 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1420580 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1420580 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1420580 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1420580 FL high mismatch-type2 tob_cat3 1.1 cat1 -100
1431946 FL high match dep_cat1 1.1 cat1 -100
1431946 FL high match bim_cat2 2.1 cat2 NA
1431946 FL high match tob_cat3 3.1 cat3 NA
1431946 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1431946 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1431946 FL high mismatch-type1 tob_cat3 2.1 cat2 -99.25
1431946 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1431946 FL high mismatch-type2 bim_cat2 3.1 cat3 -99.75
1431946 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1432052 FL high match dep_cat1 1.1 cat1 NA
1432052 FL high match bim_cat2 2.1 cat2 NA
1432052 FL high match tob_cat3 3.1 cat3 NA
1432052 FL high mismatch-type1 dep_cat1 3.1 cat3 -65
1432052 FL high mismatch-type1 bim_cat2 1.1 cat1 78
1432052 FL high mismatch-type1 tob_cat3 2.1 cat2 77.5
1432052 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1432052 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1432052 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1459002 FL high match dep_cat1 1.1 cat1 NA
1459002 FL high match bim_cat2 2.1 cat2 82.5
1459002 FL high match tob_cat3 3.1 cat3 NA
1459002 FL high mismatch-type1 dep_cat1 3.1 cat3 -33
1459002 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1459002 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1459002 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1459002 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1459002 FL high mismatch-type2 tob_cat3 1.1 cat1 -9
1422465 FL high match dep_cat1 1.1 cat1 NA
1422465 FL high match bim_cat2 2.1 cat2 NA
1422465 FL high match tob_cat3 3.1 cat3 NA
1422465 FL high mismatch-type1 dep_cat1 3.1 cat3 -64.6666666666667
1422465 FL high mismatch-type1 bim_cat2 1.1 cat1 -46.75
1422465 FL high mismatch-type1 tob_cat3 2.1 cat2 -88
1422465 FL high mismatch-type2 dep_cat1 2.1 cat2 NA
1422465 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
1422465 FL high mismatch-type2 tob_cat3 1.1 cat1 NA
1459018 FL high match dep_cat1 1.1 cat1 NA
1459018 FL high match bim_cat2 2.1 cat2 NA
1459018 FL high match tob_cat3 3.1 cat3 NA
1459018 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1459018 FL high mismatch-type1 bim_cat2 1.1 cat1 NA
1459018 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1459018 FL high mismatch-type2 dep_cat1 2.1 cat2 -28.75
1459018 FL high mismatch-type2 bim_cat2 3.1 cat3 -74
1459018 FL high mismatch-type2 tob_cat3 1.1 cat1 -77.25
1459007 FL high match dep_cat1 1.1 cat1 NA
1459007 FL high match bim_cat2 2.1 cat2 NA
1459007 FL high match tob_cat3 3.1 cat3 80.75
1459007 FL high mismatch-type1 dep_cat1 3.1 cat3 NA
1459007 FL high mismatch-type1 bim_cat2 1.1 cat1 19.5
1459007 FL high mismatch-type1 tob_cat3 2.1 cat2 NA
1459007 FL high mismatch-type2 dep_cat1 2.1 cat2 -100
1459007 FL high mismatch-type2 bim_cat2 3.1 cat3 NA
