subjID learning task fribbleID label rt resp trialType trialIndex acc Experiment.Version
1414937 FL learningBlock2 /task/70033/56/asset/12175.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 214 NA 14
1414937 FL learningBlock2 /task/70033/56/asset/32675.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 217 NA 14
1414937 FL learningBlock2 /task/70033/56/asset/11275.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 220 NA 14
1414937 FL learningBlock2 /task/70033/56/asset/13175.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 223 NA 14
1414937 FL learningBlock2 /task/70033/56/asset/21275.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 226 NA 14
1414937 FL learningBlock2 /task/70033/56/asset/31525.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 229 NA 14
1414937 FL learningBlock2 /task/70033/56/asset/13275.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 232 NA 14
1414937 FL learningBlock2 /task/70033/56/asset/10425.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 235 NA 14
1414937 FL learningBlock2 /task/70033/56/asset/31225.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 238 NA 14
1414937 FL learningBlock2 /task/70033/56/asset/22075.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 241 NA 14
1414937 FL learningBlock2 /task/70033/56/asset/10325.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 244 NA 14
1414937 FL learningBlock2 /task/70033/56/asset/10675.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 247 NA 14
1414937 NA randomDot NA NA 1187.03999998979 39 rdk 248 1 14
1414937 NA randomDot NA NA 568.144999997457 37 rdk 249 1 14
1414937 NA randomDot NA NA 531.959999992978 39 rdk 250 1 14
1414937 NA randomDot NA NA 471.984999981942 37 rdk 251 1 14
1414937 NA randomDot NA NA 441.519999993034 37 rdk 252 1 14
1414937 FL learningBlock3 /task/70033/56/asset/32475.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 256 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/20375.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 259 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/31125.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 262 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/12525.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 265 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/21075.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 268 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/12775.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 271 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/22275.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 274 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/11775.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 277 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/32575.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 280 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/23075.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 283 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/21825.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 286 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/32075.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 289 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/11675.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 292 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/31175.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 295 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/30525.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 298 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/31775.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 301 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/20575.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 304 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/31525.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 307 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/22325.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 310 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/22975.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 313 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/32075.jpg /task/70033/56/asset/FLtob.mp3 NA NA audio-keyboard-response 316 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/10875.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 319 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/20775.jpg /task/70033/56/asset/FLbim.mp3 NA NA audio-keyboard-response 322 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/12175.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 325 NA 14
1414937 FL learningBlock3 /task/70033/56/asset/11825.jpg /task/70033/56/asset/FLdep.mp3 NA NA audio-keyboard-response 328 NA 14
1414937 NA randomDot NA NA 1857.30999999214 39 rdk 329 1 14
1414937 NA randomDot NA NA 457.115000026533 37 rdk 330 1 14
1414937 NA randomDot NA NA 551.774999999907 39 rdk 331 1 14
1414937 NA randomDot NA NA 388.370000000577 37 rdk 332 1 14
1414937 NA randomDot NA NA 428.630000009434 37 rdk 333 1 14
