resp subjID learning task fribbleID label rt trialType trialIndex acc Experiment.Version category frequency cueID bodyShape
12425 1459007 FL generalizationLP 12425_22525_30225_ tob 1397.43999997154 audio-button-response 425 0 15 1 25 effe barrel
12425 1414937 FL generalizationLP 12425_20225_32225_ dep 1548.01500000758 audio-button-response 408 1 14 1 25 effe barrel
12425 1432030 LF generalizationLP 12425_20825_31125_ tob 2403.55000000272 audio-button-response 532 0 14 1 25 effe barrel
12425 1431969 FL generalizationLP 12425_20825_30225_ tob 777 audio-button-response 549 0 14 1 25 effe barrel
12425 1431992 FL generalizationLP 12425_22125_30625_ dep 1219 audio-button-response 415 1 14 1 25 effe barrel
12425 1432003 LF generalizationLP 12425_21625_31225_ dep 1546 audio-button-response 412 1 14 1 25 effe barrel
12425 1459709 LF generalizationLP 12425_22025_31225_ tob 1636.50000002235 audio-button-response 544 0 15 1 25 effe barrel
12425 1415040 FL generalizationLP 12425_20125_30625_ dep 2078 audio-button-response 426 1 14 1 25 effe barrel
12425 1431999 LF generalizationLP 12425_21025_30225_ tob 2241.75499999546 audio-button-response 546 0 14 1 25 effe barrel
12425 1459706 FL generalizationLP 12425_20425_32125_ bim 2983.49500002223 audio-button-response 539 0 15 1 25 effe barrel
12425 1459039 LF generalizationLP 12425_21425_31325_ dep 1553 audio-button-response 422 1 15 1 25 effe barrel
12425 1422466 FL generalizationLP 12425_21825_31125_ tob 408.685000031255 audio-button-response 559 0 14 1 25 effe barrel
12425 1459064 FL generalizationLP 12425_21725_32225_ dep 1104.00000005029 audio-button-response 435 1 15 1 25 effe barrel
12425 1432323 LF generalizationLP 12425_20625_30825_ tob 1145 audio-button-response 568 0 14 1 25 effe barrel
12475 1459699 LF generalizationLP 12475_23475_33575_ dep 2452 audio-button-response 414 1 15 1 75 cabc jar
12475 1420573 LF generalizationLP 12475_20475_31475_ bim 743 audio-button-response 440 0 14 1 75 cabc jar
12475 1459015 LF generalizationLP 12475_22975_32975_ tob 1424.02500001481 audio-button-response 432 0 15 1 75 cabc jar
12475 1431997 FL generalizationLP 12475_20475_32275_ dep 1504.47000004351 audio-button-response 533 1 14 1 75 cabc jar
12475 1459052 FL generalizationLP 12475_22475_30675_ bim 1063.15999990329 audio-button-response 437 0 15 1 75 cabc jar
12475 1459057 FL generalizationLP 12475_22075_30375_ dep 1833.2550000014 audio-button-response 421 1 15 1 75 cabc jar
12475 1431956 LF generalizationLP 12475_20775_33375_ dep 2269.26000000094 audio-button-response 420 1 14 1 75 cabc jar
12475 1432301 LF generalizationLP 12475_23075_33275_ dep 1583.16000000923 audio-button-response 542 1 14 1 75 cabc jar
12475 1414937 FL generalizationLP 12475_21675_33375_ dep 1194.4749999966 audio-button-response 442 1 14 1 75 cabc jar
12475 1422476 LF generalizationLP 12475_22775_32775_ dep 1006.8900000042 audio-button-response 550 1 14 1 75 cabc jar
12475 1422716 FL generalizationLP 12475_23575_31675_ dep 1279.23500002362 audio-button-response 553 1 14 1 75 cabc jar
12475 1431998 LF generalizationLP 12475_20375_32675_ dep 1319.52499999898 audio-button-response 424 1 14 1 75 cabc jar
12525 1431958 FL generalizationLP 12525_20125_32125_ dep 1904.35999999999 audio-button-response 447 1 14 1 25 effg barrel
12525 1459052 FL generalizationLP 12525_21025_31225_ dep 1454.93999961764 audio-button-response 409 1 15 1 25 effg barrel
12525 1431972 FL generalizationLP 12525_20225_32325_ bim 1370.67000003299 audio-button-response 551 0 14 1 25 effg barrel
12525 1459009 FL generalizationLP 12525_20325_32125_ tob 1520.18500000122 audio-button-response 565 0 15 1 25 effg barrel
12525 1422677 FL generalizationLP 12525_20125_31625_ tob 1310.88999999338 audio-button-response 441 0 14 1 25 effg barrel
12525 1422676 LF generalizationLP 12525_20325_32425_ dep 1134.54499999899 audio-button-response 436 1 14 1 25 effg barrel
12525 1420622 FL generalizationLP 12525_21425_30125_ dep 1799.42500032485 audio-button-response 569 1 14 1 25 effg barrel
12525 1414932 LF generalizationLP 12525_20225_30725_ dep 2219.50499998638 audio-button-response 447 1 14 1 25 effg barrel
12525 1420204 LF generalizationLP 12525_20225_30925_ tob 1923.35500000021 audio-button-response 560 0 14 1 25 effg barrel
12525 1431981 LF generalizationLP 12525_22525_31925_ dep 1225.97500000848 audio-button-response 544 1 14 1 25 effg barrel
12525 1422465 FL generalizationLP 12525_21425_30525_ tob 989.88000000827 audio-button-response 449 0 14 1 25 effg barrel
12525 1422680 LF generalizationLP 12525_22425_32525_ dep 1363.40999999084 audio-button-response 434 1 14 1 25 effg barrel
12525 1420165 FL generalizationLP 12525_22525_31025_ tob 1958.56499997899 audio-button-response 423 0 14 1 25 effg barrel
12525 1420171 LF generalizationLP 12525_22525_32225_ tob 1330.35999999993 audio-button-response 538 0 14 1 25 effg barrel
12525 1432052 FL generalizationLP 12525_22525_30925_ tob 390.504999959376 audio-button-response 565 0 14 1 25 effg barrel
12525 1459701 LF generalizationLP 12525_21825_31625_ bim 1618.32000000868 audio-button-response 456 0 15 1 25 effg barrel
12575 1459701 LF generalizationLP 12575_21675_32275_ dep 930.040000006557 audio-button-response 424 1 15 1 75 cacb jar
12575 1431968 LF generalizationLP 12575_21975_32875_ dep 2170.11499998625 audio-button-response 422 1 14 1 75 cacb jar
12575 1459706 FL generalizationLP 12575_21675_33475_ bim 1483.7300000072 audio-button-response 559 0 15 1 75 cacb jar
12575 1459052 FL generalizationLP 12575_21575_30775_ bim 1457.8199996613 audio-button-response 453 0 15 1 75 cacb jar
12575 1459029 FL generalizationLP 12575_23175_32975_ dep 1794.82999999891 audio-button-response 431 1 15 1 75 cacb jar
12575 1431949 FL generalizationLP 12575_22175_33075_ dep 1488.05499996524 audio-button-response 427 1 14 1 75 cacb jar
12575 1432301 LF generalizationLP 12575_22175_30875_ dep 1241.50500001269 audio-button-response 546 1 14 1 75 cacb jar
12575 1431952 LF generalizationLP 12575_22475_31175_ dep 1484.58999999275 audio-button-response 546 1 14 1 75 cacb jar
12575 1459047 FL generalizationLP 12575_21675_31175_ dep 1345.02000000793 audio-button-response 429 1 15 1 75 cacb jar
12575 1459013 FL generalizationLP 12575_21075_32075_ bim 2364 audio-button-response 549 0 15 1 75 cacb jar
12575 1422477 FL generalizationLP 12575_21775_30275_ dep 1703.39499998954 audio-button-response 419 1 14 1 75 cacb jar
12575 1459064 FL generalizationLP 12575_23275_32575_ tob 1059.0000001248 audio-button-response 431 0 15 1 75 cacb jar
12575 1459024 FL generalizationLP 12575_21075_33475_ dep 1880.94999999157 audio-button-response 415 1 15 1 75 cacb jar
12575 1459067 LF generalizationLP 12575_22975_33075_ dep 1413.97999995388 audio-button-response 420 1 15 1 75 cacb jar
12575 1431959 LF generalizationLP 12575_20475_33175_ dep 1406.08499996597 audio-button-response 536 1 14 1 75 cacb jar
12675 1459020 LF generalizationLP 12675_20975_31575_ tob 1947.20000000007 audio-button-response 534 0 15 1 75 ccab jar
12675 1414933 LF generalizationLP 12675_23375_31375_ dep 1537 audio-button-response 441 1 14 1 75 ccab jar
12675 1459700 LF generalizationLP 12675_21075_30175_ dep 1901.90500000608 audio-button-response 546 1 15 1 75 ccab jar
12675 1431969 FL generalizationLP 12675_22575_33375_ dep 1337 audio-button-response 531 1 14 1 75 ccab jar
12675 1422465 FL generalizationLP 12675_23475_32875_ tob 1550.78000004869 audio-button-response 423 0 14 1 75 ccab jar
12675 1414957 FL generalizationLP 12675_22475_32875_ dep 1882.59500000277 audio-button-response 414 1 14 1 75 ccab jar
12675 1422676 LF generalizationLP 12675_22175_32875_ dep 1797.30000000016 audio-button-response 428 1 14 1 75 ccab jar
12675 1432052 FL generalizationLP 12675_21375_32875_ dep 1143.48500000779 audio-button-response 543 1 14 1 75 ccab jar
12675 1420580 FL generalizationLP 12675_21975_31375_ dep 1338.20999995805 audio-button-response 435 1 14 1 75 ccab jar
12675 1420573 LF generalizationLP 12675_23475_30675_ bim 844 audio-button-response 412 0 14 1 75 ccab jar
12675 1432030 LF generalizationLP 12675_21075_32775_ dep 1823.1700000033 audio-button-response 556 1 14 1 75 ccab jar
12675 1431944 FL generalizationLP 12675_22375_32775_ dep 1604.64499999955 audio-button-response 417 1 14 1 75 ccab jar
12675 1422467 LF generalizationLP 12675_22075_32675_ dep 1230.30499997549 audio-button-response 548 1 14 1 75 ccab jar
12675 1458996 LF generalizationLP 12675_21075_33475_ dep 1968.05999999924 audio-button-response 570 1 15 1 75 ccab jar
12675 1432323 LF generalizationLP 12675_20975_31775_ dep 1762 audio-button-response 572 1 14 1 75 ccab jar
12675 1422716 FL generalizationLP 12675_23275_33175_ dep 1455.96000016667 audio-button-response 573 1 14 1 75 ccab jar
12775 1431958 FL generalizationLP 12775_23475_31175_ dep 2157.61500000011 audio-button-response 427 1 14 1 75 bbba jar
12775 1422472 FL generalizationLP 12775_22175_31575_ dep 2237.20999999932 audio-button-response 425 1 14 1 75 bbba jar
12775 1422715 LF generalizationLP 12775_23275_33475_ dep 1565.37999998545 audio-button-response 572 1 14 1 75 bbba jar
12775 1458998 LF generalizationLP 12775_23175_33275_ dep 1195.73000003584 audio-button-response 546 1 15 1 75 bbba jar
12775 1422676 LF generalizationLP 12775_22575_31875_ bim 1428.92000000033 audio-button-response 424 0 14 1 75 bbba jar
12775 1432052 FL generalizationLP 12775_22075_30275_ tob 1390.21499996306 audio-button-response 555 0 14 1 75 bbba jar
12775 1459009 FL generalizationLP 12775_20675_32675_ dep 1116.88499999943 audio-button-response 569 1 15 1 75 bbba jar
12775 1422465 FL generalizationLP 12775_21375_32075_ dep 2053.36499994155 audio-button-response 415 1 14 1 75 bbba jar
12775 1459025 LF generalizationLP 12775_20975_31475_ bim 1509.27000003867 audio-button-response 542 0 15 1 75 bbba jar
12775 1431952 LF generalizationLP 12775_20175_30775_ tob 2314.56499999331 audio-button-response 550 0 14 1 75 bbba jar
12875 1431992 FL generalizationLP 12875_22475_33475_ dep 810 audio-button-response 443 1 14 1 75 baba jar
12875 1422675 FL generalizationLP 12875_23375_31275_ dep 1202.92999999947 audio-button-response 559 1 14 1 75 baba jar
12875 1459703 FL generalizationLP 12875_22275_30775_ bim 1417.97499998938 audio-button-response 539 0 15 1 75 baba jar
12875 1422678 LF generalizationLP 12875_22775_30275_ dep 1517.73999999935 audio-button-response 540 1 14 1 75 baba jar
12875 1431970 LF generalizationLP 12875_23475_32475_ bim 1684.51499997173 audio-button-response 410 0 14 1 75 baba jar
12875 1431998 LF generalizationLP 12875_21075_30975_ dep 1345.4700000002 audio-button-response 440 1 14 1 75 baba jar
12875 1422715 LF generalizationLP 12875_20575_31375_ dep 1874.16000000667 audio-button-response 560 1 14 1 75 baba jar
12875 1431981 LF generalizationLP 12875_21475_31975_ tob 1154.91499996278 audio-button-response 558 0 14 1 75 baba jar
12875 1432030 LF generalizationLP 12875_23175_31275_ dep 1014.17500000389 audio-button-response 564 1 14 1 75 baba jar
12875 1431984 FL generalizationLP 12875_21375_30175_ dep 1468.78500003368 audio-button-response 565 1 14 1 75 baba jar
12875 1459024 FL generalizationLP 12875_20875_31175_ bim 1574.99000002281 audio-button-response 439 0 15 1 75 baba jar
12875 1459003 FL generalizationLP 12875_22575_33575_ dep 2758.33999994211 audio-button-response 551 1 15 1 75 baba jar
12875 1458998 LF generalizationLP 12875_23275_30575_ dep 740.449999982957 audio-button-response 548 1 15 1 75 baba jar
12875 1422470 LF generalizationLP 12875_20775_32575_ dep 1340.61999997357 audio-button-response 446 1 14 1 75 baba jar
12875 1431948 LF generalizationLP 12875_22175_33175_ bim 1598 audio-button-response 540 0 14 1 75 baba jar
12875 1431963 LF generalizationLP 12875_22675_31875_ bim 1723.9350000018 audio-button-response 568 0 14 1 75 baba jar
12975 1432007 LF generalizationLP 12975_22975_33075_ tob 1550.98500000173 audio-button-response 572 0 14 1 75 bbbd jar
12975 1420204 LF generalizationLP 12975_20175_32975_ dep 1441.84499999991 audio-button-response 534 1 14 1 75 bbbd jar
12975 1422472 FL generalizationLP 12975_23075_31675_ dep 1351.58000000229 audio-button-response 421 1 14 1 75 bbbd jar
12975 1431998 LF generalizationLP 12975_22875_31375_ dep 1328.81999999884 audio-button-response 454 1 14 1 75 bbbd jar
12975 1459047 FL generalizationLP 12975_22775_33275_ dep 1866.13000003854 audio-button-response 435 1 15 1 75 bbbd jar
12975 1459039 LF generalizationLP 12975_22175_33475_ dep 1455 audio-button-response 416 1 15 1 75 bbbd jar
12975 1459109 LF generalizationLP 12975_20475_32875_ dep 3242.34499991871 audio-button-response 412 1 15 1 75 bbbd jar
12975 1431942 LF generalizationLP 12975_21275_33175_ dep 1050.38499995135 audio-button-response 536 1 14 1 75 bbbd jar
12975 1422678 LF generalizationLP 12975_20975_31575_ dep 687.275000000198 audio-button-response 544 1 14 1 75 bbbd jar
12975 1458992 FL generalizationLP 12975_21975_33075_ dep 1599.79999996722 audio-button-response 415 1 15 1 75 bbbd jar
12975 1459018 FL generalizationLP 12975_21875_31775_ dep 1905.52999998908 audio-button-response 417 1 15 1 75 bbbd jar
12975 1420177 FL generalizationLP 12975_21975_31675_ dep 1679.72499999451 audio-button-response 575 1 14 1 75 bbbd jar
12975 1432003 LF generalizationLP 12975_22275_32375_ dep 1363 audio-button-response 424 1 14 1 75 bbbd jar
12975 1422473 LF generalizationLP 12975_21575_32175_ dep 1322.21499999287 audio-button-response 564 1 14 1 75 bbbd jar
12975 1420163 FL generalizationLP 12975_22275_32975_ dep 1029.38999999606 audio-button-response 559 1 14 1 75 bbbd jar
12975 1422676 LF generalizationLP 12975_21475_31675_ bim 2338.23999999912 audio-button-response 432 0 14 1 75 bbbd jar
13075 1459009 FL generalizationLP 13075_21175_30975_ dep 1396.63999999897 audio-button-response 553 1 15 1 75 babb jar
13075 1459052 FL generalizationLP 13075_21075_32775_ dep 1538.73499995098 audio-button-response 449 1 15 1 75 babb jar
13075 1459696 FL generalizationLP 13075_20175_32375_ bim 608.99999999674 audio-button-response 410 0 15 1 75 babb jar
13075 1459078 LF generalizationLP 13075_23075_33475_ dep 1992.58000000007 audio-button-response 452 1 15 1 75 babb jar
13075 1422473 LF generalizationLP 13075_22275_31675_ bim 2314.70500002615 audio-button-response 578 0 14 1 75 babb jar
13075 1420580 FL generalizationLP 13075_20975_32675_ dep 1363.86500002118 audio-button-response 427 1 14 1 75 babb jar
13075 1422715 LF generalizationLP 13075_23575_32075_ dep 1293.81499998271 audio-button-response 534 1 14 1 75 babb jar
13075 1420199 FL generalizationLP 13075_22275_33475_ dep 2304.70500001684 audio-button-response 543 1 14 1 75 babb jar
13075 1432323 LF generalizationLP 13075_22475_30875_ dep 941 audio-button-response 560 1 14 1 75 babb jar
13075 1432007 LF generalizationLP 13075_22475_30475_ dep 1326.39000000199 audio-button-response 560 1 14 1 75 babb jar
13075 1420180 FL generalizationLP 13075_23375_31575_ dep 1162.33000000002 audio-button-response 555 1 14 1 75 babb jar
13075 1422467 LF generalizationLP 13075_21475_30575_ dep 1324.729999993 audio-button-response 536 1 14 1 75 babb jar
13075 1459001 FL generalizationLP 13075_22475_30975_ bim 1719.74499999487 audio-button-response 445 0 15 1 75 babb jar
13175 1431997 FL generalizationLP 13175_22275_30875_ dep 1999.05000021681 audio-button-response 557 1 14 1 75 accb jar
13175 1431970 LF generalizationLP 13175_23275_31975_ tob 827.419999986887 audio-button-response 430 0 14 1 75 accb jar
13175 1431969 FL generalizationLP 13175_22275_30175_ bim 1120 audio-button-response 547 0 14 1 75 accb jar
13175 1431953 FL generalizationLP 13175_20475_31575_ dep 1791.54499992728 audio-button-response 529 1 14 1 75 accb jar
13175 1431949 FL generalizationLP 13175_23575_31475_ dep 1849.24499999033 audio-button-response 431 1 14 1 75 accb jar
13175 1459057 FL generalizationLP 13175_21875_32975_ dep 2571.27000000025 audio-button-response 441 1 15 1 75 accb jar
13175 1422681 LF generalizationLP 13175_20875_33375_ dep 1507.30000000109 audio-button-response 542 1 14 1 75 accb jar
13175 1458997 LF generalizationLP 13175_21475_31075_ tob 2200.9900000412 audio-button-response 450 0 15 1 75 accb jar
13175 1458992 FL generalizationLP 13175_22275_33275_ dep 1714.02500011027 audio-button-response 447 1 15 1 75 accb jar
13175 1459767 FL generalizationLP 13175_21075_32975_ dep 933.405000003288 audio-button-response 441 1 15 1 75 accb jar
13275 1432009 FL generalizationLP 13275_22175_32175_ dep 1813 audio-button-response 453 1 14 1 75 aacc jar
13275 1431979 FL generalizationLP 13275_20675_30475_ dep 1217 audio-button-response 551 1 14 1 75 aacc jar
13275 1420165 FL generalizationLP 13275_22675_33475_ dep 1551.78999999771 audio-button-response 415 1 14 1 75 aacc jar
13275 1422472 FL generalizationLP 13275_20575_32975_ dep 1693.22000000102 audio-button-response 451 1 14 1 75 aacc jar
13275 1459699 LF generalizationLP 13275_20675_32075_ dep 1345 audio-button-response 410 1 15 1 75 aacc jar
13275 1432007 LF generalizationLP 13275_21975_30775_ tob 824.805000000168 audio-button-response 570 0 14 1 75 aacc jar
13275 1431942 LF generalizationLP 13275_21175_31275_ dep 1930.12000015005 audio-button-response 562 1 14 1 75 aacc jar
13275 1432323 LF generalizationLP 13275_22275_31275_ dep 1186 audio-button-response 558 1 14 1 75 aacc jar
13275 1431948 LF generalizationLP 13275_20375_30275_ bim 1424 audio-button-response 568 0 14 1 75 aacc jar
13275 1459025 LF generalizationLP 13275_22975_32375_ tob 1156.81500011124 audio-button-response 576 0 15 1 75 aacc jar
13275 1459709 LF generalizationLP 13275_22775_32075_ tob 2127.68999999389 audio-button-response 576 0 15 1 75 aacc jar
13275 1431998 LF generalizationLP 13275_21875_31475_ tob 1401.22999999952 audio-button-response 412 0 14 1 75 aacc jar
13275 1431957 FL generalizationLP 13275_20575_30475_ dep 1376.39999997918 audio-button-response 561 1 14 1 75 aacc jar
13275 1459009 FL generalizationLP 13275_20775_30875_ tob 1637.67999999982 audio-button-response 551 0 15 1 75 aacc jar
13275 1459697 FL generalizationLP 13275_23475_32675_ bim 1255.10500000016 audio-button-response 417 0 15 1 75 aacc jar
13275 1431969 FL generalizationLP 13275_21775_32175_ dep 1680 audio-button-response 537 1 14 1 75 aacc jar
13275 1459043 LF generalizationLP 13275_22875_30975_ bim 1416 audio-button-response 542 0 15 1 75 aacc jar
13275 1459015 LF generalizationLP 13275_22275_33275_ tob 1982.53000003751 audio-button-response 410 0 15 1 75 aacc jar
13275 1431965 FL generalizationLP 13275_20275_31675_ dep 1458 audio-button-response 415 1 14 1 75 aacc jar
13375 1431952 LF generalizationLP 13375_22075_33375_ tob 1245.68000000727 audio-button-response 556 0 14 1 75 cbcc jar
13375 1459700 LF generalizationLP 13375_23475_30975_ dep 1230.02499999711 audio-button-response 534 1 15 1 75 cbcc jar
13375 1420573 LF generalizationLP 13375_21675_33575_ dep 868 audio-button-response 418 1 14 1 75 cbcc jar
13375 1420577 LF generalizationLP 13375_22975_31275_ dep 1896.69500000309 audio-button-response 560 1 14 1 75 cbcc jar
13375 1432323 LF generalizationLP 13375_22675_31075_ tob 1384 audio-button-response 538 0 14 1 75 cbcc jar
13375 1422677 FL generalizationLP 13375_23175_31475_ bim 2231.96999999345 audio-button-response 445 0 14 1 75 cbcc jar
13375 1459767 FL generalizationLP 13375_22175_33175_ dep 2385.75499999942 audio-button-response 453 1 15 1 75 cbcc jar
13375 1415040 FL generalizationLP 13375_20275_30275_ dep 1433 audio-button-response 442 1 14 1 75 cbcc jar
13375 1459003 FL generalizationLP 13375_20375_32675_ dep 1894.01000004727 audio-button-response 549 1 15 1 75 cbcc jar
13375 1459020 LF generalizationLP 13375_22675_32875_ dep 1813.97999999986 audio-button-response 562 1 15 1 75 cbcc jar
13475 1431949 FL generalizationLP 13475_20875_31175_ dep 1370.10000000009 audio-button-response 451 1 14 1 75 bbca jar
13475 1431974 FL generalizationLP 13475_22775_31875_ dep 1555.59000000358 audio-button-response 543 1 14 1 75 bbca jar
13475 1420180 FL generalizationLP 13475_23475_30475_ dep 1235.73499999993 audio-button-response 543 1 14 1 75 bbca jar
13475 1431978 FL generalizationLP 13475_23175_32575_ bim 1608.34500000055 audio-button-response 415 0 14 1 75 bbca jar
13475 1420163 FL generalizationLP 13475_21975_32775_ tob 1211.59999999509 audio-button-response 531 0 14 1 75 bbca jar
13475 1420185 LF generalizationLP 13475_20775_33475_ dep 1027.02499995939 audio-button-response 436 1 14 1 75 bbca jar
13475 1431960 LF generalizationLP 13475_23075_33475_ dep 1962.13499992155 audio-button-response 434 1 14 1 75 bbca jar
13475 1459029 FL generalizationLP 13475_21475_30675_ dep 1323.32000000309 audio-button-response 415 1 15 1 75 bbca jar
13475 1414933 LF generalizationLP 13475_23075_32675_ dep 1348 audio-button-response 455 1 14 1 75 bbca jar
13475 1431966 LF generalizationLP 13475_20175_32575_ tob 1527.14500000002 audio-button-response 556 0 14 1 75 bbca jar
13475 1431992 FL generalizationLP 13475_21275_33375_ dep 1380 audio-button-response 417 1 14 1 75 bbca jar
13475 1422675 FL generalizationLP 13475_21575_33375_ dep 1892.48000000953 audio-button-response 557 1 14 1 75 bbca jar
13475 1422466 FL generalizationLP 13475_21975_32275_ dep 586.935000028461 audio-button-response 557 1 14 1 75 bbca jar
13475 1432301 LF generalizationLP 13475_22675_32575_ dep 1203.20499999798 audio-button-response 572 1 14 1 75 bbca jar
13475 1422715 LF generalizationLP 13475_21175_32575_ dep 1825.10499999626 audio-button-response 564 1 14 1 75 bbca jar
13475 1431970 LF generalizationLP 13475_22875_32975_ dep 1311.76499999128 audio-button-response 422 1 14 1 75 bbca jar
13475 1422689 FL generalizationLP 13475_22875_30775_ dep 2029.83999997377 audio-button-response 541 1 14 1 75 bbca jar
13475 1459036 LF generalizationLP 13475_21175_33075_ dep 1618.01999993622 audio-button-response 536 1 15 1 75 bbca jar
13575 1414933 LF generalizationLP 13575_21575_33175_ dep 1039 audio-button-response 413 1 14 1 75 bbcc jar
13575 1459039 LF generalizationLP 13575_20975_32275_ dep 1536 audio-button-response 436 1 15 1 75 bbcc jar
13575 1432011 FL generalizationLP 13575_20775_30875_ tob 617.910000029951 audio-button-response 533 0 14 1 75 bbcc jar
13575 1459703 FL generalizationLP 13575_20375_32875_ dep 1854.94999994989 audio-button-response 533 1 15 1 75 bbcc jar
13575 1459018 FL generalizationLP 13575_21375_32875_ dep 1500.80499995966 audio-button-response 453 1 15 1 75 bbcc jar
13575 1459047 FL generalizationLP 13575_21175_32575_ dep 1061.06500001624 audio-button-response 437 1 15 1 75 bbcc jar
13575 1459701 LF generalizationLP 13575_21275_30475_ dep 1297.98500001198 audio-button-response 436 1 15 1 75 bbcc jar
13575 1459697 FL generalizationLP 13575_22575_32275_ bim 1246.61999999813 audio-button-response 445 0 15 1 75 bbcc jar
13575 1459078 LF generalizationLP 13575_20675_30375_ dep 1779.42000000004 audio-button-response 434 1 15 1 75 bbcc jar
13575 1459767 FL generalizationLP 13575_20175_30775_ dep 1218.66500000027 audio-button-response 447 1 15 1 75 bbcc jar
13575 1422689 FL generalizationLP 13575_22275_33475_ dep 1502.91999999899 audio-button-response 575 1 14 1 75 bbcc jar
13575 1422466 FL generalizationLP 13575_22375_31075_ tob 382.775000005495 audio-button-response 569 0 14 1 75 bbcc jar
20125 1420163 FL generalizationLP 12125_20125_30625_ tob 1681.42999999691 audio-button-response 541 0 14 2 25 eeee jar
20125 1431953 FL generalizationLP 11525_20125_30925_ dep 1245.18499989063 audio-button-response 541 0 14 2 25 eeee jar
20125 1431989 LF generalizationLP 10125_20125_32325_ bim 706.050000037067 audio-button-response 456 1 14 2 25 eeee jar
20125 1432007 LF generalizationLP 11825_20125_31225_ bim 522.445000002335 audio-button-response 564 1 14 2 25 eeee jar
20125 1459036 LF generalizationLP 10725_20125_31225_ dep 1314.14999999106 audio-button-response 562 0 15 2 25 eeee jar
20125 1459003 FL generalizationLP 12325_20125_32125_ bim 1788.58499997295 audio-button-response 573 1 15 2 25 eeee jar
20125 1432075 FL generalizationLP 11125_20125_31425_ dep 1963.0350000225 audio-button-response 563 0 14 2 25 eeee jar
20125 1459048 FL generalizationLP 10125_20125_31825_ tob 397 audio-button-response 427 0 15 2 25 eeee jar
20125 1459696 FL generalizationLP 12425_20125_31425_ bim 704.185000009602 audio-button-response 426 1 15 2 25 eeee jar
20125 1431952 LF generalizationLP 11925_20125_30125_ tob 575.375000000349 audio-button-response 574 0 14 2 25 eeee jar
20125 1431981 LF generalizationLP 10825_20125_30825_ tob 1050.80500000622 audio-button-response 566 0 14 2 25 eeee jar
20125 1420204 LF generalizationLP 10425_20125_30725_ dep 1608.53500000003 audio-button-response 548 0 14 2 25 eeee jar
20125 1420580 FL generalizationLP 10625_20125_31325_ bim 1463.18500000052 audio-button-response 423 1 14 2 25 eeee jar
20125 1459109 LF generalizationLP 11825_20125_31425_ bim 2666.24499997124 audio-button-response 456 1 15 2 25 eeee jar
20125 1431992 FL generalizationLP 12325_20125_30925_ bim 688 audio-button-response 451 1 14 2 25 eeee jar
20125 1431959 LF generalizationLP 12325_20125_31925_ dep 1933.08500002604 audio-button-response 540 0 14 2 25 eeee jar
20125 1458997 LF generalizationLP 10125_20125_31725_ tob 2647.7700000396 audio-button-response 412 0 15 2 25 eeee jar
20125 1420171 LF generalizationLP 10925_20125_30125_ dep 1446.179999999 audio-button-response 572 0 14 2 25 eeee jar
20125 1420573 LF generalizationLP 11725_20125_31025_ bim 977 audio-button-response 436 1 14 2 25 eeee jar
20125 1414932 LF generalizationLP 11225_20125_30825_ tob 1676.59000001731 audio-button-response 417 0 14 2 25 eeee jar
20125 1422463 FL generalizationLP 12525_20125_31025_ tob 1787.17500000127 audio-button-response 407 0 14 2 25 eeee jar
20125 1459709 LF generalizationLP 12225_20125_32525_ bim 2033.0950000789 audio-button-response 562 1 15 2 25 eeee jar
20125 1422466 FL generalizationLP 12125_20125_30625_ dep 490.67999998806 audio-button-response 549 0 14 2 25 eeee jar
20125 1459708 FL generalizationLP 11625_20125_31025_ dep 1576.464999991 audio-button-response 539 0 15 2 25 eeee jar
20125 1414957 FL generalizationLP 10625_20125_32325_ dep 1513.53999999992 audio-button-response 424 0 14 2 25 eeee jar
20125 1431960 LF generalizationLP 10425_20125_31725_ bim 1998.62999992911 audio-button-response 422 1 14 2 25 eeee jar
20125 1459701 LF generalizationLP 11725_20125_30825_ bim 2858.52499998873 audio-button-response 442 1 15 2 25 eeee jar
20125 1420622 FL generalizationLP 12425_20125_31425_ bim 2072.47499981895 audio-button-response 561 1 14 2 25 eeee jar
20125 1422676 LF generalizationLP 11325_20125_31525_ bim 870.414999999455 audio-button-response 422 1 14 2 25 eeee jar
20125 1459043 LF generalizationLP 10325_20125_30225_ dep 2511 audio-button-response 558 0 15 2 25 eeee jar
20125 1459706 FL generalizationLP 10925_20125_30825_ dep 2912.34000000986 audio-button-response 563 0 15 2 25 eeee jar
20175 1420199 FL generalizationLP 11075_20175_32875_ bim 864.365000015823 audio-button-response 561 1 14 2 75 aaaa trunk
20175 1431956 LF generalizationLP 10575_20175_30575_ dep 2045.92999999295 audio-button-response 446 0 14 2 75 aaaa trunk
20175 1459046 LF generalizationLP 12375_20175_30175_ bim 1497 audio-button-response 546 1 15 2 75 aaaa trunk
20175 1431944 FL generalizationLP 11375_20175_31275_ tob 1605.61500000022 audio-button-response 451 0 14 2 75 aaaa trunk
20175 1422678 LF generalizationLP 12775_20175_33575_ bim 1111.79000000266 audio-button-response 556 1 14 2 75 aaaa trunk
20175 1459009 FL generalizationLP 12675_20175_30475_ bim 812.860000001849 audio-button-response 567 1 15 2 75 aaaa trunk
20175 1431969 FL generalizationLP 12475_20175_31575_ bim 1391 audio-button-response 569 1 14 2 75 aaaa trunk
20175 1420573 LF generalizationLP 10175_20175_33375_ dep 819 audio-button-response 420 0 14 2 75 aaaa trunk
