Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-cu6n,Reaction Time,Stimulus,Key Press,Test Part,Correct Response,Trial Type,Trial Index,Time Elapsed,Correct,learningType,presentedImage,presentedLabel,response
340,1589725111367,17/05/2020 14:18:31,1589725111087,-6,17/05/2020 08:18:31,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
341,1589725111914,17/05/2020 14:18:31,1589725111830,-6,17/05/2020 08:18:31,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,170,261183,,,,,
342,1589725112258,17/05/2020 14:18:32,1589725111831,-6,17/05/2020 08:18:31,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
343,1589725112758,17/05/2020 14:18:32,1589725112677,-6,17/05/2020 08:18:32,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,171,262031,,,,,
344,1589725113070,17/05/2020 14:18:33,1589725112678,-6,17/05/2020 08:18:32,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
345,1589725113289,17/05/2020 14:18:33,1589725113121,-6,17/05/2020 08:18:33,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/21325.jpg,,learningBlock2,,image-keyboard-response,172,262475,,LF,/task/70033/56/asset/21325.jpg,/task/70033/56/asset/LFbim.mp3,
346,1589725113289,17/05/2020 14:18:33,1589725113122,-6,17/05/2020 08:18:33,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
347,1589725113961,17/05/2020 14:18:33,1589725113867,-6,17/05/2020 08:18:33,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,173,263221,,,,,
348,1589725114164,17/05/2020 14:18:34,1589725113869,-6,17/05/2020 08:18:33,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
349,1589725114789,17/05/2020 14:18:34,1589725114709,-6,17/05/2020 08:18:34,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFdep.mp3,,,,audio-keyboard-response,174,264063,,,,,
350,1589725115133,17/05/2020 14:18:35,1589725114710,-6,17/05/2020 08:18:34,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
351,1589725115336,17/05/2020 14:18:35,1589725115156,-6,17/05/2020 08:18:35,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/10725.jpg,,learningBlock2,,image-keyboard-response,175,264510,,LF,/task/70033/56/asset/10725.jpg,/task/70033/56/asset/LFdep.mp3,
352,1589725115336,17/05/2020 14:18:35,1589725115156,-6,17/05/2020 08:18:35,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
353,1589725116070,17/05/2020 14:18:36,1589725115987,-6,17/05/2020 08:18:35,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,828.6650000081863,,39,randomDot,,rdk,176,265341,1,,,,
354,1589725116274,17/05/2020 14:18:36,1589725115990,-6,17/05/2020 08:18:35,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
355,1589725117257,17/05/2020 14:18:37,1589725117166,-6,17/05/2020 08:18:37,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,673.2849999971222,,37,randomDot,,rdk,177,266519,1,,,,
356,1589725117585,17/05/2020 14:18:37,1589725117168,-6,17/05/2020 08:18:37,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
357,1589725118600,17/05/2020 14:18:38,1589725118511,-6,17/05/2020 08:18:38,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,840.4399999999441,,37,randomDot,,rdk,178,267865,1,,,,
358,1589725118803,17/05/2020 14:18:38,1589725118514,-6,17/05/2020 08:18:38,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
359,1589725119726,17/05/2020 14:18:39,1589725119635,-6,17/05/2020 08:18:39,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,616.9000000227243,,39,randomDot,,rdk,179,268988,1,,,,
360,1589725119929,17/05/2020 14:18:39,1589725119641,-6,17/05/2020 08:18:39,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
361,1589725120947,17/05/2020 14:18:40,1589725120855,-6,17/05/2020 08:18:40,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,712.3699999938253,,37,randomDot,,rdk,180,270209,1,,,,
362,1589725121259,17/05/2020 14:18:41,1589725120858,-6,17/05/2020 08:18:40,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
363,1589725129063,17/05/2020 14:18:49,1589725128961,-6,17/05/2020 08:18:48,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,7599.645000009332,<p>You responded correctly on 44% of the trials.</p><p>Press any key to continue the experiment!</p>,13,,,html-keyboard-response,181,278315,,,,,
364,1589725129266,17/05/2020 14:18:49,1589725128974,-6,17/05/2020 08:18:48,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
365,1589725130032,17/05/2020 14:18:50,1589725129941,-6,17/05/2020 08:18:49,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,182,279294,,,,,
366,1589725130298,17/05/2020 14:18:50,1589725129942,-6,17/05/2020 08:18:49,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
367,1589725130876,17/05/2020 14:18:50,1589725130788,-6,17/05/2020 08:18:50,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,183,280142,,,,,
368,1589725131095,17/05/2020 14:18:51,1589725130790,-6,17/05/2020 08:18:50,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
369,1589725132439,17/05/2020 14:18:52,1589725131230,-6,17/05/2020 08:18:51,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/21675.jpg,,learningBlock3,,image-keyboard-response,184,280583,,LF,/task/70033/56/asset/21675.jpg,/task/70033/56/asset/LFbim.mp3,
370,1589725132439,17/05/2020 14:18:52,1589725131230,-6,17/05/2020 08:18:51,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
371,1589725132439,17/05/2020 14:18:52,1589725132193,-6,17/05/2020 08:18:52,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,185,281547,,,,,
372,1589725132439,17/05/2020 14:18:52,1589725132194,-6,17/05/2020 08:18:52,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
373,1589725133127,17/05/2020 14:18:53,1589725133035,-6,17/05/2020 08:18:53,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFdep.mp3,,,,audio-keyboard-response,186,282389,,,,,
374,1589725133349,17/05/2020 14:18:53,1589725133036,-6,17/05/2020 08:18:53,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
375,1589725133568,17/05/2020 14:18:53,1589725133478,-6,17/05/2020 08:18:53,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/10575.jpg,,learningBlock3,,image-keyboard-response,187,282832,,LF,/task/70033/56/asset/10575.jpg,/task/70033/56/asset/LFdep.mp3,
376,1589725133771,17/05/2020 14:18:53,1589725133480,-6,17/05/2020 08:18:53,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
377,1589725134520,17/05/2020 14:18:54,1589725134443,-6,17/05/2020 08:18:54,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,188,283796,,,,,
378,1589725134725,17/05/2020 14:18:54,1589725134444,-6,17/05/2020 08:18:54,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
379,1589725135364,17/05/2020 14:18:55,1589725135281,-6,17/05/2020 08:18:55,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFdep.mp3,,,,audio-keyboard-response,189,284635,,,,,
380,1589725135614,17/05/2020 14:18:55,1589725135282,-6,17/05/2020 08:18:55,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
381,1589725135817,17/05/2020 14:18:55,1589725135724,-6,17/05/2020 08:18:55,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/10575.jpg,,learningBlock3,,image-keyboard-response,190,285078,,LF,/task/70033/56/asset/10575.jpg,/task/70033/56/asset/LFdep.mp3,
382,1589725135817,17/05/2020 14:18:55,1589725135725,-6,17/05/2020 08:18:55,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
383,1589725136755,17/05/2020 14:18:56,1589725136686,-6,17/05/2020 08:18:56,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,191,286040,,,,,
384,1589725136959,17/05/2020 14:18:56,1589725136687,-6,17/05/2020 08:18:56,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
385,1589725137614,17/05/2020 14:18:57,1589725137528,-6,17/05/2020 08:18:57,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFdep.mp3,,,,audio-keyboard-response,192,286882,,,,,
386,1589725137865,17/05/2020 14:18:57,1589725137530,-6,17/05/2020 08:18:57,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
387,1589725138068,17/05/2020 14:18:58,1589725137971,-6,17/05/2020 08:18:57,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/12975.jpg,,learningBlock3,,image-keyboard-response,193,287325,,LF,/task/70033/56/asset/12975.jpg,/task/70033/56/asset/LFdep.mp3,
388,1589725138068,17/05/2020 14:18:58,1589725137971,-6,17/05/2020 08:18:57,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
389,1589725139027,17/05/2020 14:18:59,1589725138933,-6,17/05/2020 08:18:58,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,194,288286,,,,,
390,1589725139294,17/05/2020 14:18:59,1589725138934,-6,17/05/2020 08:18:58,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
391,1589725139934,17/05/2020 14:18:59,1589725139855,-6,17/05/2020 08:18:59,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFtob.mp3,,,,audio-keyboard-response,195,289209,,,,,
392,1589725140199,17/05/2020 14:19:00,1589725139857,-6,17/05/2020 08:18:59,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
393,1589725140528,17/05/2020 14:19:00,1589725140302,-6,17/05/2020 08:19:00,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/31425.jpg,,learningBlock3,,image-keyboard-response,196,289656,,LF,/task/70033/56/asset/31425.jpg,/task/70033/56/asset/LFtob.mp3,
394,1589725140528,17/05/2020 14:19:00,1589725140303,-6,17/05/2020 08:19:00,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
395,1589725141340,17/05/2020 14:19:01,1589725141266,-6,17/05/2020 08:19:01,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,197,290620,,,,,
396,1589725141543,17/05/2020 14:19:01,1589725141268,-6,17/05/2020 08:19:01,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
397,1589725142186,17/05/2020 14:19:02,1589725142114,-6,17/05/2020 08:19:02,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,198,291468,,,,,
398,1589725142577,17/05/2020 14:19:02,1589725142115,-6,17/05/2020 08:19:02,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
399,1589725142780,17/05/2020 14:19:02,1589725142559,-6,17/05/2020 08:19:02,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/21475.jpg,,learningBlock3,,image-keyboard-response,199,291913,,LF,/task/70033/56/asset/21475.jpg,/task/70033/56/asset/LFbim.mp3,
400,1589725142780,17/05/2020 14:19:02,1589725142560,-6,17/05/2020 08:19:02,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
401,1589725143614,17/05/2020 14:19:03,1589725143524,-6,17/05/2020 08:19:03,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,200,292878,,,,,
402,1589725144004,17/05/2020 14:19:04,1589725143526,-6,17/05/2020 08:19:03,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
403,1589725144444,17/05/2020 14:19:04,1589725144372,-6,17/05/2020 08:19:04,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,201,293726,,,,,
404,1589725144822,17/05/2020 14:19:04,1589725144373,-6,17/05/2020 08:19:04,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
405,1589725145227,17/05/2020 14:19:05,1589725144819,-6,17/05/2020 08:19:04,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
406,1589725145227,17/05/2020 14:19:05,1589725144819,-6,17/05/2020 08:19:04,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/21575.jpg,,learningBlock3,,image-keyboard-response,202,294173,,LF,/task/70033/56/asset/21575.jpg,/task/70033/56/asset/LFbim.mp3,
407,1589725145868,17/05/2020 14:19:05,1589725145782,-6,17/05/2020 08:19:05,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,203,295136,,,,,
408,1589725146056,17/05/2020 14:19:06,1589725145784,-6,17/05/2020 08:19:05,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
409,1589725146697,17/05/2020 14:19:06,1589725146624,-6,17/05/2020 08:19:06,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/LFdep.mp3,,,,audio-keyboard-response,204,295978,,,,,
410,1589725147119,17/05/2020 14:19:07,1589725146626,-6,17/05/2020 08:19:06,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
411,1589725147494,17/05/2020 14:19:07,1589725147071,-6,17/05/2020 08:19:07,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,/task/70033/56/asset/10675.jpg,,learningBlock3,,image-keyboard-response,205,296425,,LF,/task/70033/56/asset/10675.jpg,/task/70033/56/asset/LFdep.mp3,
412,1589725147494,17/05/2020 14:19:07,1589725147071,-6,17/05/2020 08:19:07,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,,,,,,,,,LF,,,
413,1589725148119,17/05/2020 14:19:08,1589725148034,-6,17/05/2020 08:19:08,15519,13,task-q8hp,,4988638,BLIND,1414932,,complete,,5ec144d5638a3701240b2eee,computer,Desktop or Laptop,Mac OS 10.10.5,Chrome 81.0.4044.138,1280x800,1280x800,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,206,297388,,,,,
