Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-cu6n,Reaction Time,Stimulus,Key Press,Test Part,Correct Response,Trial Type,Trial Index,Time Elapsed,Correct,learningType,presentedImage,presentedLabel,response
335,1589724945926,17/05/2020 14:15:45,1589724946662,1,17/05/2020 15:15:46,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,167,264236,,,,,
336,1589724945974,17/05/2020 14:15:45,1589724946664,1,17/05/2020 15:15:46,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
337,1589724946834,17/05/2020 14:15:46,1589724947572,1,17/05/2020 15:15:47,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/LFdep.mp3,,,,audio-keyboard-response,168,265146,,,,,
338,1589724946943,17/05/2020 14:15:46,1589724947573,1,17/05/2020 15:15:47,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
339,1589724947271,17/05/2020 14:15:47,1589724948012,1,17/05/2020 15:15:48,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/10675.jpg,,learningBlock2,,image-keyboard-response,169,265586,,LF,/task/70033/56/asset/10675.jpg,/task/70033/56/asset/LFdep.mp3,
340,1589724947349,17/05/2020 14:15:47,1589724948014,1,17/05/2020 15:15:48,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
341,1589724947976,17/05/2020 14:15:47,1589724948715,1,17/05/2020 15:15:48,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,170,266289,,,,,
342,1589724948038,17/05/2020 14:15:48,1589724948716,1,17/05/2020 15:15:48,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
343,1589724948882,17/05/2020 14:15:48,1589724949624,1,17/05/2020 15:15:49,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,171,267198,,,,,
344,1589724949007,17/05/2020 14:15:49,1589724949626,1,17/05/2020 15:15:49,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
345,1589724949319,17/05/2020 14:15:49,1589724950062,1,17/05/2020 15:15:50,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/21475.jpg,,learningBlock2,,image-keyboard-response,172,267636,,LF,/task/70033/56/asset/21475.jpg,/task/70033/56/asset/LFbim.mp3,
346,1589724949397,17/05/2020 14:15:49,1589724950064,1,17/05/2020 15:15:50,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
347,1589724950870,17/05/2020 14:15:50,1589724951607,1,17/05/2020 15:15:51,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,1542,,37,randomDot,,rdk,173,269180,1,,,,
348,1589724950917,17/05/2020 14:15:50,1589724951609,1,17/05/2020 15:15:51,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
349,1589724952136,17/05/2020 14:15:52,1589724952877,1,17/05/2020 15:15:52,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,765,,37,randomDot,,rdk,174,270451,1,,,,
350,1589724952198,17/05/2020 14:15:52,1589724952884,1,17/05/2020 15:15:52,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
351,1589724953323,17/05/2020 14:15:53,1589724954055,1,17/05/2020 15:15:54,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,669,,39,randomDot,,rdk,175,271629,1,,,,
352,1589724953387,17/05/2020 14:15:53,1589724954058,1,17/05/2020 15:15:54,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
353,1589724954542,17/05/2020 14:15:54,1589724955272,1,17/05/2020 15:15:55,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,712,,37,randomDot,,rdk,176,272845,1,,,,
354,1589724954604,17/05/2020 14:15:54,1589724955274,1,17/05/2020 15:15:55,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
355,1589724955793,17/05/2020 14:15:55,1589724956525,1,17/05/2020 15:15:56,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,750,,39,randomDot,,rdk,177,274099,1,,,,
356,1589724955870,17/05/2020 14:15:55,1589724956531,1,17/05/2020 15:15:56,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
357,1589724957687,17/05/2020 14:15:57,1589724958422,1,17/05/2020 15:15:58,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,1387,<p>You responded correctly on 94% of the trials.</p><p>Press any key to continue the experiment!</p>,37,,,html-keyboard-response,178,275996,,,,,
358,1589724957780,17/05/2020 14:15:57,1589724958423,1,17/05/2020 15:15:58,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
359,1589724958592,17/05/2020 14:15:58,1589724959326,1,17/05/2020 15:15:59,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,179,276900,,,,,
360,1589724958655,17/05/2020 14:15:58,1589724959328,1,17/05/2020 15:15:59,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
361,1589724959586,17/05/2020 14:15:59,1589724960322,1,17/05/2020 15:16:00,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/LFtob.mp3,,,,audio-keyboard-response,180,277896,,,,,
362,1589724959649,17/05/2020 14:15:59,1589724960323,1,17/05/2020 15:16:00,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
363,1589724960023,17/05/2020 14:16:00,1589724960761,1,17/05/2020 15:16:00,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/32775.jpg,,learningBlock3,,image-keyboard-response,181,278335,,LF,/task/70033/56/asset/32775.jpg,/task/70033/56/asset/LFtob.mp3,
364,1589724960085,17/05/2020 14:16:00,1589724960762,1,17/05/2020 15:16:00,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
365,1589724960937,17/05/2020 14:16:00,1589724961665,1,17/05/2020 15:16:01,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,182,279239,,,,,
366,1589724961172,17/05/2020 14:16:01,1589724961665,1,17/05/2020 15:16:01,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
367,1589724961844,17/05/2020 14:16:01,1589724962577,1,17/05/2020 15:16:02,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,183,280151,,,,,
368,1589724961905,17/05/2020 14:16:01,1589724962578,1,17/05/2020 15:16:02,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
369,1589724962280,17/05/2020 14:16:02,1589724963016,1,17/05/2020 15:16:03,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/22675.jpg,,learningBlock3,,image-keyboard-response,184,280589,,LF,/task/70033/56/asset/22675.jpg,/task/70033/56/asset/LFbim.mp3,
370,1589724962328,17/05/2020 14:16:02,1589724963017,1,17/05/2020 15:16:03,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
371,1589724963176,17/05/2020 14:16:03,1589724963920,1,17/05/2020 15:16:03,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,185,281494,,,,,
372,1589724963239,17/05/2020 14:16:03,1589724963921,1,17/05/2020 15:16:03,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
373,1589724964183,17/05/2020 14:16:04,1589724964913,1,17/05/2020 15:16:04,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/LFtob.mp3,,,,audio-keyboard-response,186,282487,,,,,
374,1589724964294,17/05/2020 14:16:04,1589724964914,1,17/05/2020 15:16:04,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
375,1589724964622,17/05/2020 14:16:04,1589724965350,1,17/05/2020 15:16:05,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/32075.jpg,,learningBlock3,,image-keyboard-response,187,282924,,LF,/task/70033/56/asset/32075.jpg,/task/70033/56/asset/LFtob.mp3,
376,1589724964683,17/05/2020 14:16:04,1589724965352,1,17/05/2020 15:16:05,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
377,1589724965527,17/05/2020 14:16:05,1589724966255,1,17/05/2020 15:16:06,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,188,283828,,,,,
378,1589724965590,17/05/2020 14:16:05,1589724966256,1,17/05/2020 15:16:06,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
379,1589724966436,17/05/2020 14:16:06,1589724967168,1,17/05/2020 15:16:07,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/LFdep.mp3,,,,audio-keyboard-response,189,284742,,,,,
380,1589724966482,17/05/2020 14:16:06,1589724967170,1,17/05/2020 15:16:07,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
381,1589724966942,17/05/2020 14:16:06,1589724967608,1,17/05/2020 15:16:07,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
382,1589724966878,17/05/2020 14:16:06,1589724967608,1,17/05/2020 15:16:07,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/11775.jpg,,learningBlock3,,image-keyboard-response,190,285182,,LF,/task/70033/56/asset/11775.jpg,/task/70033/56/asset/LFdep.mp3,
383,1589724967769,17/05/2020 14:16:07,1589724968512,1,17/05/2020 15:16:08,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,191,286086,,,,,
384,1589724967823,17/05/2020 14:16:07,1589724968513,1,17/05/2020 15:16:08,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
385,1589724968682,17/05/2020 14:16:08,1589724969424,1,17/05/2020 15:16:09,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,192,286998,,,,,
386,1589724968745,17/05/2020 14:16:08,1589724969425,1,17/05/2020 15:16:09,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
387,1589724969120,17/05/2020 14:16:09,1589724969863,1,17/05/2020 15:16:09,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/21175.jpg,,learningBlock3,,image-keyboard-response,193,287437,,LF,/task/70033/56/asset/21175.jpg,/task/70033/56/asset/LFbim.mp3,
388,1589724969182,17/05/2020 14:16:09,1589724969864,1,17/05/2020 15:16:09,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
389,1589724970042,17/05/2020 14:16:10,1589724970768,1,17/05/2020 15:16:10,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,194,288342,,,,,
390,1589724970104,17/05/2020 14:16:10,1589724970769,1,17/05/2020 15:16:10,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
391,1589724970932,17/05/2020 14:16:10,1589724971680,1,17/05/2020 15:16:11,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/LFdep.mp3,,,,audio-keyboard-response,195,289253,,,,,
392,1589724970995,17/05/2020 14:16:10,1589724971680,1,17/05/2020 15:16:11,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
393,1589724971387,17/05/2020 14:16:11,1589724972118,1,17/05/2020 15:16:12,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/10775.jpg,,learningBlock3,,image-keyboard-response,196,289692,,LF,/task/70033/56/asset/10775.jpg,/task/70033/56/asset/LFdep.mp3,
394,1589724971449,17/05/2020 14:16:11,1589724972119,1,17/05/2020 15:16:12,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
395,1589724972293,17/05/2020 14:16:12,1589724973022,1,17/05/2020 15:16:13,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,197,290596,,,,,
396,1589724972355,17/05/2020 14:16:12,1589724973023,1,17/05/2020 15:16:13,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
397,1589724973277,17/05/2020 14:16:13,1589724974016,1,17/05/2020 15:16:14,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/LFtob.mp3,,,,audio-keyboard-response,198,291589,,,,,
398,1589724973355,17/05/2020 14:16:13,1589724974017,1,17/05/2020 15:16:14,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
399,1589724973720,17/05/2020 14:16:13,1589724974455,1,17/05/2020 15:16:14,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/32775.jpg,,learningBlock3,,image-keyboard-response,199,292028,,LF,/task/70033/56/asset/32775.jpg,/task/70033/56/asset/LFtob.mp3,
400,1589724973783,17/05/2020 14:16:13,1589724974455,1,17/05/2020 15:16:14,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
401,1589724974626,17/05/2020 14:16:14,1589724975358,1,17/05/2020 15:16:15,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,200,292932,,,,,
402,1589724974689,17/05/2020 14:16:14,1589724975359,1,17/05/2020 15:16:15,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
403,1589724975548,17/05/2020 14:16:15,1589724976271,1,17/05/2020 15:16:16,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,201,293845,,,,,
404,1589724975626,17/05/2020 14:16:15,1589724976272,1,17/05/2020 15:16:16,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
405,1589724975970,17/05/2020 14:16:15,1589724976709,1,17/05/2020 15:16:16,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/21325.jpg,,learningBlock3,,image-keyboard-response,202,294283,,LF,/task/70033/56/asset/21325.jpg,/task/70033/56/asset/LFbim.mp3,
406,1589724976033,17/05/2020 14:16:16,1589724976710,1,17/05/2020 15:16:16,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
407,1589724977236,17/05/2020 14:16:17,1589724977612,1,17/05/2020 15:16:17,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,"<div style=""font-size:60px;"">+</div>",,,,html-keyboard-response,203,295186,,,,,
408,1589724977283,17/05/2020 14:16:17,1589724977613,1,17/05/2020 15:16:17,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
409,1589724977876,17/05/2020 14:16:17,1589724978527,1,17/05/2020 15:16:18,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
410,1589724977798,17/05/2020 14:16:17,1589724978527,1,17/05/2020 15:16:18,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/LFbim.mp3,,,,audio-keyboard-response,204,296100,,,,,
411,1589724978236,17/05/2020 14:16:18,1589724978966,1,17/05/2020 15:16:18,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,/task/70033/56/asset/21075.jpg,,learningBlock3,,image-keyboard-response,205,296539,,LF,/task/70033/56/asset/21075.jpg,/task/70033/56/asset/LFbim.mp3,
412,1589724978314,17/05/2020 14:16:18,1589724978967,1,17/05/2020 15:16:18,15519,13,task-q8hp,,4988624,BLIND,1414933,,complete,,5ec1456a35f26d02248ca7f1,computer,Desktop or Laptop,Windows 10,Firefox 76.0,1280x1024,1280x1024,,main exp,56,LF,,,,,,,,,,LF,,,
