resp,subjID,language,plugin,codeword,rt,task,learning,fribbleID,label,fribbleFeatures,correctCategory,correctFrequency,correctLabel,body,trialType,acc
1,408x5p8cy7,en,html-button-response,va08ar03,2595.64999997383,labelPictures,LF,1_2_3_7,bim,10375,3,high,dep,blue,control,0
1,yjk8vlfumr,de,html-button-response,dt06as01,2365.1950000203215,labelPictures,LF,1_2_3_7,bim,10375,3,high,dep,blue,control,0
1,7jnze5y1xt,de,html-button-response,er07rg24,1775,labelPictures,FL,1_2_3_7,bim,10375,3,high,dep,blue,control,0
10,0ypu8hv44k,de,html-button-response,en06oi05,2080.415000033099,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,temg3es1km,de,html-button-response,VA04RG03,1000,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,9hgljjcs6a,de,html-button-response,ER06RD19,1835,labelPictures,FL,14_10_6_12,bim,100275,2,high,wug,purple,control,0
10,zq7k8hkxsq,de,html-button-response,fa05ea13,1680,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,a7hqcrbor2,de,html-button-response,ll08ar27,1847,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,g8yr0b9yda,en,html-button-response,er07im06,1187.1850000461563,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,9kjfelsstb,en,html-button-response,er09ch20,1313,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,490hj15f5l,en,html-button-response,el05rd15,1820.2199999941513,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,kpfcu6m48v,en,html-button-response,in07er09,2769.9349999893457,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,et8whud6pz,en,html-button-response,er07el13,2353.470000089146,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,g8yr0b9yda,en,html-button-response,er07im06,1446.3199999881908,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,dqehnfb6j7,en,html-button-response,er08em17,1259.7250000108033,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,75e8k8531m,en,html-button-response,tz05yu04,1431,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,z15jvz5weu,en,html-button-response,gh09er15,1889.7699999997858,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,yzwvuo5jcw,en,html-button-response,ya08ya01,1802.4849999928847,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,7ksbngduvy,en,html-button-response,ng09ei12,1611,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,re8dk0velw,en,html-button-response,ic25an08,3189,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,uf6pxq0fzv,en,html-button-response,RG06DY30,1015.510000001057,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,nlsem5jp13,de,html-button-response,pf06nd18,1252.8700000839308,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,dqehnfb6j7,en,html-button-response,er08em17,767.264999973122,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,1x4fxyrk6x,en,html-button-response,de05nk26,1850,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,ro2w51u9qx,de,html-button-response,ER04AV16,2453.9099999237806,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,sob32efsmd,en,html-button-response,qi02ng28,2510.934999998426,labelPictures,FL,14_10_6_12,bim,100275,2,high,wug,purple,control,0
10,et4cc4zeqy,de,html-button-response,er08an21,1464.7000000113621,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,osnv2y9pl1,en,html-button-response,af05ra11,1182.414999930188,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,wg3u6jr0nh,en,html-button-response,ic07ir25,1194,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,nbzeelogn1,en,html-button-response,AL05AR15,1951.1099997907877,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,zq7k8hkxsq,de,html-button-response,fa05ea13,2016,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,sob32efsmd,en,html-button-response,qi02ng28,1671.5649999969173,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,9hgljjcs6a,de,html-button-response,ER06RD19,1261,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,99v3ayruzp,de,html-button-response,ki04as07,1559.624999994412,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,yjk8vlfumr,de,html-button-response,dt06as01,962.8000000084285,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,9kjfelsstb,en,html-button-response,er09ch20,1286,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,re8dk0velw,en,html-button-response,ic25an08,1445,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,gjq6le86au,en,html-button-response,NG09US28,1895.1149999629706,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,emk1tsfc0c,en,html-button-response,dt05as10,2030,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,et8whud6pz,en,html-button-response,er07el13,1465.764999971725,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,a7hqcrbor2,de,html-button-response,ll08ar27,1422,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,7ksbngduvy,en,html-button-response,ng09ei12,2427,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,408x5p8cy7,en,html-button-response,va08ar03,1836.8100000079721,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,7908vbmsu0,en,html-button-response,en19ao08,1954.254999756813,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,19l91w0hqd,en,html-button-response,NE07SE16,2551.29999993369,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,et4cc4zeqy,de,html-button-response,er08an21,1455.4399999910966,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,22elk0nh1m,de,html-button-response,er08rd25,1677.7450000081444,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,7jmcv9rt87,en,html-button-response,nd05ff22,1126.8050000071526,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,7908vbmsu0,en,html-button-response,en19ao08,1768.2500001974404,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,dy38rvvnxc,de,html-button-response,rf07er10,1352,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,nbzeelogn1,en,html-button-response,AL05AR15,1249.159999191761,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,emk1tsfc0c,en,html-button-response,dt05as10,1157,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,yzwvuo5jcw,en,html-button-response,ya08ya01,3133.750000037253,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,z15jvz5weu,en,html-button-response,gh09er15,1718.3650000006892,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,7jmcv9rt87,en,html-button-response,nd05ff22,1578.999999910593,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,gjq6le86au,en,html-button-response,NG09US28,1441.56499998644,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,40757xtlgp,en,html-button-response,va05er24,1362.819999922067,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,s48cjlol2y,de,html-button-response,er04rt18,1077.160000000731,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,cdnsgh8l6s,de,html-button-response,RL05OR28,1495.6449999999022,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,forzsbtguz,en,html-button-response,ng06an28,1314.0350000030594,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,p0ob2fsrsp,de,html-button-response,lu04rk02,2255,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,19l91w0hqd,en,html-button-response,NE07SE16,2310.8649998903275,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,forzsbtguz,en,html-button-response,ng06an28,2407.905000000028,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,acgok0jj2j,de,html-button-response,VO06AS02,1016.5800000005402,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,plssjv82xb,de,html-button-response,Fr.11:45,1623.1799999950454,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,yjk8vlfumr,de,html-button-response,dt06as01,1380.6949999998324,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,408x5p8cy7,en,html-button-response,va08ar03,1633.6400000145659,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,kpfcu6m48v,en,html-button-response,in07er09,1248.4750000294298,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,7jnze5y1xt,de,html-button-response,er07rg24,841,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,temg3es1km,de,html-button-response,VA04RG03,800,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,s48cjlol2y,de,html-button-response,er04rt18,909.9400000122841,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,99v3ayruzp,de,html-button-response,ki04as07,3320.9849999984726,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,0ypu8hv44k,de,html-button-response,en06oi05,2651.5050000161864,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,f00qbt8xgh,en,html-button-response,NE07SE16,1557.3350000195205,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,1x4fxyrk6x,en,html-button-response,de05nk26,963,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,75e8k8531m,en,html-button-response,tz05yu04,2338,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,p0ob2fsrsp,de,html-button-response,lu04rk02,1013,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,eyn4ys1wrs,en,html-button-response,va07il15,1318.025000000489,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,hhm1sss4hy,en,html-button-response,mi06ka18,1912.6299999916228,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,99v3ayruzp,de,html-button-response,ki04as07,1799.375000060536,labelPictures,LF,14_10_6_12,bim,100275,2,high,wug,purple,control,0
10,wg3u6jr0nh,en,html-button-response,ic07ir25,1780,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,eyn4ys1wrs,en,html-button-response,va07il15,1101.3050000037765,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,22elk0nh1m,de,html-button-response,er08rd25,1814.0049999929033,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,wg3u6jr0nh,en,html-button-response,ic07ir25,1404,labelPictures,LF,14_10_6_12,bim,100275,2,high,wug,purple,control,0
10,ro2w51u9qx,de,html-button-response,ER04AV16,2086.729999864474,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,nlsem5jp13,de,html-button-response,pf06nd18,1502.5100000202656,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,acgok0jj2j,de,html-button-response,VO06AS02,761.5200000000186,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,7jnze5y1xt,de,html-button-response,er07rg24,1189,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,40757xtlgp,en,html-button-response,va05er24,1402.4000000208616,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,xtld2mlddm,de,html-button-response,ek05an20,1292.8550000069663,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,cdnsgh8l6s,de,html-button-response,RL05OR28,1126.5550000000512,labelPictures,FL,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
10,osnv2y9pl1,en,html-button-response,af05ra11,2085.6550000607967,labelPictures,LF,14_53_10_37,wug,100275,2,high,wug,purple,exp,1
11,22elk0nh1m,de,html-button-response,er08rd25,1554.294999994454,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,s48cjlol2y,de,html-button-response,er04rt18,1088.820000004489,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,dqehnfb6j7,en,html-button-response,er08em17,917.7350000245497,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,7908vbmsu0,en,html-button-response,en19ao08,1929.8299998044968,labelPictures,LF,52_12_6_11,dep,110400,4,high,bim,lightblue,exp,0
11,wg3u6jr0nh,en,html-button-response,ic07ir25,1634,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,uf6pxq0fzv,en,html-button-response,RG06DY30,1092.445000000298,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,0ypu8hv44k,de,html-button-response,en06oi05,1120.2250000205822,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,wrmngomh1f,de,html-button-response,at08ed04,1461.269999970682,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,kpfcu6m48v,en,html-button-response,in07er09,2043.8699999358505,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,75e8k8531m,en,html-button-response,tz05yu04,1289,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,7jnze5y1xt,de,html-button-response,er07rg24,1393,labelPictures,FL,29_11_30_39,tob,110400,4,low,bim,lightblue,exp,0
11,emk1tsfc0c,en,html-button-response,dt05as10,1777,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,nlsem5jp13,de,html-button-response,pf06nd18,1225.2850000513718,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,osnv2y9pl1,en,html-button-response,af05ra11,1120.670000091195,labelPictures,LF,29_11_30_39,tob,110400,4,low,bim,lightblue,exp,0
11,et8whud6pz,en,html-button-response,er07el13,964.490000042133,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,dy38rvvnxc,de,html-button-response,rf07er10,2104,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,gjq6le86au,en,html-button-response,NG09US28,1542.974999989383,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,p0ob2fsrsp,de,html-button-response,lu04rk02,973,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,sob32efsmd,en,html-button-response,qi02ng28,2289.1599999857135,labelPictures,FL,52_12_6_11,dep,110400,4,high,bim,lightblue,exp,0
11,plssjv82xb,de,html-button-response,Fr.11:45,2185.9650000114925,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,408x5p8cy7,en,html-button-response,va08ar03,1882.8250000369735,labelPictures,LF,29_11_30_39,tob,110400,4,low,bim,lightblue,exp,0
11,osnv2y9pl1,en,html-button-response,af05ra11,2075.635000015609,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,1x4fxyrk6x,en,html-button-response,de05nk26,2469,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,eyn4ys1wrs,en,html-button-response,va07il15,1248.2049999962328,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,408x5p8cy7,en,html-button-response,va08ar03,3114.4550000317395,labelPictures,LF,52_12_6_11,dep,110400,4,high,bim,lightblue,exp,0
11,yzwvuo5jcw,en,html-button-response,ya08ya01,1659.709999919869,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,re8dk0velw,en,html-button-response,ic25an08,1750,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,osnv2y9pl1,en,html-button-response,af05ra11,2318.940000026487,labelPictures,LF,52_12_6_11,dep,110400,4,high,bim,lightblue,exp,0
11,490hj15f5l,en,html-button-response,el05rd15,824.4300000369549,labelPictures,LF,29_11_30_39,tob,110400,4,low,bim,lightblue,exp,0
11,7jnze5y1xt,de,html-button-response,er07rg24,2559,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,7ksbngduvy,en,html-button-response,ng09ei12,1258,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,nbzeelogn1,en,html-button-response,AL05AR15,2225.5550008267164,labelPictures,FL,29_11_30_39,tob,110400,4,low,bim,lightblue,exp,0
11,g8yr0b9yda,en,html-button-response,er07im06,1563.5400000028312,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,temg3es1km,de,html-button-response,VA04RG03,2800,labelPictures,LF,52_12_6_11,dep,110400,4,high,bim,lightblue,exp,0
11,9kjfelsstb,en,html-button-response,er09ch20,1882,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,f00qbt8xgh,en,html-button-response,NE07SE16,1348.3049999922514,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,a7hqcrbor2,de,html-button-response,ll08ar27,2144,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,sob32efsmd,en,html-button-response,qi02ng28,1677.2649999766145,labelPictures,FL,29_11_30_39,tob,110400,4,low,bim,lightblue,exp,0
11,osnv2y9pl1,en,html-button-response,af05ra11,1412.955000065267,labelPictures,LF,29_11_30_39,tob,110400,4,low,bim,lightblue,exp,0
11,nbzeelogn1,en,html-button-response,AL05AR15,2668.800000101328,labelPictures,FL,52_12_6_11,dep,110400,4,high,bim,lightblue,exp,0
11,7jmcv9rt87,en,html-button-response,nd05ff22,1679.4849999714643,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,acgok0jj2j,de,html-button-response,VO06AS02,887.2399999999907,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,40757xtlgp,en,html-button-response,va05er24,1256.2100000213832,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,hhm1sss4hy,en,html-button-response,mi06ka18,2660.3199999954086,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,z15jvz5weu,en,html-button-response,gh09er15,1571.9250000002794,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,sob32efsmd,en,html-button-response,qi02ng28,2804.119999986142,labelPictures,FL,52_12_6_11,dep,110400,4,high,bim,lightblue,exp,0
11,7908vbmsu0,en,html-button-response,en19ao08,1252.9000001959503,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,ro2w51u9qx,de,html-button-response,ER04AV16,2308.479999890551,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,cdnsgh8l6s,de,html-button-response,RL05OR28,1385.1850000000559,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,99v3ayruzp,de,html-button-response,ki04as07,1533.6850000312552,labelPictures,LF,52_12_6_11,dep,110400,4,high,bim,lightblue,exp,0
11,19l91w0hqd,en,html-button-response,NE07SE16,959.6349999774247,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,zq7k8hkxsq,de,html-button-response,fa05ea13,1365,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,et4cc4zeqy,de,html-button-response,er08an21,1051.939999975264,labelPictures,FL,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
11,forzsbtguz,en,html-button-response,ng06an28,3140.270000003511,labelPictures,LF,11_9_5_16,bim,110400,4,low,bim,lightblue,control,1
12,1x4fxyrk6x,en,html-button-response,de05nk26,950,labelPictures,LF,52_12_6_11,dep,120175,1,high,tob,red,exp,0
12,temg3es1km,de,html-button-response,VA04RG03,2200,labelPictures,LF,52_12_6_11,dep,120175,1,high,tob,red,exp,0
12,1x4fxyrk6x,en,html-button-response,de05nk26,2124,labelPictures,LF,52_47_51_12,dep,120175,1,high,tob,red,exp,0
12,yjk8vlfumr,de,html-button-response,dt06as01,2335.5999999912456,labelPictures,LF,52_12_6_11,dep,120175,1,high,tob,red,exp,0
12,19l91w0hqd,en,html-button-response,NE07SE16,2461.1949999816716,labelPictures,FL,52_13_12_36,wug,120175,1,high,tob,red,exp,0
12,plssjv82xb,de,html-button-response,Fr.11:45,2266.070000012405,labelPictures,LF,52_12_6_11,dep,120175,1,high,tob,red,exp,0
12,re8dk0velw,en,html-button-response,ic25an08,3402.0000000001164,labelPictures,LF,52_47_51_12,dep,120175,1,high,tob,red,exp,0
12,nlsem5jp13,de,html-button-response,pf06nd18,3217.454999918118,labelPictures,LF,51_52_13_12,wug,120175,1,high,tob,red,exp,0
12,7jnze5y1xt,de,html-button-response,er07rg24,3006,labelPictures,FL,52_12_6_11,dep,120175,1,high,tob,red,exp,0
12,ro2w51u9qx,de,html-button-response,ER04AV16,2490.965000120923,labelPictures,LF,52_12_6_11,dep,120175,1,high,tob,red,exp,0
12,f00qbt8xgh,en,html-button-response,NE07SE16,1660.7849998399615,labelPictures,FL,52_13_12_36,wug,120175,1,high,tob,red,exp,0
12,eyn4ys1wrs,en,html-button-response,va07il15,1652.3600000073202,labelPictures,FL,52_12_6_11,dep,120175,1,high,tob,red,exp,0
12,yjk8vlfumr,de,html-button-response,dt06as01,2189.524999994319,labelPictures,LF,52_47_51_12,dep,120175,1,high,tob,red,exp,0
12,nbzeelogn1,en,html-button-response,AL05AR15,1245.6799987703562,labelPictures,FL,52_12_6_11,dep,120175,1,high,tob,red,exp,0
12,1x4fxyrk6x,en,html-button-response,de05nk26,1508,labelPictures,LF,52_12_6_11,dep,120175,1,high,tob,red,exp,0
12,temg3es1km,de,html-button-response,VA04RG03,2700,labelPictures,LF,14_10_6_12,bim,120175,1,high,tob,red,control,0
12,75e8k8531m,en,html-button-response,tz05yu04,3392,labelPictures,FL,52_12_6_11,dep,120175,1,high,tob,red,exp,0
12,plssjv82xb,de,html-button-response,Fr.11:45,1603.0550000141375,labelPictures,LF,52_13_12_36,wug,120175,1,high,tob,red,exp,0
12,yjk8vlfumr,de,html-button-response,dt06as01,1919.224999990547,labelPictures,LF,52_47_51_12,dep,120175,1,high,tob,red,exp,0
12,1x4fxyrk6x,en,html-button-response,de05nk26,1722,labelPictures,LF,52_13_12_36,wug,120175,1,high,tob,red,exp,0
12,wrmngomh1f,de,html-button-response,at08ed04,1221.3900000788271,labelPictures,LF,52_12_6_11,dep,120175,1,high,tob,red,exp,0
12,xtld2mlddm,de,html-button-response,ek05an20,938.1650000577793,labelPictures,LF,52_12_6_11,dep,120175,1,high,tob,red,exp,0
12,temg3es1km,de,html-button-response,VA04RG03,2100,labelPictures,LF,52_47_51_12,dep,120175,1,high,tob,red,exp,0
12,yjk8vlfumr,de,html-button-response,dt06as01,2302.7299999957904,labelPictures,LF,14_10_6_12,bim,120175,1,high,tob,red,control,0
12,gjq6le86au,en,html-button-response,NG09US28,3183.164999994915,labelPictures,LF,52_12_6_11,dep,120175,1,high,tob,red,exp,0
12,99v3ayruzp,de,html-button-response,ki04as07,1836.1799999838695,labelPictures,LF,52_47_51_12,dep,120175,1,high,tob,red,exp,0
12,gjq6le86au,en,html-button-response,NG09US28,1680.6850000284612,labelPictures,LF,52_12_6_11,dep,120175,1,high,tob,red,exp,0
12,emk1tsfc0c,en,html-button-response,dt05as10,1982,labelPictures,FL,52_12_6_11,dep,120175,1,high,tob,red,exp,0
12,dy38rvvnxc,de,html-button-response,rf07er10,2625,labelPictures,LF,52_47_51_12,dep,120175,1,high,tob,red,exp,0
13,1x4fxyrk6x,en,html-button-response,de05nk26,832,labelPictures,LF,51_52_13_12,wug,130375,3,high,dep,blue,exp,0
13,sob32efsmd,en,html-button-response,qi02ng28,2547.919999982696,labelPictures,FL,51_52_13_12,wug,130375,3,high,dep,blue,exp,0
13,re8dk0velw,en,html-button-response,ic25an08,1385,labelPictures,LF,51_52_13_12,wug,130375,3,high,dep,blue,exp,0
13,1x4fxyrk6x,en,html-button-response,de05nk26,2795,labelPictures,LF,52_13_12_36,wug,130375,3,high,dep,blue,exp,0
13,et4cc4zeqy,de,html-button-response,er08an21,2224.430000002496,labelPictures,FL,17_18_7_13,tob,130375,3,high,dep,blue,exp,0
13,7jnze5y1xt,de,html-button-response,er07rg24,1995,labelPictures,FL,51_52_13_12,wug,130375,3,high,dep,blue,exp,0
13,re8dk0velw,en,html-button-response,ic25an08,2843,labelPictures,LF,52_13_12_36,wug,130375,3,high,dep,blue,exp,0
13,7jnze5y1xt,de,html-button-response,er07rg24,2321,labelPictures,FL,52_13_12_36,wug,130375,3,high,dep,blue,exp,0
13,sob32efsmd,en,html-button-response,qi02ng28,1862.634999997681,labelPictures,FL,17_18_7_13,tob,130375,3,high,dep,blue,exp,0
13,re8dk0velw,en,html-button-response,ic25an08,3327,labelPictures,LF,51_52_13_12,wug,130375,3,high,dep,blue,exp,0
13,wrmngomh1f,de,html-button-response,at08ed04,1500.4350000526756,labelPictures,LF,52_13_12_36,wug,130375,3,high,dep,blue,exp,0
13,gjq6le86au,en,html-button-response,NG09US28,1997.414999990724,labelPictures,LF,17_18_7_13,tob,130375,3,high,dep,blue,exp,0
13,sob32efsmd,en,html-button-response,qi02ng28,2459.1550000186544,labelPictures,FL,52_13_12_36,wug,130375,3,high,dep,blue,exp,0
13,7ksbngduvy,en,html-button-response,ng09ei12,2632,labelPictures,FL,51_52_13_12,wug,130375,3,high,dep,blue,exp,0
13,wrmngomh1f,de,html-button-response,at08ed04,3176.9650001078844,labelPictures,LF,51_52_13_12,wug,130375,3,high,dep,blue,exp,0
13,sob32efsmd,en,html-button-response,qi02ng28,1648.5349999857135,labelPictures,FL,51_52_13_12,wug,130375,3,high,dep,blue,exp,0
13,g8yr0b9yda,en,html-button-response,er07im06,2308.7950000772253,labelPictures,LF,17_18_7_13,tob,130375,3,high,dep,blue,exp,0
13,7908vbmsu0,en,html-button-response,en19ao08,1851.530000101775,labelPictures,LF,52_13_12_36,wug,130375,3,high,dep,blue,exp,0
13,sob32efsmd,en,html-button-response,qi02ng28,2101.3500000117347,labelPictures,FL,52_13_12_36,wug,130375,3,high,dep,blue,exp,0
13,wrmngomh1f,de,html-button-response,at08ed04,2967.9100000066683,labelPictures,LF,51_52_13_12,wug,130375,3,high,dep,blue,exp,0
13,wrmngomh1f,de,html-button-response,at08ed04,1845.3050000825897,labelPictures,LF,52_13_12_36,wug,130375,3,high,dep,blue,exp,0
13,temg3es1km,de,html-button-response,VA04RG03,800,labelPictures,LF,51_52_13_12,wug,130375,3,high,dep,blue,exp,0
